Code	Description	Four_Digit_Code	Four_Digit_Description	Two_Digit_Code	Two_Digit_Description	Definition
849801	Management of Gaseous Waste From Mineral Resource Activities (excl. Greenhouse Gases)	8498	Environmentally Sustainable Mineral Resource Activities	84	Mineral Resources (excl. Energy Resources)	Mineral Resources (excl. Energy Resources)/Environmentally Sustainable Mineral Resource Activities/Management of Gaseous Waste From Mineral Resource Activities (excl. Greenhouse Gases)
849802	Management of Greenhouse Gas Emissions from Mineral Resource Activities	8498	Environmentally Sustainable Mineral Resource Activities	84	Mineral Resources (excl. Energy Resources)	Mineral Resources (excl. Energy Resources)/Environmentally Sustainable Mineral Resource Activities/Management of Greenhouse Gas Emissions from Mineral Resource Activities
849803	Management of Liquid Waste from Mineral Resource Activities (excl. Water)	8498	Environmentally Sustainable Mineral Resource Activities	84	Mineral Resources (excl. Energy Resources)	Mineral Resources (excl. Energy Resources)/Environmentally Sustainable Mineral Resource Activities/Management of Liquid Waste from Mineral Resource Activities (excl. Water)
849804	Management of Solid Waste from Mineral Resource Activities	8498	Environmentally Sustainable Mineral Resource Activities	84	Mineral Resources (excl. Energy Resources)	Mineral Resources (excl. Energy Resources)/Environmentally Sustainable Mineral Resource Activities/Management of Solid Waste from Mineral Resource Activities
849805	Management of Water Consumption by Mineral Resource Activities	8498	Environmentally Sustainable Mineral Resource Activities	84	Mineral Resources (excl. Energy Resources)	Mineral Resources (excl. Energy Resources)/Environmentally Sustainable Mineral Resource Activities/Management of Water Consumption by Mineral Resource Activities
849899	Environmentally Sustainable Mineral Resource Activities not elsewhere classified	8498	Environmentally Sustainable Mineral Resource Activities	84	Mineral Resources (excl. Energy Resources)	Mineral Resources (excl. Energy Resources)/Environmentally Sustainable Mineral Resource Activities/Environmentally Sustainable Mineral Resource Activities not elsewhere classified
849999	Mineral Resources (excl. Energy Resources) not elsewhere classified	8499	Other Mineral Resources (excl. Energy Resources)	84	Mineral Resources (excl. Energy Resources)	Mineral Resources (excl. Energy Resources)/Other Mineral Resources (excl. Energy Resources)/Mineral Resources (excl. Energy Resources) not elsewhere classified
850101	Coal Exploration	8501	Energy Exploration	85	Energy	Energy/Energy Exploration/Coal Exploration
850102	Geothermal Exploration	8501	Energy Exploration	85	Energy	Energy/Energy Exploration/Geothermal Exploration
850103	Oil and Gas Exploration	8501	Energy Exploration	85	Energy	Energy/Energy Exploration/Oil and Gas Exploration
850104	Oil Shale and Tar Sands Exploration	8501	Energy Exploration	85	Energy	Energy/Energy Exploration/Oil Shale and Tar Sands Exploration
850105	Uranium Exploration	8501	Energy Exploration	85	Energy	Energy/Energy Exploration/Uranium Exploration
850199	Energy Exploration not elsewhere classified	8501	Energy Exploration	85	Energy	Energy/Energy Exploration/Energy Exploration not elsewhere classified
850201	Coal Mining and Extraction	8502	Mining and Extraction of Energy Resources	85	Energy	Energy/Mining and Extraction of Energy Resources/Coal Mining and Extraction
850202	Geothermal Energy Extraction	8502	Mining and Extraction of Energy Resources	85	Energy	Energy/Mining and Extraction of Energy Resources/Geothermal Energy Extraction
850203	Oil and Gas Extraction	8502	Mining and Extraction of Energy Resources	85	Energy	Energy/Mining and Extraction of Energy Resources/Oil and Gas Extraction
850204	Oil Shale and Tar Sands Mining and Extraction	8502	Mining and Extraction of Energy Resources	85	Energy	Energy/Mining and Extraction of Energy Resources/Oil Shale and Tar Sands Mining and Extraction
850205	Uranium Mining and Extraction	8502	Mining and Extraction of Energy Resources	85	Energy	Energy/Mining and Extraction of Energy Resources/Uranium Mining and Extraction
850299	Mining and Extraction of Energy Resources not elsewhere classified	8502	Mining and Extraction of Energy Resources	85	Energy	Energy/Mining and Extraction of Energy Resources/Mining and Extraction of Energy Resources not elsewhere classified
850301	Hydrogen Production from Fossil Fuels	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Hydrogen Production from Fossil Fuels
850302	Hydrogen Production from Nuclear Energy	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Hydrogen Production from Nuclear Energy
850303	Hydrogen Production from Renewable Energy	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Hydrogen Production from Renewable Energy
850304	Oil and Gas Refining	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Oil and Gas Refining
850305	Preparation of Black Coal	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Preparation of Black Coal
850306	Preparation of Brown Coal (Lignite)	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Preparation of Brown Coal (Lignite)
850307	Preparation of Oil Shale and Tar Sands	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Preparation of Oil Shale and Tar Sands
850308	Preparation of Uranium	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Preparation of Uranium
850309	Production of Biofuels (Biomass)	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Production of Biofuels (Biomass)
850399	Preparation and Production of Energy Sources not elsewhere classified	8503	Preparation and Production of Energy Sources	85	Energy	Energy/Preparation and Production of Energy Sources/Preparation and Production of Energy Sources not elsewhere classified
850401	Fuel Cells (excl. Solid Oxide)	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Fuel Cells (excl. Solid Oxide)
850402	Hydrogen-based Energy Systems (incl. Internal Hydrogen Combustion Engines)	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Hydrogen-based Energy Systems (incl. Internal Hydrogen Combustion Engines)
850403	Nuclear Energy	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Nuclear Energy
850404	Solid Oxide Fuel Cells	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Solid Oxide Fuel Cells
850405	Transformation of Black Coal into Electricity	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Transformation of Black Coal into Electricity
850406	Transformation of Brown Coal (Lignite) into Electricity	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Transformation of Brown Coal (Lignite) into Electricity
850407	Transformation of Coal into Gaseous Fuels	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Transformation of Coal into Gaseous Fuels
850408	Transformation of Coal into Liquid Fuels	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Transformation of Coal into Liquid Fuels
850409	Transformation of Gas into Electricity	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Transformation of Gas into Electricity
850410	Transformation of Gas into Liquid Fuels	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Transformation of Gas into Liquid Fuels
850499	Energy Transformation not elsewhere classified	8504	Energy Transformation	85	Energy	Energy/Energy Transformation/Energy Transformation not elsewhere classified
850501	Biofuel (Biomass) Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Biofuel (Biomass) Energy
850502	Geothermal Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Geothermal Energy
850503	Hydro-Electric Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Hydro-Electric Energy
850504	Solar-Photovoltaic Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Solar-Photovoltaic Energy
850505	Solar-Thermal Electric Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Solar-Thermal Electric Energy
850506	Solar-Thermal Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Solar-Thermal Energy
850507	Tidal Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Tidal Energy
850508	Wave Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Wave Energy
850509	Wind Energy	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Wind Energy
850599	Renewable Energy not elsewhere classified	8505	Renewable Energy	85	Energy	Energy/Renewable Energy/Renewable Energy not elsewhere classified
850601	Energy Services and Utilities	8506	Energy Storage, Distribution and Supply	85	Energy	Energy/Energy Storage, Distribution and Supply/Energy Services and Utilities
850602	Energy Storage (excl. Hydrogen)	8506	Energy Storage, Distribution and Supply	85	Energy	Energy/Energy Storage, Distribution and Supply/Energy Storage (excl. Hydrogen)
850603	Energy Systems Analysis	8506	Energy Storage, Distribution and Supply	85	Energy	Energy/Energy Storage, Distribution and Supply/Energy Systems Analysis
850604	Energy Transmission and Distribution (excl. Hydrogen)	8506	Energy Storage, Distribution and Supply	85	Energy	Energy/Energy Storage, Distribution and Supply/Energy Transmission and Distribution (excl. Hydrogen)
850605	Hydrogen Distribution	8506	Energy Storage, Distribution and Supply	85	Energy	Energy/Energy Storage, Distribution and Supply/Hydrogen Distribution
850606	Hydrogen Storage	8506	Energy Storage, Distribution and Supply	85	Energy	Energy/Energy Storage, Distribution and Supply/Hydrogen Storage
850699	Energy Storage, Distribution and Supply not elsewhere classified	8506	Energy Storage, Distribution and Supply	85	Energy	Energy/Energy Storage, Distribution and Supply/Energy Storage, Distribution and Supply not elsewhere classified
850701	Commercial Energy Conservation and Efficiency	8507	Energy Conservation and Efficiency	85	Energy	Energy/Energy Conservation and Efficiency/Commercial Energy Conservation and Efficiency
850702	Energy Conservation and Efficiency in Transport	8507	Energy Conservation and Efficiency	85	Energy	Energy/Energy Conservation and Efficiency/Energy Conservation and Efficiency in Transport
850703	Industrial Energy Conservation and Efficiency	8507	Energy Conservation and Efficiency	85	Energy	Energy/Energy Conservation and Efficiency/Industrial Energy Conservation and Efficiency
850704	Residential Energy Conservation and Efficiency	8507	Energy Conservation and Efficiency	85	Energy	Energy/Energy Conservation and Efficiency/Residential Energy Conservation and Efficiency
850799	Energy Conservation and Efficiency not elsewhere classified	8507	Energy Conservation and Efficiency	85	Energy	Energy/Energy Conservation and Efficiency/Energy Conservation and Efficiency not elsewhere classified
859801	Management of Gaseous Waste from Energy Activities (excl. Greenhouse Gases)	8598	Environmentally Sustainable Energy Activities	85	Energy	Energy/Environmentally Sustainable Energy Activities/Management of Gaseous Waste from Energy Activities (excl. Greenhouse Gases)
859802	Management of Greenhouse Gas Emissions from Electricity Generation	8598	Environmentally Sustainable Energy Activities	85	Energy	Energy/Environmentally Sustainable Energy Activities/Management of Greenhouse Gas Emissions from Electricity Generation
859803	Management of Greenhouse Gas Emissions from Energy Activities (excl. Electricity Generation)	8598	Environmentally Sustainable Energy Activities	85	Energy	Energy/Environmentally Sustainable Energy Activities/Management of Greenhouse Gas Emissions from Energy Activities (excl. Electricity Generation)
859804	Management of Liquid Waste from Energy Activities (excl. Water)	8598	Environmentally Sustainable Energy Activities	85	Energy	Energy/Environmentally Sustainable Energy Activities/Management of Liquid Waste from Energy Activities (excl. Water)
859805	Management of Solid Waste from Energy Activities	8598	Environmentally Sustainable Energy Activities	85	Energy	Energy/Environmentally Sustainable Energy Activities/Management of Solid Waste from Energy Activities
859806	Management of Water Consumption by Energy Activities	8598	Environmentally Sustainable Energy Activities	85	Energy	Energy/Environmentally Sustainable Energy Activities/Management of Water Consumption by Energy Activities
859899	Environmentally Sustainable Energy Activities not elsewhere classified	8598	Environmentally Sustainable Energy Activities	85	Energy	Energy/Environmentally Sustainable Energy Activities/Environmentally Sustainable Energy Activities not elsewhere classified
859999	Energy not elsewhere classified	8599	Other Energy	85	Energy	Energy/Other Energy/Energy not elsewhere classified
860101	Bakery Products	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Bakery Products
860102	Beverages (excl. Fruit Juices)	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Beverages (excl. Fruit Juices)
860103	Carcass Meat (incl. Fish and Seafood)	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Carcass Meat (incl. Fish and Seafood)
860104	Flour Mill and Cereal Food	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Flour Mill and Cereal Food
860105	Nutraceuticals and Functional foods	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Nutraceuticals and Functional foods
860106	Oils and Fats (incl. Margarines)	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Oils and Fats (incl. Margarines)
860107	Processed Fish and Seafood Products	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Processed Fish and Seafood Products
860108	Processed Fruit and Vegetable Products (incl. Fruit Juices)	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Processed Fruit and Vegetable Products (incl. Fruit Juices)
860109	Processed Meat Products	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Processed Meat Products
860110	Soy Products	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Soy Products
860111	Sugar and Confectionery Products	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Sugar and Confectionery Products
860199	Processed Food Products and Beverages (excl. Dairy Products) not elsewhere classified	8601	Processed Food Products and Beverages (excl. Dairy Products)	86	Manufacturing	Manufacturing/Processed Food Products and Beverages (excl. Dairy Products)/Processed Food Products and Beverages (excl. Dairy Products) not elsewhere classified
860201	Butter and Milk-Derived Fats and Oils (excl. Cream)	8602	Dairy Products	86	Manufacturing	Manufacturing/Dairy Products/Butter and Milk-Derived Fats and Oils (excl. Cream)
860202	Casein	8602	Dairy Products	86	Manufacturing	Manufacturing/Dairy Products/Casein
860203	Cheese	8602	Dairy Products	86	Manufacturing	Manufacturing/Dairy Products/Cheese
860204	Processed Milk and Cream (incl. Powder, Evaporated and Condensed)	8602	Dairy Products	86	Manufacturing	Manufacturing/Dairy Products/Processed Milk and Cream (incl. Powder, Evaporated and Condensed)
860205	Whey	8602	Dairy Products	86	Manufacturing	Manufacturing/Dairy Products/Whey
860299	Dairy Products not elsewhere classified	8602	Dairy Products	86	Manufacturing	Manufacturing/Dairy Products/Dairy Products not elsewhere classified
860301	Essential Oils (e.g. Tea Tree, Eucalyptus, Lavender, Peppermint, Boronia, Sandalwood)	8603	Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)	86	Manufacturing	Manufacturing/Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)/Essential Oils (e.g. Tea Tree, Eucalyptus, Lavender, Peppermint, Boronia, Sandalwood)
860302	Organic Fertilisers	8603	Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)	86	Manufacturing	Manufacturing/Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)/Organic Fertilisers
860303	Plant Extracts (e.g. Pyrethrum, Alkaloids, Jojoba Oil)	8603	Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)	86	Manufacturing	Manufacturing/Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)/Plant Extracts (e.g. Pyrethrum, Alkaloids, Jojoba Oil)
860304	Prepared Animal Feed	8603	Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)	86	Manufacturing	Manufacturing/Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)/Prepared Animal Feed
860399	Processed Non-Food Agricultural Products (excl. Wood, Paper and Fibre) not elsewhere classified	8603	Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)	86	Manufacturing	Manufacturing/Processed Non-Food Agriculture Products (excl. Wood, Paper and Fibre)/Processed Non-Food Agricultural Products (excl. Wood, Paper and Fibre) not elsewhere classified
860401	Clothing	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Clothing
860402	Cotton Ginning	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Cotton Ginning
860403	Natural Fibres, Yarns and Fabrics	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Natural Fibres, Yarns and Fabrics
860404	Non-Fabric Textiles (e.g. Felt)	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Non-Fabric Textiles (e.g. Felt)
860405	Processed Skins, Leather and Leather Products	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Processed Skins, Leather and Leather Products
860406	Synthetic Fibres, Yarns and Fabrics	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Synthetic Fibres, Yarns and Fabrics
860407	Wool Scouring and Top Making	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Wool Scouring and Top Making
860499	Leather Products, Fibre Processing and Textiles not elsewhere classified	8604	Leather Products, Fibre Processing and Textiles	86	Manufacturing	Manufacturing/Leather Products, Fibre Processing and Textiles/Leather Products, Fibre Processing and Textiles not elsewhere classified
860501	Paper Products (incl. Coated Paper)	8605	Wood, Wood Products and Paper	86	Manufacturing	Manufacturing/Wood, Wood Products and Paper/Paper Products (incl. Coated Paper)
860502	Printing and Publishing Processes	8605	Wood, Wood Products and Paper	86	Manufacturing	Manufacturing/Wood, Wood Products and Paper/Printing and Publishing Processes
860503	Pulp and Paper	8605	Wood, Wood Products and Paper	86	Manufacturing	Manufacturing/Wood, Wood Products and Paper/Pulp and Paper
860504	Reconstituted Timber Products (e.g. Chipboard, Particleboard)	8605	Wood, Wood Products and Paper	86	Manufacturing	Manufacturing/Wood, Wood Products and Paper/Reconstituted Timber Products (e.g. Chipboard, Particleboard)
860505	Wood Sawing and Veneer	8605	Wood, Wood Products and Paper	86	Manufacturing	Manufacturing/Wood, Wood Products and Paper/Wood Sawing and Veneer
860599	Wood, Wood Products and Paper not elsewhere classified	8605	Wood, Wood Products and Paper	86	Manufacturing	Manufacturing/Wood, Wood Products and Paper/Wood, Wood Products and Paper not elsewhere classified
860601	Industrial Gases	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Industrial Gases
860602	Inorganic Industrial Chemicals	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Inorganic Industrial Chemicals
860603	Lubricants	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Lubricants
860604	Organic Industrial Chemicals (excl. Resins, Rubber and Plastics)	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Organic Industrial Chemicals (excl. Resins, Rubber and Plastics)
860605	Paints	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Paints
860606	Plastics in Primary Forms	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Plastics in Primary Forms
860607	Plastic Products (incl. Construction Materials)	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Plastic Products (incl. Construction Materials)
860608	Rubber and Synthetic Resins	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Rubber and Synthetic Resins
860609	Soaps and Cosmetics	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Soaps and Cosmetics
860699	Industrial Chemicals and Related Products not elsewhere classified	8606	Industrial Chemicals and Related Products	86	Manufacturing	Manufacturing/Industrial Chemicals and Related Products/Industrial Chemicals and Related Products not elsewhere classified
860701	Animal Protection Chemicals	8607	Agricultural Chemicals	86	Manufacturing	Manufacturing/Agricultural Chemicals/Animal Protection Chemicals
860702	Chemical Fertilisers	8607	Agricultural Chemicals	86	Manufacturing	Manufacturing/Agricultural Chemicals/Chemical Fertilisers
860703	Crop Protection Chemicals	8607	Agricultural Chemicals	86	Manufacturing	Manufacturing/Agricultural Chemicals/Crop Protection Chemicals
860799	Agricultural Chemicals not elsewhere classified	8607	Agricultural Chemicals	86	Manufacturing	Manufacturing/Agricultural Chemicals/Agricultural Chemicals not elsewhere classified
860801	Human Biological Preventatives (e.g. Vaccines)	8608	Human Pharmaceutical Products	86	Manufacturing	Manufacturing/Human Pharmaceutical Products/Human Biological Preventatives (e.g. Vaccines)
860802	Human Diagnostics	8608	Human Pharmaceutical Products	86	Manufacturing	Manufacturing/Human Pharmaceutical Products/Human Diagnostics
860803	Human Pharmaceutical Treatments (e.g. Antibiotics)	8608	Human Pharmaceutical Products	86	Manufacturing	Manufacturing/Human Pharmaceutical Products/Human Pharmaceutical Treatments (e.g. Antibiotics)
860899	Human Pharmaceutical Products not elsewhere classified	8608	Human Pharmaceutical Products	86	Manufacturing	Manufacturing/Human Pharmaceutical Products/Human Pharmaceutical Products not elsewhere classified
860901	Veterinary Biological Preventatives (e.g. Vaccines)	8609	Veterinary Pharmaceutical Products	86	Manufacturing	Manufacturing/Veterinary Pharmaceutical Products/Veterinary Biological Preventatives (e.g. Vaccines)
860902	Veterinary Diagnostics	8609	Veterinary Pharmaceutical Products	86	Manufacturing	Manufacturing/Veterinary Pharmaceutical Products/Veterinary Diagnostics
860903	Veterinary Pharmaceutical Treatments (e.g. Antibiotics)	8609	Veterinary Pharmaceutical Products	86	Manufacturing	Manufacturing/Veterinary Pharmaceutical Products/Veterinary Pharmaceutical Treatments (e.g. Antibiotics)
860999	Veterinary Pharmaceutical Products not elsewhere classified	8609	Veterinary Pharmaceutical Products	86	Manufacturing	Manufacturing/Veterinary Pharmaceutical Products/Veterinary Pharmaceutical Products not elsewhere classified
861001	Cement Products and Concrete Materials	8610	Ceramics, Glass and Industrial Mineral Products	86	Manufacturing	Manufacturing/Ceramics, Glass and Industrial Mineral Products/Cement Products and Concrete Materials
861002	Ceramics	8610	Ceramics, Glass and Industrial Mineral Products	86	Manufacturing	Manufacturing/Ceramics, Glass and Industrial Mineral Products/Ceramics
861003	Clay Products	8610	Ceramics, Glass and Industrial Mineral Products	86	Manufacturing	Manufacturing/Ceramics, Glass and Industrial Mineral Products/Clay Products
861004	Plaster and Plaster Products	8610	Ceramics, Glass and Industrial Mineral Products	86	Manufacturing	Manufacturing/Ceramics, Glass and Industrial Mineral Products/Plaster and Plaster Products
861005	Structural Glass and Glass Products	8610	Ceramics, Glass and Industrial Mineral Products	86	Manufacturing	Manufacturing/Ceramics, Glass and Industrial Mineral Products/Structural Glass and Glass Products
861099	Ceramics, Glass and Industrial Mineral Products not elsewhere classified	8610	Ceramics, Glass and Industrial Mineral Products	86	Manufacturing	Manufacturing/Ceramics, Glass and Industrial Mineral Products/Ceramics, Glass and Industrial Mineral Products not elsewhere classified
861101	Basic Aluminium Products	8611	Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)	86	Manufacturing	Manufacturing/Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)/Basic Aluminium Products
861102	Basic Copper Products	8611	Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)	86	Manufacturing	Manufacturing/Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)/Basic Copper Products
861103	Basic Iron and Steel Products	8611	Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)	86	Manufacturing	Manufacturing/Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)/Basic Iron and Steel Products
861104	Basic Precious Metal Products	8611	Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)	86	Manufacturing	Manufacturing/Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)/Basic Precious Metal Products
861105	Basic Zinc Products	8611	Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)	86	Manufacturing	Manufacturing/Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)/Basic Zinc Products
861199	Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding) not elsewhere classified	8611	Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)	86	Manufacturing	Manufacturing/Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding)/Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding) not elsewhere classified
861201	Coated Metal and Metal-Coated Products	8612	Fabricated Metal Products	86	Manufacturing	Manufacturing/Fabricated Metal Products/Coated Metal and Metal-Coated Products
861202	Machined Metal Products	8612	Fabricated Metal Products	86	Manufacturing	Manufacturing/Fabricated Metal Products/Machined Metal Products
861203	Metal Castings	8612	Fabricated Metal Products	86	Manufacturing	Manufacturing/Fabricated Metal Products/Metal Castings
861204	Semi-Finished Metal Products	8612	Fabricated Metal Products	86	Manufacturing	Manufacturing/Fabricated Metal Products/Semi-Finished Metal Products
861205	Sheet Metal Products	8612	Fabricated Metal Products	86	Manufacturing	Manufacturing/Fabricated Metal Products/Sheet Metal Products
861206	Structural Metal Products	8612	Fabricated Metal Products	86	Manufacturing	Manufacturing/Fabricated Metal Products/Structural Metal Products
861299	Fabricated Metal Products not elsewhere classified	8612	Fabricated Metal Products	86	Manufacturing	Manufacturing/Fabricated Metal Products/Fabricated Metal Products not elsewhere classified
861301	Aerospace Equipment	8613	Transport Equipment	86	Manufacturing	Manufacturing/Transport Equipment/Aerospace Equipment
861302	Automotive Equipment	8613	Transport Equipment	86	Manufacturing	Manufacturing/Transport Equipment/Automotive Equipment
861303	Nautical Equipment (excl. Yachts)	8613	Transport Equipment	86	Manufacturing	Manufacturing/Transport Equipment/Nautical Equipment (excl. Yachts)
861304	Rail Equipment	8613	Transport Equipment	86	Manufacturing	Manufacturing/Transport Equipment/Rail Equipment
861305	Yachts	8613	Transport Equipment	86	Manufacturing	Manufacturing/Transport Equipment/Yachts
861399	Transport Equipment not elsewhere classified	8613	Transport Equipment	86	Manufacturing	Manufacturing/Transport Equipment/Transport Equipment not elsewhere classified
861401	Agricultural Machinery and Equipment	8614	Machinery and Equipment	86	Manufacturing	Manufacturing/Machinery and Equipment/Agricultural Machinery and Equipment
861402	Appliances and Electrical Machinery and Equipment	8614	Machinery and Equipment	86	Manufacturing	Manufacturing/Machinery and Equipment/Appliances and Electrical Machinery and Equipment
861403	Industrial Machinery and Equipment	8614	Machinery and Equipment	86	Manufacturing	Manufacturing/Machinery and Equipment/Industrial Machinery and Equipment
861404	Mining Machinery and Equipment	8614	Machinery and Equipment	86	Manufacturing	Manufacturing/Machinery and Equipment/Mining Machinery and Equipment
861499	Machinery and Equipment not elsewhere classified	8614	Machinery and Equipment	86	Manufacturing	Manufacturing/Machinery and Equipment/Machinery and Equipment not elsewhere classified
861501	Industrial Instruments	8615	Instrumentation	86	Manufacturing	Manufacturing/Instrumentation/Industrial Instruments
861502	Medical Instruments	8615	Instrumentation	86	Manufacturing	Manufacturing/Instrumentation/Medical Instruments
861503	Scientific Instruments	8615	Instrumentation	86	Manufacturing	Manufacturing/Instrumentation/Scientific Instruments
861599	Instrumentation not elsewhere classified	8615	Instrumentation	86	Manufacturing	Manufacturing/Instrumentation/Instrumentation not elsewhere classified
861601	Computer and Electronic Office Equipment	8616	Computer Hardware and Electronic Equipment	86	Manufacturing	Manufacturing/Computer Hardware and Electronic Equipment/Computer and Electronic Office Equipment
861602	Consumer Electronic Equipment (excl. Communication Equipment)	8616	Computer Hardware and Electronic Equipment	86	Manufacturing	Manufacturing/Computer Hardware and Electronic Equipment/Consumer Electronic Equipment (excl. Communication Equipment)
