Version	Code	Description	Four_Digit_Code	Four_Digit_Description	Two_Digit_Code	Two_Digit_Description	Definition
2.0.0	040329	Scaffolding and Rigging	0403	Building	04	Architecture and Building	Architecture and Building/Building/Scaffolding and Rigging
2.0.0	040399	Building not elsewhere classified	0403	Building	04	Architecture and Building	Architecture and Building/Building/Building not elsewhere classified
2.0.0	050000	Agriculture, Environmental and Related Studies not further defined	0500	Agriculture, Environmental and Related Studies not further defined	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture, Environmental and Related Studies not further defined/Agriculture, Environmental and Related Studies not further defined
2.0.0	050100	Agriculture not further defined	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Agriculture not further defined
2.0.0	050101	Agricultural Science	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Agricultural Science
2.0.0	050103	Wool and Fibre Science	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Wool and Fibre Science
2.0.0	050104	Beekeeping	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Beekeeping
2.0.0	050105	Animal Husbandry	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Animal Husbandry
2.0.0	050106	Crop Production	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Crop Production
2.0.0	050108	Equine Trades	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Equine Trades
2.0.0	050110	Wool and Fibre Harvesting	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Wool and Fibre Harvesting
2.0.0	050112	General Land Skills	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/General Land Skills
2.0.0	050199	Agriculture not elsewhere classified	0501	Agriculture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Agriculture/Agriculture not elsewhere classified
2.0.0	050300	Horticulture and Viticulture not further defined	0503	Horticulture and Viticulture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Horticulture and Viticulture/Horticulture and Viticulture not further defined
2.0.0	050301	Horticulture	0503	Horticulture and Viticulture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Horticulture and Viticulture/Horticulture
2.0.0	050303	Viticulture	0503	Horticulture and Viticulture	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Horticulture and Viticulture/Viticulture
2.0.0	050500	Forestry Studies not further defined	0505	Forestry Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Forestry Studies/Forestry Studies not further defined
2.0.0	050501	Forestry Studies	0505	Forestry Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Forestry Studies/Forestry Studies
2.0.0	050502	Solid Wood Processing	0505	Forestry Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Forestry Studies/Solid Wood Processing
2.0.0	050700	Fisheries Studies not further defined	0507	Fisheries Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Fisheries Studies/Fisheries Studies not further defined
2.0.0	050701	Aquaculture	0507	Fisheries Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Fisheries Studies/Aquaculture
2.0.0	050702	Seafood Harvesting (Fishing)	0507	Fisheries Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Fisheries Studies/Seafood Harvesting (Fishing)
2.0.0	050799	Fisheries  Studies not elsewhere classified	0507	Fisheries Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Fisheries Studies/Fisheries  Studies not elsewhere classified
2.0.0	050900	Environmental Studies not further defined	0509	Environmental Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Environmental Studies/Environmental Studies not further defined
2.0.0	050901	Land, Parks and Wildlife Management	0509	Environmental Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Environmental Studies/Land, Parks and Wildlife Management
2.0.0	050902	Environmental Sustainability	0509	Environmental Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Environmental Studies/Environmental Sustainability
2.0.0	050999	Environmental Studies not elsewhere classified	0509	Environmental Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Environmental Studies/Environmental Studies not elsewhere classified
2.0.0	059900	Other Agriculture, Environmental and Related Studies not further defined	0599	Other Agriculture, Environmental and Related Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Other Agriculture, Environmental and Related Studies/Other Agriculture, Environmental and Related Studies not further defined
2.0.0	059901	Pest and Weed Control	0599	Other Agriculture, Environmental and Related Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Other Agriculture, Environmental and Related Studies/Pest and Weed Control
2.0.0	059999	Agriculture, Environmental and Related Studies not elsewhere classified	0599	Other Agriculture, Environmental and Related Studies	05	Agriculture, Environmental and Related Studies	Agriculture, Environmental and Related Studies/Other Agriculture, Environmental and Related Studies/Agriculture, Environmental and Related Studies not elsewhere classified
2.0.0	060000	Health not further defined	0600	Health not further defined	06	Health	Health/Health not further defined/Health not further defined
2.0.0	060100	Medical Studies not further defined	0601	Medical Studies	06	Health	Health/Medical Studies/Medical Studies not further defined
2.0.0	060101	General Medicine	0601	Medical Studies	06	Health	Health/Medical Studies/General Medicine
2.0.0	060103	Surgery	0601	Medical Studies	06	Health	Health/Medical Studies/Surgery
2.0.0	060105	Psychiatry	0601	Medical Studies	06	Health	Health/Medical Studies/Psychiatry
2.0.0	060107	Obstetrics and Gynaecology	0601	Medical Studies	06	Health	Health/Medical Studies/Obstetrics and Gynaecology
2.0.0	060109	Paediatrics	0601	Medical Studies	06	Health	Health/Medical Studies/Paediatrics
2.0.0	060111	Anaesthesiology	0601	Medical Studies	06	Health	Health/Medical Studies/Anaesthesiology
2.0.0	060113	Pathology	0601	Medical Studies	06	Health	Health/Medical Studies/Pathology
2.0.0	060115	Radiology	0601	Medical Studies	06	Health	Health/Medical Studies/Radiology
2.0.0	060117	Internal Medicine	0601	Medical Studies	06	Health	Health/Medical Studies/Internal Medicine
2.0.0	060119	General Practice Medicine	0601	Medical Studies	06	Health	Health/Medical Studies/General Practice Medicine
2.0.0	060199	Medical Studies not elsewhere classified	0601	Medical Studies	06	Health	Health/Medical Studies/Medical Studies not elsewhere classified
2.0.0	060300	Nursing not further defined	0603	Nursing	06	Health	Health/Nursing/Nursing not further defined
2.0.0	060301	Nursing	0603	Nursing	06	Health	Health/Nursing/Nursing
2.0.0	060303	Midwifery	0603	Nursing	06	Health	Health/Nursing/Midwifery
2.0.0	060308	Health Care Assistant	0603	Nursing	06	Health	Health/Nursing/Health Care Assistant
2.0.0	060399	Nursing not elsewhere classified	0603	Nursing	06	Health	Health/Nursing/Nursing not elsewhere classified
2.0.0	060500	Pharmacy not further defined	0605	Pharmacy	06	Health	Health/Pharmacy/Pharmacy not further defined
2.0.0	060501	Pharmacy	0605	Pharmacy	06	Health	Health/Pharmacy/Pharmacy
2.0.0	060700	Dental Studies not further defined	0607	Dental Studies	06	Health	Health/Dental Studies/Dental Studies not further defined
2.0.0	060701	Dentistry	0607	Dental Studies	06	Health	Health/Dental Studies/Dentistry
2.0.0	060704	Dental Hygiene and Therapy	0607	Dental Studies	06	Health	Health/Dental Studies/Dental Hygiene and Therapy
2.0.0	060705	Dental Technology	0607	Dental Studies	06	Health	Health/Dental Studies/Dental Technology
2.0.0	060799	Dental Studies not elsewhere classified	0607	Dental Studies	06	Health	Health/Dental Studies/Dental Studies not elsewhere classified
2.0.0	060900	Optical Science not further defined	0609	Optical Science	06	Health	Health/Optical Science/Optical Science not further defined
2.0.0	060901	Optometry	0609	Optical Science	06	Health	Health/Optical Science/Optometry
2.0.0	060903	Optical Technology	0609	Optical Science	06	Health	Health/Optical Science/Optical Technology
2.0.0	060999	Optical Science not elsewhere classified	0609	Optical Science	06	Health	Health/Optical Science/Optical Science not elsewhere classified
2.0.0	061100	Veterinary Studies not further defined	0611	Veterinary Studies	06	Health	Health/Veterinary Studies/Veterinary Studies not further defined
2.0.0	061101	Veterinary Science	0611	Veterinary Studies	06	Health	Health/Veterinary Studies/Veterinary Science
2.0.0	061103	Veterinary Assisting	0611	Veterinary Studies	06	Health	Health/Veterinary Studies/Veterinary Assisting
2.0.0	061199	Veterinary Studies not elsewhere classified	0611	Veterinary Studies	06	Health	Health/Veterinary Studies/Veterinary Studies not elsewhere classified
2.0.0	061300	Public Health not further defined	0613	Public Health	06	Health	Health/Public Health/Public Health not further defined
2.0.0	061301	Occupational Health and Safety	0613	Public Health	06	Health	Health/Public Health/Occupational Health and Safety
2.0.0	061303	Environmental Health	0613	Public Health	06	Health	Health/Public Health/Environmental Health
2.0.0	061304	Hauora (Māori Health)	0613	Public Health	06	Health	Health/Public Health/Hauora (Māori Health)
2.0.0	061307	Health Education,  Promotion, Counselling	0613	Public Health	06	Health	Health/Public Health/Health Education,  Promotion, Counselling
2.0.0	061309	Community Health	0613	Public Health	06	Health	Health/Public Health/Community Health
2.0.0	061311	Epidemiology	0613	Public Health	06	Health	Health/Public Health/Epidemiology
2.0.0	061399	Public Health not elsewhere classified	0613	Public Health	06	Health	Health/Public Health/Public Health not elsewhere classified
2.0.0	061500	Radiography  not further defined	0615	Radiography	06	Health	Health/Radiography/Radiography  not further defined
2.0.0	061501	Medical Imaging Technology (Radiography) and Radiation Therapy	0615	Radiography	06	Health	Health/Radiography/Medical Imaging Technology (Radiography) and Radiation Therapy
2.0.0	061700	Rehabilitation Therapies not further defined	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Rehabilitation Therapies not further defined
2.0.0	061701	Physiotherapy	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Physiotherapy
2.0.0	061703	Occupational Therapy	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Occupational Therapy
2.0.0	061705	Chiropractic and Osteopathy	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Chiropractic and Osteopathy
2.0.0	061707	Speech Pathology	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Speech Pathology
2.0.0	061709	Audiology	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Audiology
2.0.0	061711	Massage Therapy	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Massage Therapy
2.0.0	061713	Podiatry	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Podiatry
2.0.0	061799	Rehabilitation Therapies not elsewhere classified	0617	Rehabilitation Therapies	06	Health	Health/Rehabilitation Therapies/Rehabilitation Therapies not elsewhere classified
2.0.0	061900	Complementary Therapies not further defined	0619	Complementary Therapies	06	Health	Health/Complementary Therapies/Complementary Therapies not further defined
2.0.0	061901	Naturopathy and Homeopathy	0619	Complementary Therapies	06	Health	Health/Complementary Therapies/Naturopathy and Homeopathy
2.0.0	061903	Acupuncture	0619	Complementary Therapies	06	Health	Health/Complementary Therapies/Acupuncture
2.0.0	061905	Traditional Chinese Medicine	0619	Complementary Therapies	06	Health	Health/Complementary Therapies/Traditional Chinese Medicine
2.0.0	061999	Complementary Therapies not elsewhere classified	0619	Complementary Therapies	06	Health	Health/Complementary Therapies/Complementary Therapies not elsewhere classified
2.0.0	069900	Other Health not further defined	0699	Other Health	06	Health	Health/Other Health/Other Health not further defined
2.0.0	069901	Nutrition and Dietetics	0699	Other Health	06	Health	Health/Other Health/Nutrition and Dietetics
2.0.0	069903	Human Movement and Sports Science	0699	Other Health	06	Health	Health/Other Health/Human Movement and Sports Science
2.0.0	069905	Paramedical Studies	0699	Other Health	06	Health	Health/Other Health/Paramedical Studies
2.0.0	069907	First Aid	0699	Other Health	06	Health	Health/Other Health/First Aid
2.0.0	069999	Health not elsewhere classified	0699	Other Health	06	Health	Health/Other Health/Health not elsewhere classified
2.0.0	070000	Education not further defined	0700	Education not further defined	07	Education	Education/Education not further defined/Education not further defined
2.0.0	070100	Teacher Education not further defined	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education not further defined
2.0.0	070101	Teacher Education: Early Childhood (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education: Early Childhood (Pre-Service)
2.0.0	070103	Teacher Education: Primary (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education: Primary (Pre-Service)
2.0.0	070105	Teacher Education: Secondary (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education: Secondary (Pre-Service)
2.0.0	070106	Teacher Education:  Tertiary	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education:  Tertiary
2.0.0	070108	Teacher Education: General (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education: General (Pre-Service)
2.0.0	070113	Teacher Education: Special Education	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education: Special Education
2.0.0	070115	English Language Teaching(ESOL/EFL)	0701	Teacher Education	07	Education	Education/Teacher Education/English Language Teaching(ESOL/EFL)
2.0.0	070116	Te Mātauranga Māori me te Whakangungu (Māori Education)	0701	Teacher Education	07	Education	Education/Teacher Education/Te Mātauranga Māori me te Whakangungu (Māori Education)
2.0.0	070118	Bilingual Early Childhood Teacher Training (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Bilingual Early Childhood Teacher Training (Pre-Service)
2.0.0	070120	Immersion Early Childhood Teacher Training (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Immersion Early Childhood Teacher Training (Pre-Service)
2.0.0	070122	Bilingual Primary Teacher Training (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Bilingual Primary Teacher Training (Pre-Service)
2.0.0	070124	Immersion Primary Teacher Training (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Immersion Primary Teacher Training (Pre-Service)
2.0.0	070126	Bilingual Secondary Teacher Training (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Bilingual Secondary Teacher Training (Pre-Service)
2.0.0	070128	Immersion Secondary Teacher Training (Pre-Service)	0701	Teacher Education	07	Education	Education/Teacher Education/Immersion Secondary Teacher Training (Pre-Service)
2.0.0	070130	Teacher Professional Development	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Professional Development
2.0.0	070199	Teacher Education not elsewhere classified	0701	Teacher Education	07	Education	Education/Teacher Education/Teacher Education not elsewhere classified
2.0.0	070300	Curriculum and Education Studies not further defined	0703	Curriculum and Education Studies	07	Education	Education/Curriculum and Education Studies/Curriculum and Education Studies not further defined
2.0.0	070301	Curriculum Studies	0703	Curriculum and Education Studies	07	Education	Education/Curriculum and Education Studies/Curriculum Studies
2.0.0	070303	Education Studies	0703	Curriculum and Education Studies	07	Education	Education/Curriculum and Education Studies/Education Studies
2.0.0	079900	Other Education not further defined	0799	Other Education	07	Education	Education/Other Education/Other Education not further defined
2.0.0	079999	Education not elsewhere classified	0799	Other Education	07	Education	Education/Other Education/Education not elsewhere classified
2.0.0	080000	Management and Commerce not further defined	0800	Management and Commerce not further defined	08	Management and Commerce	Management and Commerce/Management and Commerce not further defined/Management and Commerce not further defined
2.0.0	080100	Accountancy not further defined	0801	Accountancy	08	Management and Commerce	Management and Commerce/Accountancy/Accountancy not further defined
2.0.0	080101	Accounting	0801	Accountancy	08	Management and Commerce	Management and Commerce/Accountancy/Accounting
2.0.0	080199	Accountancy not elsewhere classified	0801	Accountancy	08	Management and Commerce	Management and Commerce/Accountancy/Accountancy not elsewhere classified
2.0.0	080300	Business and Management not further defined	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Business and Management not further defined
2.0.0	080301	Business Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Business Management
2.0.0	080303	Human Resource Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Human Resource Management
2.0.0	080305	Personal Management Training	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Personal Management Training
2.0.0	080307	Organisation Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Organisation Management
2.0.0	080309	Industrial Relations	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Industrial Relations
2.0.0	080311	International Business	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/International Business
2.0.0	080312	Education Administration	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Education Administration
2.0.0	080313	Public and Health Care Administration	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Public and Health Care Administration
2.0.0	080315	Project Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Project Management
2.0.0	080317	Quality Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Quality Management
2.0.0	080319	Hospitality Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Hospitality Management
2.0.0	080320	Racing and Gaming Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Racing and Gaming Management
2.0.0	080321	Farm Management and Agribusiness	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Farm Management and Agribusiness
2.0.0	080323	Tourism Management	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Tourism Management
2.0.0	080399	Business and Management not elsewhere classified	0803	Business and Management	08	Management and Commerce	Management and Commerce/Business and Management/Business and Management not elsewhere classified
2.0.0	080500	Sales and Marketing not further defined	0805	Sales and Marketing	08	Management and Commerce	Management and Commerce/Sales and Marketing/Sales and Marketing not further defined
2.0.0	080501	Sales	0805	Sales and Marketing	08	Management and Commerce	Management and Commerce/Sales and Marketing/Sales
2.0.0	080503	Real Estate	0805	Sales and Marketing	08	Management and Commerce	Management and Commerce/Sales and Marketing/Real Estate
2.0.0	080505	Marketing	0805	Sales and Marketing	08	Management and Commerce	Management and Commerce/Sales and Marketing/Marketing
2.0.0	080507	Advertising	0805	Sales and Marketing	08	Management and Commerce	Management and Commerce/Sales and Marketing/Advertising
2.0.0	080509	Public Relations	0805	Sales and Marketing	08	Management and Commerce	Management and Commerce/Sales and Marketing/Public Relations
2.0.0	080599	Sales and Marketing not elsewhere classified	0805	Sales and Marketing	08	Management and Commerce	Management and Commerce/Sales and Marketing/Sales and Marketing not elsewhere classified
2.0.0	080700	Tourism not further defined	0807	Tourism	08	Management and Commerce	Management and Commerce/Tourism/Tourism not further defined
2.0.0	080701	Tourism Studies	0807	Tourism	08	Management and Commerce	Management and Commerce/Tourism/Tourism Studies
2.0.0	080900	Office Administration not further defined	0809	Office Administration	08	Management and Commerce	Management and Commerce/Office Administration/Office Administration not further defined
2.0.0	080901	General Office Administration	0809	Office Administration	08	Management and Commerce	Management and Commerce/Office Administration/General Office Administration
2.0.0	080904	Text and Information Processing	0809	Office Administration	08	Management and Commerce	Management and Commerce/Office Administration/Text and Information Processing
2.0.0	080999	Office Administration not elsewhere classified	0809	Office Administration	08	Management and Commerce	Management and Commerce/Office Administration/Office Administration not elsewhere classified
2.0.0	081100	Banking, Finance and Related Fields not further defined	0811	Banking, Finance and Related Fields	08	Management and Commerce	Management and Commerce/Banking, Finance and Related Fields/Banking, Finance and Related Fields not further defined
2.0.0	081101	Banking and Finance	0811	Banking, Finance and Related Fields	08	Management and Commerce	Management and Commerce/Banking, Finance and Related Fields/Banking and Finance
2.0.0	081103	Insurance and Actuarial Studies	0811	Banking, Finance and Related Fields	08	Management and Commerce	Management and Commerce/Banking, Finance and Related Fields/Insurance and Actuarial Studies
2.0.0	081105	Investment and Securities	0811	Banking, Finance and Related Fields	08	Management and Commerce	Management and Commerce/Banking, Finance and Related Fields/Investment and Securities
2.0.0	081199	Banking, Finance and Related Fields not elsewhere classified	0811	Banking, Finance and Related Fields	08	Management and Commerce	Management and Commerce/Banking, Finance and Related Fields/Banking, Finance and Related Fields not elsewhere classified
2.0.0	089900	Other Management and Commerce not further defined	0899	Other Management and Commerce	08	Management and Commerce	Management and Commerce/Other Management and Commerce/Other Management and Commerce not further defined
2.0.0	089901	Purchasing, Warehousing and Distribution	0899	Other Management and Commerce	08	Management and Commerce	Management and Commerce/Other Management and Commerce/Purchasing, Warehousing and Distribution
2.0.0	089903	Valuation	0899	Other Management and Commerce	08	Management and Commerce	Management and Commerce/Other Management and Commerce/Valuation
2.0.0	089905	e-Commerce	0899	Other Management and Commerce	08	Management and Commerce	Management and Commerce/Other Management and Commerce/e-Commerce
2.0.0	089999	Management and Commerce not elsewhere classified	0899	Other Management and Commerce	08	Management and Commerce	Management and Commerce/Other Management and Commerce/Management and Commerce not elsewhere classified
2.0.0	090000	Society and Culture not further defined	0900	Society and Culture not further defined	09	Society and Culture	Society and Culture/Society and Culture not further defined/Society and Culture not further defined
2.0.0	090100	Political Science and Policy Studies not further defined	0901	Political Science and Policy Studies	09	Society and Culture	Society and Culture/Political Science and Policy Studies/Political Science and Policy Studies not further defined
2.0.0	090101	Political Science	0901	Political Science and Policy Studies	09	Society and Culture	Society and Culture/Political Science and Policy Studies/Political Science
2.0.0	090103	Policy Studies	0901	Political Science and Policy Studies	09	Society and Culture	Society and Culture/Political Science and Policy Studies/Policy Studies
2.0.0	090300	Studies in Human Society not further defined	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Studies in Human Society not further defined
2.0.0	090301	Sociology	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Sociology
2.0.0	090303	Anthropology	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Anthropology
2.0.0	090305	History	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/History
2.0.0	090306	Art History	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Art History
2.0.0	090307	Archaeology	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Archaeology
2.0.0	090308	Classics	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Classics
2.0.0	090309	Human Geography	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Human Geography
2.0.0	090314	Tikanga - Māori Customs	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Tikanga - Māori Customs
2.0.0	090316	Women's Studies	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Women's Studies
2.0.0	090399	Studies in Human Society not elsewhere classified	0903	Studies in Human Society	09	Society and Culture	Society and Culture/Studies in Human Society/Studies in Human Society not elsewhere classified
2.0.0	090500	Human Welfare Studies and Services not further defined	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Human Welfare Studies and Services not further defined
2.0.0	090501	Social Work	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Social Work
2.0.0	090502	Children's Services	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Children's Services
2.0.0	090503	Nannying and Early Childhood Care	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Nannying and Early Childhood Care
2.0.0	090505	Youth Work	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Youth Work
2.0.0	090507	Support for the Older Person	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Support for the Older Person
2.0.0	090509	Care for People with Disabilities	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Care for People with Disabilities
2.0.0	090511	Community Client Care	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Community Client Care
2.0.0	090513	Counselling	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Counselling
2.0.0	090515	Welfare Studies	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Welfare Studies
2.0.0	090599	Human Welfare Studies and Services not elsewhere classified	0905	Human Welfare Studies and Services	09	Society and Culture	Society and Culture/Human Welfare Studies and Services/Human Welfare Studies and Services not elsewhere classified
2.0.0	090700	Behavioural Science not further defined	0907	Behavioural Science	09	Society and Culture	Society and Culture/Behavioural Science/Behavioural Science not further defined
2.0.0	090701	Psychology	0907	Behavioural Science	09	Society and Culture	Society and Culture/Behavioural Science/Psychology
2.0.0	090799	Behavioural Science not elsewhere classified	0907	Behavioural Science	09	Society and Culture	Society and Culture/Behavioural Science/Behavioural Science not elsewhere classified
2.0.0	090900	Law not further defined	0909	Law	09	Society and Culture	Society and Culture/Law/Law not further defined
2.0.0	090901	Business and Commercial Law	0909	Law	09	Society and Culture	Society and Culture/Law/Business and Commercial Law
2.0.0	090903	Constitutional Law	0909	Law	09	Society and Culture	Society and Culture/Law/Constitutional Law
2.0.0	090905	Criminal Law	0909	Law	09	Society and Culture	Society and Culture/Law/Criminal Law
2.0.0	090907	Family Law	0909	Law	09	Society and Culture	Society and Culture/Law/Family Law
2.0.0	090909	International Law	0909	Law	09	Society and Culture	Society and Culture/Law/International Law
2.0.0	090911	Taxation Law	0909	Law	09	Society and Culture	Society and Culture/Law/Taxation Law
2.0.0	090913	Legal Practice	0909	Law	09	Society and Culture	Society and Culture/Law/Legal Practice
2.0.0	090999	Law not elsewhere classified	0909	Law	09	Society and Culture	Society and Culture/Law/Law not elsewhere classified
2.0.0	091100	Justice and Law Enforcement not further defined	0911	Justice and Law Enforcement	09	Society and Culture	Society and Culture/Justice and Law Enforcement/Justice and Law Enforcement not further defined
2.0.0	091101	Justice Administration	0911	Justice and Law Enforcement	09	Society and Culture	Society and Culture/Justice and Law Enforcement/Justice Administration
2.0.0	091103	Legal Studies	0911	Justice and Law Enforcement	09	Society and Culture	Society and Culture/Justice and Law Enforcement/Legal Studies
2.0.0	091105	Police Studies	0911	Justice and Law Enforcement	09	Society and Culture	Society and Culture/Justice and Law Enforcement/Police Studies
2.0.0	091199	Justice and Law Enforcement not elsewhere classified	0911	Justice and Law Enforcement	09	Society and Culture	Society and Culture/Justice and Law Enforcement/Justice and Law Enforcement not elsewhere classified
2.0.0	091300	Librarianship, Information Management and Curatorial Studies not further defined	0913	Librarianship, Information Management and Curatorial Studies	09	Society and Culture	Society and Culture/Librarianship, Information Management and Curatorial Studies/Librarianship, Information Management and Curatorial Studies not further defined
2.0.0	091301	Librarianship and Information Management	0913	Librarianship, Information Management and Curatorial Studies	09	Society and Culture	Society and Culture/Librarianship, Information Management and Curatorial Studies/Librarianship and Information Management
2.0.0	091303	Curatorial Studies	0913	Librarianship, Information Management and Curatorial Studies	09	Society and Culture	Society and Culture/Librarianship, Information Management and Curatorial Studies/Curatorial Studies
2.0.0	091500	Language and Literature not further defined	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/Language and Literature not further defined
2.0.0	091501	English Language	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/English Language
2.0.0	091502	Te Reo Māori	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/Te Reo Māori
2.0.0	091504	Foreign Languages	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/Foreign Languages
2.0.0	091506	English for Speakers of Other Languages	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/English for Speakers of Other Languages
2.0.0	091519	Translating and Interpreting	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/Translating and Interpreting
