Version	Code	Description	Definition	Two_Digit_Code	Two_Digit_Description	Four_Digit_Code	Four_Digit_Description
1.0.0	010101	Algebra and Number Theory	Mathematical Sciences/Pure Mathematics/Algebra and Number Theory	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010102	Algebraic and Differential Geometry	Mathematical Sciences/Pure Mathematics/Algebraic and Differential Geometry	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010103	Category Theory, K Theory, Homological Algebra	Mathematical Sciences/Pure Mathematics/Category Theory, K Theory, Homological Algebra	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010104	Combinatorics and Discrete Mathematics (excl. Physical Combinatorics)	Mathematical Sciences/Pure Mathematics/Combinatorics and Discrete Mathematics (excl. Physical Combinatorics)	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010105	Group Theory and Generalisations	Mathematical Sciences/Pure Mathematics/Group Theory and Generalisations	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010106	Lie Groups, Harmonic and Fourier Analysis	Mathematical Sciences/Pure Mathematics/Lie Groups, Harmonic and Fourier Analysis	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010107	Mathematical Logic, Set Theory, Lattices and Universal Algebra	Mathematical Sciences/Pure Mathematics/Mathematical Logic, Set Theory, Lattices and Universal Algebra	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010108	Operator Algebras and Functional Analysis	Mathematical Sciences/Pure Mathematics/Operator Algebras and Functional Analysis	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010109	Ordinary Differential Equations, Difference Equations and Dynamical Systems	Mathematical Sciences/Pure Mathematics/Ordinary Differential Equations, Difference Equations and Dynamical Systems	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010110	Partial Differential Equations	Mathematical Sciences/Pure Mathematics/Partial Differential Equations	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010111	Real and Complex Functions (incl. Several Variables)	Mathematical Sciences/Pure Mathematics/Real and Complex Functions (incl. Several Variables)	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010112	Topology	Mathematical Sciences/Pure Mathematics/Topology	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010199	Pure Mathematics not elsewhere classified	Mathematical Sciences/Pure Mathematics/Pure Mathematics not elsewhere classified	01	Mathematical Sciences	0101	Pure Mathematics
1.0.0	010201	Approximation Theory and Asymptotic Methods	Mathematical Sciences/Applied Mathematics/Approximation Theory and Asymptotic Methods	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010202	Biological Mathematics	Mathematical Sciences/Applied Mathematics/Biological Mathematics	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010203	Calculus of Variations, Systems Theory and Control Theory	Mathematical Sciences/Applied Mathematics/Calculus of Variations, Systems Theory and Control Theory	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010204	Dynamical Systems in Applications	Mathematical Sciences/Applied Mathematics/Dynamical Systems in Applications	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010205	Financial Mathematics	Mathematical Sciences/Applied Mathematics/Financial Mathematics	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010206	Operations Research	Mathematical Sciences/Applied Mathematics/Operations Research	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010207	Theoretical and Applied Mechanics	Mathematical Sciences/Applied Mathematics/Theoretical and Applied Mechanics	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010299	Applied Mathematics not elsewhere classified	Mathematical Sciences/Applied Mathematics/Applied Mathematics not elsewhere classified	01	Mathematical Sciences	0102	Applied Mathematics
1.0.0	010301	Numerical Analysis	Mathematical Sciences/Numerical and Computational Mathematics/Numerical Analysis	01	Mathematical Sciences	0103	Numerical and Computational Mathematics
1.0.0	010302	Numerical Solution of Differential and Integral Equations	Mathematical Sciences/Numerical and Computational Mathematics/Numerical Solution of Differential and Integral Equations	01	Mathematical Sciences	0103	Numerical and Computational Mathematics
1.0.0	010303	Optimisation	Mathematical Sciences/Numerical and Computational Mathematics/Optimisation	01	Mathematical Sciences	0103	Numerical and Computational Mathematics
1.0.0	010399	Numerical and Computational Mathematics not elsewhere classified	Mathematical Sciences/Numerical and Computational Mathematics/Numerical and Computational Mathematics not elsewhere classified	01	Mathematical Sciences	0103	Numerical and Computational Mathematics
1.0.0	010401	Applied Statistics	Mathematical Sciences/Statistics/Applied Statistics	01	Mathematical Sciences	0104	Statistics
1.0.0	010402	Biostatistics	Mathematical Sciences/Statistics/Biostatistics	01	Mathematical Sciences	0104	Statistics
1.0.0	010403	Forensic Statistics	Mathematical Sciences/Statistics/Forensic Statistics	01	Mathematical Sciences	0104	Statistics
1.0.0	010404	Probability Theory	Mathematical Sciences/Statistics/Probability Theory	01	Mathematical Sciences	0104	Statistics
1.0.0	010405	Statistical Theory	Mathematical Sciences/Statistics/Statistical Theory	01	Mathematical Sciences	0104	Statistics
1.0.0	010406	Stochastic Analysis and Modelling	Mathematical Sciences/Statistics/Stochastic Analysis and Modelling	01	Mathematical Sciences	0104	Statistics
1.0.0	010499	Statistics not elsewhere classified	Mathematical Sciences/Statistics/Statistics not elsewhere classified	01	Mathematical Sciences	0104	Statistics
1.0.0	010501	Algebraic Structures in Mathematical Physics	Mathematical Sciences/Mathematical Physics/Algebraic Structures in Mathematical Physics	01	Mathematical Sciences	0105	Mathematical Physics
1.0.0	010502	Integrable Systems (Classical and Quantum)	Mathematical Sciences/Mathematical Physics/Integrable Systems (Classical and Quantum)	01	Mathematical Sciences	0105	Mathematical Physics
1.0.0	010503	Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory	Mathematical Sciences/Mathematical Physics/Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory	01	Mathematical Sciences	0105	Mathematical Physics
1.0.0	010504	Mathematical Aspects of General Relativity	Mathematical Sciences/Mathematical Physics/Mathematical Aspects of General Relativity	01	Mathematical Sciences	0105	Mathematical Physics
1.0.0	010505	Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory	Mathematical Sciences/Mathematical Physics/Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory	01	Mathematical Sciences	0105	Mathematical Physics
1.0.0	010506	Statistical Mechanics, Physical Combinatorics and Mathematical Aspects of Condensed Matter	Mathematical Sciences/Mathematical Physics/Statistical Mechanics, Physical Combinatorics and Mathematical Aspects of Condensed Matter	01	Mathematical Sciences	0105	Mathematical Physics
1.0.0	010599	Mathematical Physics not elsewhere classified	Mathematical Sciences/Mathematical Physics/Mathematical Physics not elsewhere classified	01	Mathematical Sciences	0105	Mathematical Physics
1.0.0	019999	Mathematical Sciences not elsewhere classified	Mathematical Sciences/Other Mathematical Sciences/Mathematical Sciences not elsewhere classified	01	Mathematical Sciences	0199	Other Mathematical Sciences
1.0.0	020101	Astrobiology	Physical Sciences/Astronomical and Space Sciences/Astrobiology	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020102	Astronomical and Space Instrumentation	Physical Sciences/Astronomical and Space Sciences/Astronomical and Space Instrumentation	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020103	Cosmology and Extragalactic Astronomy	Physical Sciences/Astronomical and Space Sciences/Cosmology and Extragalactic Astronomy	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020104	Galactic Astronomy	Physical Sciences/Astronomical and Space Sciences/Galactic Astronomy	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020105	General Relativity and Gravitational Waves	Physical Sciences/Astronomical and Space Sciences/General Relativity and Gravitational Waves	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020106	High Energy Astrophysics; Cosmic Rays	Physical Sciences/Astronomical and Space Sciences/High Energy Astrophysics; Cosmic Rays	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020107	Mesospheric, Ionospheric and Magnetospheric Physics	Physical Sciences/Astronomical and Space Sciences/Mesospheric, Ionospheric and Magnetospheric Physics	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020108	Planetary Science (excl. Extraterrestrial Geology)	Physical Sciences/Astronomical and Space Sciences/Planetary Science (excl. Extraterrestrial Geology)	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020109	Space and Solar Physics	Physical Sciences/Astronomical and Space Sciences/Space and Solar Physics	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020110	Stellar Astronomy and Planetary Systems	Physical Sciences/Astronomical and Space Sciences/Stellar Astronomy and Planetary Systems	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020199	Astronomical and Space Sciences not elsewhere classified	Physical Sciences/Astronomical and Space Sciences/Astronomical and Space Sciences not elsewhere classified	02	Physical Sciences	0201	Astronomical and Space Sciences
1.0.0	020201	Atomic and Molecular Physics	Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Atomic and Molecular Physics	02	Physical Sciences	0202	Atomic, Molecular, Nuclear, Particle and Plasma Physics
1.0.0	020202	Nuclear Physics	Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Nuclear Physics	02	Physical Sciences	0202	Atomic, Molecular, Nuclear, Particle and Plasma Physics
1.0.0	020203	Particle Physics	Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Particle Physics	02	Physical Sciences	0202	Atomic, Molecular, Nuclear, Particle and Plasma Physics
1.0.0	020204	Plasma Physics; Fusion Plasmas; Electrical Discharges	Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Plasma Physics; Fusion Plasmas; Electrical Discharges	02	Physical Sciences	0202	Atomic, Molecular, Nuclear, Particle and Plasma Physics
1.0.0	020299	Atomic, Molecular, Nuclear, Particle and Plasma Physics not elsewhere classified	Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Atomic, Molecular, Nuclear, Particle and Plasma Physics not elsewhere classified	02	Physical Sciences	0202	Atomic, Molecular, Nuclear, Particle and Plasma Physics
1.0.0	020301	Acoustics and Acoustical Devices; Waves	Physical Sciences/Classical Physics/Acoustics and Acoustical Devices; Waves	02	Physical Sciences	0203	Classical Physics
1.0.0	020302	Electrostatics and Electrodynamics	Physical Sciences/Classical Physics/Electrostatics and Electrodynamics	02	Physical Sciences	0203	Classical Physics
1.0.0	020303	Fluid Physics	Physical Sciences/Classical Physics/Fluid Physics	02	Physical Sciences	0203	Classical Physics
1.0.0	020304	Thermodynamics and Statistical Physics	Physical Sciences/Classical Physics/Thermodynamics and Statistical Physics	02	Physical Sciences	0203	Classical Physics
1.0.0	020399	Classical Physics not elsewhere classified	Physical Sciences/Classical Physics/Classical Physics not elsewhere classified	02	Physical Sciences	0203	Classical Physics
1.0.0	020401	Condensed Matter Characterisation Technique Development	Physical Sciences/Condensed Matter Physics/Condensed Matter Characterisation Technique Development	02	Physical Sciences	0204	Condensed Matter Physics
1.0.0	020402	Condensed Matter Imaging	Physical Sciences/Condensed Matter Physics/Condensed Matter Imaging	02	Physical Sciences	0204	Condensed Matter Physics
1.0.0	020403	Condensed Matter Modelling and Density Functional Theory	Physical Sciences/Condensed Matter Physics/Condensed Matter Modelling and Density Functional Theory	02	Physical Sciences	0204	Condensed Matter Physics
1.0.0	020404	Electronic and Magnetic Properties of Condensed Matter; Superconductivity	Physical Sciences/Condensed Matter Physics/Electronic and Magnetic Properties of Condensed Matter; Superconductivity	02	Physical Sciences	0204	Condensed Matter Physics
1.0.0	020405	Soft Condensed Matter	Physical Sciences/Condensed Matter Physics/Soft Condensed Matter	02	Physical Sciences	0204	Condensed Matter Physics
1.0.0	020406	Surfaces and Structural Properties of Condensed Matter	Physical Sciences/Condensed Matter Physics/Surfaces and Structural Properties of Condensed Matter	02	Physical Sciences	0204	Condensed Matter Physics
1.0.0	020499	Condensed Matter Physics not elsewhere classified	Physical Sciences/Condensed Matter Physics/Condensed Matter Physics not elsewhere classified	02	Physical Sciences	0204	Condensed Matter Physics
1.0.0	020501	Classical and Physical Optics	Physical Sciences/Optical Physics/Classical and Physical Optics	02	Physical Sciences	0205	Optical Physics
1.0.0	020502	Lasers and Quantum Electronics	Physical Sciences/Optical Physics/Lasers and Quantum Electronics	02	Physical Sciences	0205	Optical Physics
1.0.0	020503	Nonlinear Optics and Spectroscopy	Physical Sciences/Optical Physics/Nonlinear Optics and Spectroscopy	02	Physical Sciences	0205	Optical Physics
1.0.0	020504	Photonics, Optoelectronics and Optical Communications	Physical Sciences/Optical Physics/Photonics, Optoelectronics and Optical Communications	02	Physical Sciences	0205	Optical Physics
1.0.0	020599	Optical Physics not elsewhere classified	Physical Sciences/Optical Physics/Optical Physics not elsewhere classified	02	Physical Sciences	0205	Optical Physics
1.0.0	020601	Degenerate Quantum Gases and Atom Optics	Physical Sciences/Quantum Physics/Degenerate Quantum Gases and Atom Optics	02	Physical Sciences	0206	Quantum Physics
1.0.0	020602	Field Theory and String Theory	Physical Sciences/Quantum Physics/Field Theory and String Theory	02	Physical Sciences	0206	Quantum Physics
1.0.0	020603	Quantum Information, Computation and Communication	Physical Sciences/Quantum Physics/Quantum Information, Computation and Communication	02	Physical Sciences	0206	Quantum Physics
1.0.0	020604	Quantum Optics	Physical Sciences/Quantum Physics/Quantum Optics	02	Physical Sciences	0206	Quantum Physics
1.0.0	020699	Quantum Physics not elsewhere classified	Physical Sciences/Quantum Physics/Quantum Physics not elsewhere classified	02	Physical Sciences	0206	Quantum Physics
1.0.0	029901	Biological Physics	Physical Sciences/Other Physical Sciences/Biological Physics	02	Physical Sciences	0299	Other Physical Sciences
1.0.0	029902	Complex Physical Systems	Physical Sciences/Other Physical Sciences/Complex Physical Systems	02	Physical Sciences	0299	Other Physical Sciences
1.0.0	029903	Medical Physics	Physical Sciences/Other Physical Sciences/Medical Physics	02	Physical Sciences	0299	Other Physical Sciences
1.0.0	029904	Synchrotrons; Accelerators; Instruments and Techniques	Physical Sciences/Other Physical Sciences/Synchrotrons; Accelerators; Instruments and Techniques	02	Physical Sciences	0299	Other Physical Sciences
1.0.0	029999	Physical Sciences not elsewhere classified	Physical Sciences/Other Physical Sciences/Physical Sciences not elsewhere classified	02	Physical Sciences	0299	Other Physical Sciences
1.0.0	030101	Analytical Spectrometry	Chemical Sciences/Analytical Chemistry/Analytical Spectrometry	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030102	Electroanalytical Chemistry	Chemical Sciences/Analytical Chemistry/Electroanalytical Chemistry	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030103	Flow Analysis	Chemical Sciences/Analytical Chemistry/Flow Analysis	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030104	Immunological and Bioassay Methods	Chemical Sciences/Analytical Chemistry/Immunological and Bioassay Methods	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030105	Instrumental Methods (excl. Immunological and Bioassay Methods)	Chemical Sciences/Analytical Chemistry/Instrumental Methods (excl. Immunological and Bioassay Methods)	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030106	Quality Assurance, Chemometrics, Traceability and Metrological Chemistry	Chemical Sciences/Analytical Chemistry/Quality Assurance, Chemometrics, Traceability and Metrological Chemistry	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030107	Sensor Technology (Chemical aspects)	Chemical Sciences/Analytical Chemistry/Sensor Technology (Chemical aspects)	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030108	Separation Science	Chemical Sciences/Analytical Chemistry/Separation Science	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030199	Analytical Chemistry not elsewhere classified	Chemical Sciences/Analytical Chemistry/Analytical Chemistry not elsewhere classified	03	Chemical Sciences	0301	Analytical Chemistry
1.0.0	030201	Bioinorganic Chemistry	Chemical Sciences/Inorganic Chemistry/Bioinorganic Chemistry	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030202	f-Block Chemistry	Chemical Sciences/Inorganic Chemistry/f-Block Chemistry	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030203	Inorganic Green Chemistry	Chemical Sciences/Inorganic Chemistry/Inorganic Green Chemistry	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030204	Main Group Metal Chemistry	Chemical Sciences/Inorganic Chemistry/Main Group Metal Chemistry	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030205	Non-metal Chemistry	Chemical Sciences/Inorganic Chemistry/Non-metal Chemistry	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030206	Solid State Chemistry	Chemical Sciences/Inorganic Chemistry/Solid State Chemistry	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030207	Transition Metal Chemistry	Chemical Sciences/Inorganic Chemistry/Transition Metal Chemistry	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030299	Inorganic Chemistry not elsewhere classified	Chemical Sciences/Inorganic Chemistry/Inorganic Chemistry not elsewhere classified	03	Chemical Sciences	0302	Inorganic Chemistry
1.0.0	030301	Chemical Characterisation of Materials	Chemical Sciences/Macromolecular and Materials Chemistry/Chemical Characterisation of Materials	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030302	Nanochemistry and Supramolecular Chemistry	Chemical Sciences/Macromolecular and Materials Chemistry/Nanochemistry and Supramolecular Chemistry	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030303	Optical Properties of Materials	Chemical Sciences/Macromolecular and Materials Chemistry/Optical Properties of Materials	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030304	Physical Chemistry of Materials	Chemical Sciences/Macromolecular and Materials Chemistry/Physical Chemistry of Materials	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030305	Polymerisation Mechanisms	Chemical Sciences/Macromolecular and Materials Chemistry/Polymerisation Mechanisms	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030306	Synthesis of Materials	Chemical Sciences/Macromolecular and Materials Chemistry/Synthesis of Materials	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030307	Theory and Design of Materials	Chemical Sciences/Macromolecular and Materials Chemistry/Theory and Design of Materials	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030399	Macromolecular and Materials Chemistry not elsewhere classified	Chemical Sciences/Macromolecular and Materials Chemistry/Macromolecular and Materials Chemistry not elsewhere classified	03	Chemical Sciences	0303	Macromolecular and Materials Chemistry
1.0.0	030401	Biologically Active Molecules	Chemical Sciences/Medicinal and Biomolecular Chemistry/Biologically Active Molecules	03	Chemical Sciences	0304	Medicinal and Biomolecular Chemistry
1.0.0	030402	Biomolecular Modelling and Design	Chemical Sciences/Medicinal and Biomolecular Chemistry/Biomolecular Modelling and Design	03	Chemical Sciences	0304	Medicinal and Biomolecular Chemistry
1.0.0	030403	Characterisation of Biological Macromolecules	Chemical Sciences/Medicinal and Biomolecular Chemistry/Characterisation of Biological Macromolecules	03	Chemical Sciences	0304	Medicinal and Biomolecular Chemistry
1.0.0	030404	Cheminformatics and Quantitative Structure-Activity Relationships	Chemical Sciences/Medicinal and Biomolecular Chemistry/Cheminformatics and Quantitative Structure-Activity Relationships	03	Chemical Sciences	0304	Medicinal and Biomolecular Chemistry
1.0.0	030405	Molecular Medicine	Chemical Sciences/Medicinal and Biomolecular Chemistry/Molecular Medicine	03	Chemical Sciences	0304	Medicinal and Biomolecular Chemistry
1.0.0	030406	Proteins and Peptides	Chemical Sciences/Medicinal and Biomolecular Chemistry/Proteins and Peptides	03	Chemical Sciences	0304	Medicinal and Biomolecular Chemistry
1.0.0	030499	Medicinal and Biomolecular Chemistry not elsewhere classified	Chemical Sciences/Medicinal and Biomolecular Chemistry/Medicinal and Biomolecular Chemistry not elsewhere classified	03	Chemical Sciences	0304	Medicinal and Biomolecular Chemistry
1.0.0	030501	Free Radical Chemistry	Chemical Sciences/Organic Chemistry/Free Radical Chemistry	03	Chemical Sciences	0305	Organic Chemistry
1.0.0	030502	Natural Products Chemistry	Chemical Sciences/Organic Chemistry/Natural Products Chemistry	03	Chemical Sciences	0305	Organic Chemistry
1.0.0	030503	Organic Chemical Synthesis	Chemical Sciences/Organic Chemistry/Organic Chemical Synthesis	03	Chemical Sciences	0305	Organic Chemistry
1.0.0	030504	Organic Green Chemistry	Chemical Sciences/Organic Chemistry/Organic Green Chemistry	03	Chemical Sciences	0305	Organic Chemistry
1.0.0	030505	Physical Organic Chemistry	Chemical Sciences/Organic Chemistry/Physical Organic Chemistry	03	Chemical Sciences	0305	Organic Chemistry
1.0.0	030599	Organic Chemistry not elsewhere classified	Chemical Sciences/Organic Chemistry/Organic Chemistry not elsewhere classified	03	Chemical Sciences	0305	Organic Chemistry
1.0.0	030601	Catalysis and Mechanisms of Reactions	Chemical Sciences/Physical Chemistry (incl. Structural)/Catalysis and Mechanisms of Reactions	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030602	Chemical Thermodynamics and Energetics	Chemical Sciences/Physical Chemistry (incl. Structural)/Chemical Thermodynamics and Energetics	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030603	Colloid and Surface Chemistry	Chemical Sciences/Physical Chemistry (incl. Structural)/Colloid and Surface Chemistry	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030604	Electrochemistry	Chemical Sciences/Physical Chemistry (incl. Structural)/Electrochemistry	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030605	Solution Chemistry	Chemical Sciences/Physical Chemistry (incl. Structural)/Solution Chemistry	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030606	Structural Chemistry and Spectroscopy	Chemical Sciences/Physical Chemistry (incl. Structural)/Structural Chemistry and Spectroscopy	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030607	Transport Properties and Non-Equilibrium Processes	Chemical Sciences/Physical Chemistry (incl. Structural)/Transport Properties and Non-Equilibrium Processes	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030699	Physical Chemistry not elsewhere classified	Chemical Sciences/Physical Chemistry (incl. Structural)/Physical Chemistry not elsewhere classified	03	Chemical Sciences	0306	Physical Chemistry (incl. Structural)
1.0.0	030701	Quantum Chemistry	Chemical Sciences/Theoretical and Computational Chemistry/Quantum Chemistry	03	Chemical Sciences	0307	Theoretical and Computational Chemistry
1.0.0	030702	Radiation and Matter	Chemical Sciences/Theoretical and Computational Chemistry/Radiation and Matter	03	Chemical Sciences	0307	Theoretical and Computational Chemistry
1.0.0	030703	Reaction Kinetics and Dynamics	Chemical Sciences/Theoretical and Computational Chemistry/Reaction Kinetics and Dynamics	03	Chemical Sciences	0307	Theoretical and Computational Chemistry
1.0.0	030704	Statistical Mechanics in Chemistry	Chemical Sciences/Theoretical and Computational Chemistry/Statistical Mechanics in Chemistry	03	Chemical Sciences	0307	Theoretical and Computational Chemistry
1.0.0	030799	Theoretical and Computational Chemistry not elsewhere classified	Chemical Sciences/Theoretical and Computational Chemistry/Theoretical and Computational Chemistry not elsewhere classified	03	Chemical Sciences	0307	Theoretical and Computational Chemistry
1.0.0	039901	Environmental Chemistry (incl. Atmospheric Chemistry)	Chemical Sciences/Other Chemical Sciences/Environmental Chemistry (incl. Atmospheric Chemistry)	03	Chemical Sciences	0399	Other Chemical Sciences
1.0.0	039902	Forensic Chemistry	Chemical Sciences/Other Chemical Sciences/Forensic Chemistry	03	Chemical Sciences	0399	Other Chemical Sciences
1.0.0	039903	Industrial Chemistry	Chemical Sciences/Other Chemical Sciences/Industrial Chemistry	03	Chemical Sciences	0399	Other Chemical Sciences
1.0.0	039904	Organometallic Chemistry	Chemical Sciences/Other Chemical Sciences/Organometallic Chemistry	03	Chemical Sciences	0399	Other Chemical Sciences
1.0.0	039999	Chemical Sciences not elsewhere classified	Chemical Sciences/Other Chemical Sciences/Chemical Sciences not elsewhere classified	03	Chemical Sciences	0399	Other Chemical Sciences
1.0.0	040101	Atmospheric Aerosols	Earth Sciences/Atmospheric Sciences/Atmospheric Aerosols	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040102	Atmospheric Dynamics	Earth Sciences/Atmospheric Sciences/Atmospheric Dynamics	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040103	Atmospheric Radiation	Earth Sciences/Atmospheric Sciences/Atmospheric Radiation	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040104	Climate Change Processes	Earth Sciences/Atmospheric Sciences/Climate Change Processes	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040105	Climatology (excl. Climate Change Processes)	Earth Sciences/Atmospheric Sciences/Climatology (excl. Climate Change Processes)	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040106	Cloud Physics	Earth Sciences/Atmospheric Sciences/Cloud Physics	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040107	Meteorology	Earth Sciences/Atmospheric Sciences/Meteorology	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040108	Tropospheric and Stratospheric Physics	Earth Sciences/Atmospheric Sciences/Tropospheric and Stratospheric Physics	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040199	Atmospheric Sciences not elsewhere classified	Earth Sciences/Atmospheric Sciences/Atmospheric Sciences not elsewhere classified	04	Earth Sciences	0401	Atmospheric Sciences
1.0.0	040201	Exploration Geochemistry	Earth Sciences/Geochemistry/Exploration Geochemistry	04	Earth Sciences	0402	Geochemistry
1.0.0	040202	Inorganic Geochemistry	Earth Sciences/Geochemistry/Inorganic Geochemistry	04	Earth Sciences	0402	Geochemistry
1.0.0	040203	Isotope Geochemistry	Earth Sciences/Geochemistry/Isotope Geochemistry	04	Earth Sciences	0402	Geochemistry
1.0.0	040204	Organic Geochemistry	Earth Sciences/Geochemistry/Organic Geochemistry	04	Earth Sciences	0402	Geochemistry
1.0.0	040299	Geochemistry not elsewhere classified	Earth Sciences/Geochemistry/Geochemistry not elsewhere classified	04	Earth Sciences	0402	Geochemistry
1.0.0	040301	Basin Analysis	Earth Sciences/Geology/Basin Analysis	04	Earth Sciences	0403	Geology
1.0.0	040302	Extraterrestrial Geology	Earth Sciences/Geology/Extraterrestrial Geology	04	Earth Sciences	0403	Geology
1.0.0	040303	Geochronology	Earth Sciences/Geology/Geochronology	04	Earth Sciences	0403	Geology
1.0.0	040304	Igneous and Metamorphic Petrology	Earth Sciences/Geology/Igneous and Metamorphic Petrology	04	Earth Sciences	0403	Geology
1.0.0	040305	Marine Geoscience	Earth Sciences/Geology/Marine Geoscience	04	Earth Sciences	0403	Geology
1.0.0	040306	Mineralogy and Crystallography	Earth Sciences/Geology/Mineralogy and Crystallography	04	Earth Sciences	0403	Geology
1.0.0	040307	Ore Deposit Petrology	Earth Sciences/Geology/Ore Deposit Petrology	04	Earth Sciences	0403	Geology
1.0.0	040308	Palaeontology (incl. Palynology)	Earth Sciences/Geology/Palaeontology (incl. Palynology)	04	Earth Sciences	0403	Geology
1.0.0	040309	Petroleum and Coal Geology	Earth Sciences/Geology/Petroleum and Coal Geology	04	Earth Sciences	0403	Geology
1.0.0	040310	Sedimentology	Earth Sciences/Geology/Sedimentology	04	Earth Sciences	0403	Geology
1.0.0	040311	Stratigraphy (incl. Biostratigraphy and Sequence Stratigraphy)	Earth Sciences/Geology/Stratigraphy (incl. Biostratigraphy and Sequence Stratigraphy)	04	Earth Sciences	0403	Geology
1.0.0	040312	Structural Geology	Earth Sciences/Geology/Structural Geology	04	Earth Sciences	0403	Geology
1.0.0	040313	Tectonics	Earth Sciences/Geology/Tectonics	04	Earth Sciences	0403	Geology
1.0.0	040314	Volcanology	Earth Sciences/Geology/Volcanology	04	Earth Sciences	0403	Geology
