Version	Code	Description	Appropriation	AppropriationPeriod	Vote	Scope	EstimateType	StartYear	EndYear	Amount
1.0	00006114-2007-E	Sustainable Farming Fund Agriculture and Forestry, 2007	Sustainable Farming Fund	A	Agriculture and Forestry	Scope not currently available	E	2007	2008	8444000
1.0	00008916-2007-E	Centres of Research Excellence Education, 2007	Centres of Research Excellence	A	Education	Scope not currently available	E	2007	2008	22841000
1.0	00008565-2007-E	Performance Based Research Fund Education, 2007	Performance Based Research Fund	A	Education	Scope not currently available	E	2007	2008	215920000
1.0	00008719-2007-E	Electricity Efficiency Energy, 2007	Electricity Efficiency	A	Energy	Scope not currently available	E	2007	2008	13074000
1.0	00000098-2007-E	International Energy Agency Contribution Energy, 2007	International Energy Agency Contribution	A	Energy	Scope not currently available	E	2007	2008	50000
1.0	00008889-2007-E	Advanced Network Research, Science and Technology, 2007	Advanced Network	A	Research, Science and Technology	Scope not currently available	E	2007	2008	247000
1.0	00008811-2007-E	Advanced Network Capability Building Research, Science and Technology, 2007	Advanced Network Capability Building	A	Research, Science and Technology	Scope not currently available	E	2007	2008	1221000
1.0	00008941-2007-E	Advanced Network CRI Tariffs Research, Science and Technology, 2007	Advanced Network CRI Tariffs	A	Research, Science and Technology	Scope not currently available	E	2007	2008	741000
1.0	00008843-2007-E	Australian Synchrotron Research, Science and Technology, 2007	Australian Synchrotron	A	Research, Science and Technology	Scope not currently available	E	2007	2008	609000
1.0	00009032-2007-E	Carter Observatory Grant Research, Science and Technology, 2007	Carter Observatory Grant	A	Research, Science and Technology	Scope not currently available	E	2007	2008	575000
1.0	00000753-2007-E	Convention Du Metre Research, Science and Technology, 2007	Convention Du Metre	A	Research, Science and Technology	Scope not currently available	E	2007	2008	95000
1.0	00000741-2007-E	CRI Capability Fund Research, Science and Technology, 2007	CRI Capability Fund	A	Research, Science and Technology	Scope not currently available	E	2007	2008	50612000
1.0	00008533-2007-E	Development of International Linkages Research, Science and Technology, 2007	Development of International Linkages	A	Research, Science and Technology	Scope not currently available	E	2007	2008	3227000
1.0	00006082-2007-E	Engaging New Zealanders with Science and Technology Research, Science and Technology, 2007	Engaging New Zealanders with Science and Technology	A	Research, Science and Technology	Scope not currently available	E	2007	2008	4321000
1.0	00006089-2007-E	Environmental Research Research, Science and Technology, 2007	Environmental Research	A	Research, Science and Technology	Scope not currently available	E	2007	2008	93449000
1.0	00008942-2007-E	Global Technology Partnership Programme Research, Science and Technology, 2007	Global Technology Partnership Programme	A	Research, Science and Technology	Scope not currently available	E	2007	2008	564000
1.0	00006087-2007-E	Health Research Research, Science and Technology, 2007	Health Research	A	Research, Science and Technology	Scope not currently available	E	2007	2008	58955000
1.0	00008659-2007-E	International Investment Opportunities Fund Research, Science and Technology, 2007	International Investment Opportunities Fund	A	Research, Science and Technology	Scope not currently available	E	2007	2008	9600000
1.0	00006086-2007-E	Māori Knowledge and Development Research Research, Science and Technology, 2007	Māori Knowledge and Development Research	A	Research, Science and Technology	Scope not currently available	E	2007	2008	4867000
1.0	00000748-2007-E	Marsden Fund Research, Science and Technology, 2007	Marsden Fund	A	Research, Science and Technology	Scope not currently available	E	2007	2008	35878000
1.0	00000745-2007-E	National Measurement Standards Research, Science and Technology, 2007	National Measurement Standards	A	Research, Science and Technology	Scope not currently available	E	2007	2008	5764000
1.0	00005545-2007-E	New Economy Research Fund Research, Science and Technology, 2007	New Economy Research Fund	A	Research, Science and Technology	Scope not currently available	E	2007	2008	65803000
1.0	00008560-2007-E	Pre-Seed Accelerator Fund Research, Science and Technology, 2007	Pre-Seed Accelerator Fund	A	Research, Science and Technology	Scope not currently available	E	2007	2008	8267000
1.0	00009059-2007-E	Research and Development Facilitation and Promotion Service Research, Science and Technology, 2007	Research and Development Facilitation and Promotion Service	A	Research, Science and Technology	Scope not currently available	E	2007	2008	600000
1.0	00006083-2007-E	Research Contract Management Research, Science and Technology, 2007	Research Contract Management	A	Research, Science and Technology	Scope not currently available	E	2007	2008	21114000
1.0	00006084-2007-E	Research for Industry Research, Science and Technology, 2007	Research for Industry	A	Research, Science and Technology	Scope not currently available	E	2007	2008	200660000
1.0	00006088-2007-E	Social Research Research, Science and Technology, 2007	Social Research	A	Research, Science and Technology	Scope not currently available	E	2007	2008	5860000
1.0	00003420-2007-E	Supporting Promising Individuals Research, Science and Technology, 2007	Supporting Promising Individuals	A	Research, Science and Technology	Scope not currently available	E	2007	2008	18658000
1.0	00000742-2007-E	Technology New Zealand Research, Science and Technology, 2007	Technology New Zealand	A	Research, Science and Technology	Scope not currently available	E	2007	2008	47223000
1.0	00008806-2007-E	Research and Performance Monitoring Transport, 2007	Research and Performance Monitoring	A	Transport	Scope not currently available	E	2007	2008	4371000
1.0	00006114-2008-E	Sustainable Farming Fund Agriculture and Forestry, 2008	Sustainable Farming Fund	A	Agriculture and Forestry	Scope not currently available	E	2008	2009	8444000
1.0	00008916-2008-E	Centres of Research Excellence Education, 2008	Centres of Research Excellence	A	Education	Scope not currently available	E	2008	2009	35295000
1.0	00009174-2008-E	Tertiary Education Organisation Component – Performance Based Research Fund Education, 2008	Tertiary Education Organisation Component – Performance Based Research Fund	A	Education	Scope not currently available	E	2008	2009	236114000
1.0	00008728-2008-E	University of Auckland Institute for Innovation in Biotechnology Education, 2008	University of Auckland Institute for Innovation in Biotechnology	A	Education	Scope not currently available	E	2008	2009	1000000
1.0	00009332-2008-E	Electricity Efficiency Energy, 2008	Electricity Efficiency	A	Energy	Scope not currently available	E	2008	2009	18401000
1.0	00000098-2008-E	International Energy Agency Contribution Energy, 2008	International Energy Agency Contribution	A	Energy	Scope not currently available	E	2008	2009	50000
1.0	00009192-2008-E	Advanced Network Research, Science and Technology, 2008	Advanced Network	A	Research, Science and Technology	Scope not currently available	E	2008	2009	7773000
1.0	00008811-2008-E	Advanced Network Capability Building Research, Science and Technology, 2008	Advanced Network Capability Building	A	Research, Science and Technology	Scope not currently available	E	2008	2009	5026000
1.0	00008941-2008-E	Advanced Network CRI Tariffs Research, Science and Technology, 2008	Advanced Network CRI Tariffs	A	Research, Science and Technology	Scope not currently available	E	2008	2009	741000
1.0	00008843-2008-E	Australian Synchrotron Research, Science and Technology, 2008	Australian Synchrotron	A	Research, Science and Technology	Scope not currently available	E	2008	2009	808000
1.0	00000753-2008-E	Convention Du Metre Research, Science and Technology, 2008	Convention Du Metre	A	Research, Science and Technology	Scope not currently available	E	2008	2009	95000
1.0	00009193-2008-E	CRI Capability Fund Research, Science and Technology, 2008	CRI Capability Fund	A	Research, Science and Technology	Scope not currently available	E	2008	2009	50612000
1.0	00006082-2008-E	Engaging New Zealanders with Science and Technology Research, Science and Technology, 2008	Engaging New Zealanders with Science and Technology	A	Research, Science and Technology	Scope not currently available	E	2008	2009	6071000
1.0	00006089-2008-E	Environmental Research Research, Science and Technology, 2008	Environmental Research	A	Research, Science and Technology	Scope not currently available	E	2008	2009	106125000
1.0	00008561-2008-E	Equity Investment Fund Research, Science and Technology, 2008	Equity Investment Fund	A	Research, Science and Technology	Scope not currently available	E	2008	2009	4100000
1.0	00008942-2008-E	Global Technology Partnership Research, Science and Technology, 2008	Global Technology Partnership	A	Research, Science and Technology	Scope not currently available	E	2008	2009	401000
1.0	00006087-2008-E	Health Research Research, Science and Technology, 2008	Health Research	A	Research, Science and Technology	Scope not currently available	E	2008	2009	62955000
1.0	00008945-2008-E	Industrial Research Limited Research, Science and Technology, 2008	Industrial Research Limited	A	Research, Science and Technology	Scope not currently available	E	2008	2009	530000
1.0	00009194-2008-E	International Investment Opportunities Fund Research, Science and Technology, 2008	International Investment Opportunities Fund	A	Research, Science and Technology	Scope not currently available	E	2008	2009	12977000
1.0	00008533-2008-E	International Science and Technology Linkages Research, Science and Technology, 2008	International Science and Technology Linkages	A	Research, Science and Technology	Scope not currently available	E	2008	2009	3377000
1.0	00006086-2008-E	Māori Knowledge and Development Research Research, Science and Technology, 2008	Māori Knowledge and Development Research	A	Research, Science and Technology	Scope not currently available	E	2008	2009	4867000
1.0	00000748-2008-E	Marsden Fund Research, Science and Technology, 2008	Marsden Fund	A	Research, Science and Technology	Scope not currently available	E	2008	2009	37878000
1.0	00000745-2008-E	National Measurement Standards Research, Science and Technology, 2008	National Measurement Standards	A	Research, Science and Technology	Scope not currently available	E	2008	2009	5764000
1.0	00005545-2008-E	New Economy Research Fund Research, Science and Technology, 2008	New Economy Research Fund	A	Research, Science and Technology	Scope not currently available	E	2008	2009	73033000
1.0	00009195-2008-E	Pre-Seed Accelerator Fund Research, Science and Technology, 2008	Pre-Seed Accelerator Fund	A	Research, Science and Technology	Scope not currently available	E	2008	2009	9156000
1.0	00009059-2008-E	Research and Development Facilitation and Promotion Service Research, Science and Technology, 2008	Research and Development Facilitation and Promotion Service	A	Research, Science and Technology	Scope not currently available	E	2008	2009	5000000
1.0	00006083-2008-E	Research Contract Management Research, Science and Technology, 2008	Research Contract Management	A	Research, Science and Technology	Scope not currently available	E	2008	2009	22156000
1.0	00006084-2008-E	Research for Industry Research, Science and Technology, 2008	Research for Industry	A	Research, Science and Technology	Scope not currently available	E	2008	2009	215818000
1.0	00009352-2008-E	Rutherford Foundation Research, Science and Technology, 2008	Rutherford Foundation	A	Research, Science and Technology	Scope not currently available	E	2008	2009	1000000
1.0	00006088-2008-E	Social Research Research, Science and Technology, 2008	Social Research	A	Research, Science and Technology	Scope not currently available	E	2008	2009	5860000
1.0	00009196-2008-E	Supporting Promising Individuals Research, Science and Technology, 2008	Supporting Promising Individuals	A	Research, Science and Technology	Scope not currently available	E	2008	2009	19082000
1.0	00009169-2008-E	Sustainable Energy Development Research, Science and Technology, 2008	Sustainable Energy Development	A	Research, Science and Technology	Scope not currently available	E	2008	2009	4000000
1.0	00009197-2008-E	Technology New Zealand Research, Science and Technology, 2008	Technology New Zealand	A	Research, Science and Technology	Scope not currently available	E	2008	2009	50934000
1.0	00008806-2008-E	Research and Performance Monitoring Transport, 2008	Research and Performance Monitoring	A	Transport	Scope not currently available	E	2008	2009	4502000
1.0	00009559-2009-E	Primary Growth Partnership Agriculture and Forestry, 2009	Primary Growth Partnership	A	Agriculture and Forestry	Scope not currently available	E	2009	2010	30000000
1.0	00006114-2009-E	Sustainable Farming Fund Agriculture and Forestry, 2009	Sustainable Farming Fund	A	Agriculture and Forestry	Scope not currently available	E	2009	2010	7000000
1.0	00008916-2009-E	Centres of Research Excellence Education, 2009	Centres of Research Excellence	A	Education	Scope not currently available	E	2009	2010	34562000
1.0	00009174-2009-E	Tertiary Education Organisation Component – Performance Based Research Fund Education, 2009	Tertiary Education Organisation Component – Performance Based Research Fund	A	Education	Scope not currently available	E	2009	2010	241859000
1.0	00008728-2009-E	University of Auckland Institute for Innovation in Biotechnology Education, 2009	University of Auckland Institute for Innovation in Biotechnology	A	Education	Scope not currently available	E	2009	2010	2000000
1.0	00009332-2009-E	Electricity Efficiency Energy, 2009	Electricity Efficiency	A	Energy	Scope not currently available	E	2009	2010	11000000
1.0	00000098-2009-E	International Energy Agency Contribution Energy, 2009	International Energy Agency Contribution	A	Energy	Scope not currently available	E	2009	2010	50000
1.0	00008811-2009-E	Advanced Network Capability Building Research, Science and Technology, 2009	Advanced Network Capability Building	A	Research, Science and Technology	Scope not currently available	E	2009	2010	1300000
1.0	00008843-2009-E	Australian Synchrotron Research, Science and Technology, 2009	Australian Synchrotron	A	Research, Science and Technology	Scope not currently available	E	2009	2010	694000
1.0	00009032-2009-E	Carter Observatory Grant Research, Science and Technology, 2009	Carter Observatory Grant	A	Research, Science and Technology	Scope not currently available	E	2009	2010	2000
1.0	00000753-2009-E	Convention Du Metre Research, Science and Technology, 2009	Convention Du Metre	A	Research, Science and Technology	Scope not currently available	E	2009	2010	135000
1.0	00009193-2009-E	CRI Capability Fund Research, Science and Technology, 2009	CRI Capability Fund	A	Research, Science and Technology	Scope not currently available	E	2009	2010	60612000
1.0	00003422-2009-E	Cross Agency Research Research, Science and Technology, 2009	Cross Agency Research	A	Research, Science and Technology	Scope not currently available	E	2009	2010	2254000
1.0	00006082-2009-E	Engaging New Zealanders with Science and Technology Research, Science and Technology, 2009	Engaging New Zealanders with Science and Technology	A	Research, Science and Technology	Scope not currently available	E	2009	2010	7071000
1.0	00006089-2009-E	Environmental Research Research, Science and Technology, 2009	Environmental Research	A	Research, Science and Technology	Scope not currently available	E	2009	2010	102569000
1.0	00008944-2009-E	Foundation for Research Science and Technology Research, Science and Technology, 2009	Foundation for Research Science and Technology	A	Research, Science and Technology	Scope not currently available	E	2009	2010	1000000
1.0	00009441-2009-E	Genomics Research Infrastructure Research, Science and Technology, 2009	Genomics Research Infrastructure	A	Research, Science and Technology	Scope not currently available	E	2009	2010	12000000
1.0	00008942-2009-E	Global Technology Partnership Research, Science and Technology, 2009	Global Technology Partnership	A	Research, Science and Technology	Scope not currently available	E	2009	2010	400000
1.0	00006087-2009-E	Health Research Research, Science and Technology, 2009	Health Research	A	Research, Science and Technology	Scope not currently available	E	2009	2010	70955000
1.0	00009194-2009-E	International Investment Opportunities Fund Research, Science and Technology, 2009	International Investment Opportunities Fund	A	Research, Science and Technology	Scope not currently available	E	2009	2010	10092000
1.0	00008533-2009-E	International Science and Technology Linkages Research, Science and Technology, 2009	International Science and Technology Linkages	A	Research, Science and Technology	Scope not currently available	E	2009	2010	3227000
1.0	00006086-2009-E	Māori Knowledge and Development Research Research, Science and Technology, 2009	Māori Knowledge and Development Research	A	Research, Science and Technology	Scope not currently available	E	2009	2010	4867000
1.0	00000748-2009-E	Marsden Fund Research, Science and Technology, 2009	Marsden Fund	A	Research, Science and Technology	Scope not currently available	E	2009	2010	46878000
1.0	00000745-2009-E	National Measurement Standards Research, Science and Technology, 2009	National Measurement Standards	A	Research, Science and Technology	Scope not currently available	E	2009	2010	5764000
1.0	00005545-2009-E	New Economy Research Fund Research, Science and Technology, 2009	New Economy Research Fund	A	Research, Science and Technology	Scope not currently available	E	2009	2010	73019000
1.0	00009195-2009-E	Pre-Seed Accelerator Fund Research, Science and Technology, 2009	Pre-Seed Accelerator Fund	A	Research, Science and Technology	Scope not currently available	E	2009	2010	7756000
1.0	00009059-2009-E	Research and Development Facilitation and Promotion Service Research, Science and Technology, 2009	Research and Development Facilitation and Promotion Service	A	Research, Science and Technology	Scope not currently available	E	2009	2010	5000000
1.0	00006083-2009-E	Research Contract Management Research, Science and Technology, 2009	Research Contract Management	A	Research, Science and Technology	Scope not currently available	E	2009	2010	21834000
1.0	00006084-2009-E	Research for Industry Research, Science and Technology, 2009	Research for Industry	A	Research, Science and Technology	Scope not currently available	E	2009	2010	214263000
1.0	00009401-2009-E	Royal Society of New Zealand Research, Science and Technology, 2009	Royal Society of New Zealand	A	Research, Science and Technology	Scope not currently available	E	2009	2010	500000
1.0	00009352-2009-E	Rutherford Foundation Research, Science and Technology, 2009	Rutherford Foundation	A	Research, Science and Technology	Scope not currently available	E	2009	2010	1000000
1.0	00006088-2009-E	Social Research Research, Science and Technology, 2009	Social Research	A	Research, Science and Technology	Scope not currently available	E	2009	2010	5860000
1.0	00009402-2009-E	Support for Primary Health Research Research, Science and Technology, 2009	Support for Primary Health Research	A	Research, Science and Technology	Scope not currently available	E	2009	2010	500000
1.0	00009196-2009-E	Supporting Promising Individuals Research, Science and Technology, 2009	Supporting Promising Individuals	A	Research, Science and Technology	Scope not currently available	E	2009	2010	19407000
1.0	00009169-2009-E	Sustainable Energy Development Research, Science and Technology, 2009	Sustainable Energy Development	A	Research, Science and Technology	Scope not currently available	E	2009	2010	4178000
1.0	00009197-2009-E	Technology New Zealand Research, Science and Technology, 2009	Technology New Zealand	A	Research, Science and Technology	Scope not currently available	E	2009	2010	47405000
1.0	00009534-2009-E	National Land Transport Programme - Sector Training and Research Transport, 2009	National Land Transport Programme - Sector Training and Research	A	Transport	Scope not currently available	E	2009	2010	6000000
1.0	00009626-2010-E	Climate Change Research Agriculture and Forestry, 2010	Climate Change Research	A	Agriculture and Forestry	Scope not currently available	E	2010	2011	8100000
1.0	00009559-2010-E	Primary Growth Partnership Agriculture and Forestry, 2010	Primary Growth Partnership	A	Agriculture and Forestry	Scope not currently available	E	2010	2011	56425000
1.0	00006114-2010-E	Sustainable Farming Fund Agriculture and Forestry, 2010	Sustainable Farming Fund	A	Agriculture and Forestry	Scope not currently available	E	2010	2011	9200000
1.0	00008916-2010-E	Centres of Research Excellence Education, 2010	Centres of Research Excellence	A	Education	Scope not currently available	E	2010	2011	33488000
1.0	00009174-2010-E	Performance Based Research Fund Education, 2010	Performance Based Research Fund	A	Education	Scope not currently available	E	2010	2011	250000000
1.0	00009332-2010-E	Electricity Efficiency Energy, 2010	Electricity Efficiency	A	Energy	Scope not currently available	E	2010	2011	13000000
1.0	00000098-2010-E	International Energy Agency Contribution Energy, 2010	International Energy Agency Contribution	A	Energy	Scope not currently available	E	2010	2011	30000
1.0	00008811-2010-E	Advanced Network Capability Building Research, Science and Technology, 2010	Advanced Network Capability Building	A	Research, Science and Technology	Scope not currently available	E	2010	2011	200000
1.0	00008843-2010-E	Australian Synchrotron Research, Science and Technology, 2010	Australian Synchrotron	A	Research, Science and Technology	Scope not currently available	E	2010	2011	785000
1.0	00009645-2010-E	Biological Industries Research Research, Science and Technology, 2010	Biological Industries Research	A	Research, Science and Technology	Scope not currently available	E	2010	2011	172227000
1.0	00009032-2010-E	Carter Observatory Grant Research, Science and Technology, 2010	Carter Observatory Grant	A	Research, Science and Technology	Scope not currently available	E	2010	2011	2000
1.0	00000753-2010-E	Convention Du Metre Research, Science and Technology, 2010	Convention Du Metre	A	Research, Science and Technology	Scope not currently available	E	2010	2011	135000
1.0	00009193-2010-E	CRI Capability Fund Research, Science and Technology, 2010	CRI Capability Fund	A	Research, Science and Technology	Scope not currently available	E	2010	2011	60612000
1.0	00009646-2010-E	Energy and Minerals Research Research, Science and Technology, 2010	Energy and Minerals Research	A	Research, Science and Technology	Scope not currently available	E	2010	2011	26446000
1.0	00006082-2010-E	Engaging New Zealanders with Science and Technology Research, Science and Technology, 2010	Engaging New Zealanders with Science and Technology	A	Research, Science and Technology	Scope not currently available	E	2010	2011	10039000
1.0	00006089-2010-E	Environmental Research Research, Science and Technology, 2010	Environmental Research	A	Research, Science and Technology	Scope not currently available	E	2010	2011	74253000
1.0	00009647-2010-E	Fellowships for Excellence Research, Science and Technology, 2010	Fellowships for Excellence	A	Research, Science and Technology	Scope not currently available	E	2010	2011	10732000
1.0	00009441-2010-E	Genomics Research Infrastructure Research, Science and Technology, 2010	Genomics Research Infrastructure	A	Research, Science and Technology	Scope not currently available	E	2010	2011	4200000
1.0	00008942-2010-E	Global Technology Partnership Research, Science and Technology, 2010	Global Technology Partnership	A	Research, Science and Technology	Scope not currently available	E	2010	2011	400000
1.0	00009648-2010-E	Hazards and Infrastructure Research Research, Science and Technology, 2010	Hazards and Infrastructure Research	A	Research, Science and Technology	Scope not currently available	E	2010	2011	23553000
1.0	00009649-2010-E	Health and Society Research Research, Science and Technology, 2010	Health and Society Research	A	Research, Science and Technology	Scope not currently available	E	2010	2011	87363000
1.0	00009650-2010-E	High Value Manufacturing and Services Research Research, Science and Technology, 2010	High Value Manufacturing and Services Research	A	Research, Science and Technology	Scope not currently available	E	2010	2011	138407000
1.0	00009652-2010-E	International Relationships Research, Science and Technology, 2010	International Relationships	A	Research, Science and Technology	Scope not currently available	E	2010	2011	12652000
1.0	00000748-2010-E	Marsden Fund Research, Science and Technology, 2010	Marsden Fund	A	Research, Science and Technology	Scope not currently available	E	2010	2011	46755000
1.0	00000745-2010-E	National Measurement Standards Research, Science and Technology, 2010	National Measurement Standards	A	Research, Science and Technology	Scope not currently available	E	2010	2011	5764000
1.0	00009059-2010-E	Research and Development Facilitation and Promotion Service Research, Science and Technology, 2010	Research and Development Facilitation and Promotion Service	A	Research, Science and Technology	Scope not currently available	E	2010	2011	5000000
1.0	00008890-2010-E	Research and Education Advanced Network New Zealand Research, Science and Technology, 2010	Research and Education Advanced Network New Zealand	A	Research, Science and Technology	Scope not currently available	E	2010	2011	16000000
1.0	00006083-2010-E	Research Contract Management Research, Science and Technology, 2010	Research Contract Management	A	Research, Science and Technology	Scope not currently available	E	2010	2011	21807000
1.0	00009401-2010-E	Royal Society of New Zealand Research, Science and Technology, 2010	Royal Society of New Zealand	A	Research, Science and Technology	Scope not currently available	E	2010	2011	500000
1.0	00009653-2010-E	Science Collections and Infrastructure Research, Science and Technology, 2010	Science Collections and Infrastructure	A	Research, Science and Technology	Scope not currently available	E	2010	2011	22379000
1.0	00009651-2010-E	Vision Mātauranga Capability Fund Research, Science and Technology, 2010	Vision Mātauranga Capability Fund	A	Research, Science and Technology	Scope not currently available	E	2010	2011	5467000
1.0	00009534-2010-E	National Land Transport Programme - Sector Training and Research Transport, 2010	National Land Transport Programme - Sector Training and Research	A	Transport	Scope not currently available	E	2010	2011	6000000
1.0	00009626-2011-E	Climate Change Research Agriculture and Forestry, 2011	Climate Change Research	A	Agriculture and Forestry	Scope not currently available	E	2011	2012	9200000
1.0	00009559-2011-E	Primary Growth Partnership Agriculture and Forestry, 2011	Primary Growth Partnership	A	Agriculture and Forestry	Scope not currently available	E	2011	2012	83213000
1.0	00006114-2011-E	Sustainable Farming Fund Agriculture and Forestry, 2011	Sustainable Farming Fund	A	Agriculture and Forestry	Scope not currently available	E	2011	2012	8850000
1.0	00009332-2011-E	Electricity Efficiency Energy, 2011	Electricity Efficiency	A	Energy	Scope not currently available	E	2011	2012	17519000
1.0	00000098-2011-E	International Energy Agency Contribution Energy, 2011	International Energy Agency Contribution	A	Energy	Scope not currently available	E	2011	2012	150000
1.0	00008811-2011-E	Advanced Network Capability Building Science and Innovation, 2011	Advanced Network Capability Building	A	Science and Innovation	Scope not currently available	E	2011	2012	173000
1.0	00009645-2011-E	Biological Industries Research Science and Innovation, 2011	Biological Industries Research	A	Science and Innovation	Scope not currently available	E	2011	2012	104819000
1.0	00000753-2011-E	Convention Du Metre Science and Innovation, 2011	Convention Du Metre	A	Science and Innovation	Scope not currently available	E	2011	2012	135000
1.0	00010221-2011-E	Crown Research Institute Core Funding Science and Innovation, 2011	Crown Research Institute Core Funding	A	Science and Innovation	Scope not currently available	E	2011	2012	215145000
1.0	00009646-2011-E	Energy and Minerals Research Science and Innovation, 2011	Energy and Minerals Research	A	Science and Innovation	Scope not currently available	E	2011	2012	11997000
1.0	00006082-2011-E	Engaging New Zealanders with Science and Technology Science and Innovation, 2011	Engaging New Zealanders with Science and Technology	A	Science and Innovation	Scope not currently available	E	2011	2012	9189000
1.0	00006089-2011-E	Environmental Research Science and Innovation, 2011	Environmental Research	A	Science and Innovation	Scope not currently available	E	2011	2012	35315000
1.0	00009647-2011-E	Fellowships for Excellence Science and Innovation, 2011	Fellowships for Excellence	A	Science and Innovation	Scope not currently available	E	2011	2012	11770000
1.0	00009441-2011-E	Genomics Research Infrastructure Science and Innovation, 2011	Genomics Research Infrastructure	A	Science and Innovation	Scope not currently available	E	2011	2012	5600000
1.0	00009648-2011-E	Hazards and Infrastructure Research Science and Innovation, 2011	Hazards and Infrastructure Research	A	Science and Innovation	Scope not currently available	E	2011	2012	13459000
1.0	00009649-2011-E	Health and Society Research Science and Innovation, 2011	Health and Society Research	A	Science and Innovation	Scope not currently available	E	2011	2012	83694000
1.0	00009650-2011-E	High Value Manufacturing and Services Research Science and Innovation, 2011	High Value Manufacturing and Services Research	A	Science and Innovation	Scope not currently available	E	2011	2012	157204000
1.0	00009652-2011-E	International Relationships Science and Innovation, 2011	International Relationships	A	Science and Innovation	Scope not currently available	E	2011	2012	9821000
1.0	00000748-2011-E	Marsden Fund Science and Innovation, 2011	Marsden Fund	A	Science and Innovation	Scope not currently available	E	2011	2012	46755000
1.0	00010136-2011-E	National eScience Infrastructure Science and Innovation, 2011	National eScience Infrastructure	A	Science and Innovation	Scope not currently available	E	2011	2012	7182000
1.0	00000745-2011-E	National Measurement Standards Science and Innovation, 2011	National Measurement Standards	A	Science and Innovation	Scope not currently available	E	2011	2012	5764000
1.0	00006083-2011-E	Research Contract Management Science and Innovation, 2011	Research Contract Management	A	Science and Innovation	Scope not currently available	E	2011	2012	6412000
1.0	00009401-2011-E	Royal Society of New Zealand Science and Innovation, 2011	Royal Society of New Zealand	A	Science and Innovation	Scope not currently available	E	2011	2012	500000
1.0	00009653-2011-E	Science Collections and Infrastructure Science and Innovation, 2011	Science Collections and Infrastructure	A	Science and Innovation	Scope not currently available	E	2011	2012	4760000
1.0	00009651-2011-E	Vision Mātauranga Capability Fund Science and Innovation, 2011	Vision Mātauranga Capability Fund	A	Science and Innovation	Scope not currently available	E	2011	2012	5967000
1.0	00010105-2011-E	Centres of Research Excellence Tertiary Education, 2011	Centres of Research Excellence	A	Tertiary Education	Scope not currently available	E	2011	2012	33716000
1.0	00010111-2011-E	Performance-Based Research Fund Tertiary Education, 2011	Performance-Based Research Fund	A	Tertiary Education	Scope not currently available	E	2011	2012	250000000
1.0	00009332-2012-E	Electricity Efficiency Energy, 2012	Electricity Efficiency	A	Energy	This output class is limited to:   - conducting electricity efficiency research, and   - development and administration of programmes that provide incentives for cost-effective energy efficiency and conservation, aimed at changing market behaviours.	E	2012	2013	13000000
1.0	00000098-2012-E	International Energy Agency Contribution Energy, 2012	International Energy Agency Contribution	A	Energy	Payment of contributions towards the cost of energy-related research undertaken by the International Energy Agency.	E	2012	2013	150000
1.0	00010564-2012-E	Climate Change Research Primary Industries, 2012	Climate Change Research	A	Primary Industries	This appropriation is limited to obtaining science, research, technology, capacity and capability in climate change related to the primary land-based sectors.	E	2012	2013	9200000
1.0	00010581-2012-E	Primary Growth Partnership Primary Industries, 2012	Primary Growth Partnership	A	Primary Industries	This appropriation is limited to primary, food and forestry sector investment in education and skills development, research and development, product development, commercialisation, market development and technology transfer, in partnership with relevant industry groups, including research related to greenhouse gases via the Centre for Agricultural Greenhouse Gas Research.	E	2012	2013	70476000
1.0	00010579-2012-E	Sustainable Farming Fund Primary Industries, 2012	Sustainable Farming Fund	A	Primary Industries	This appropriation is limited to community driven programmes aimed at improving economic and environmental performance.	E	2012	2013	9000000
1.0	00010660-2012-E	Advanced Technology Institute Science and Innovation, 2012	Advanced Technology Institute	A	Science and Innovation	This appropriation is limited to capital expenditure to support the establishment and development of an advanced technology institute.	E	2012	2013	11900000
1.0	00008843-2012-E	Australian Synchrotron Science and Innovation, 2012	Australian Synchrotron	A	Science and Innovation	This appropriation is limited to a grant being New Zealand Government's contribution to the operation of a synchrotron located in Victoria, Australia.	E	2012	2013	7500000
1.0	00009645-2012-E	Biological Industries Research Science and Innovation, 2012	Biological Industries Research	A	Science and Innovation	This appropriation is limited to research and research applications to support productivity growth and sustainability of New Zealand’s primary industries, and the development of premium food and industrial biological products and technologies responsive to global consumer preferences.	E	2012	2013	105637000
1.0	00000753-2012-E	Convention Du Metre Science and Innovation, 2012	Convention Du Metre	A	Science and Innovation	This appropriation is limited to the payment of New Zealand's annual subscription to the Convention du Metre.	E	2012	2013	135000
1.0	00010221-2012-E	Crown Research Institute Core Funding Science and Innovation, 2012	Crown Research Institute Core Funding	A	Science and Innovation	This appropriation is limited to Crown Research Institutes to create and maintain capability that is required for their core purpose and strategy.	E	2012	2013	220145000
1.0	00009646-2012-E	Energy and Minerals Research Science and Innovation, 2012	Energy and Minerals Research	A	Science and Innovation	This appropriation is limited to research and research applications to improve mineral extraction, improve energy security and to obtain efficient and affordable energy use.	E	2012	2013	11572000
1.0	00006082-2012-E	Engaging New Zealanders with Science and Technology Science and Innovation, 2012	Engaging New Zealanders with Science and Technology	A	Science and Innovation	This appropriation is limited to engaging New Zealanders with science and technology through approaches determined by the Minister.	E	2012	2013	10433000
