Version	Code	Description	Appropriation	AppropriationPeriod	Vote	Scope	EstimateType	StartYear	EndYear	Amount
1.0	00006089-2012-E	Environmental Research Science and Innovation, 2012	Environmental Research	A	Science and Innovation	This appropriation is limited to research and research applications to underpin the management, protection and enhancement of natural ecosystems, land and freshwater resources, climate and atmosphere within New Zealand, including Antarctica.	E	2012	2013	33238000
1.0	00009647-2012-E	Fellowships for Excellence Science and Innovation, 2012	Fellowships for Excellence	A	Science and Innovation	This appropriation is limited to encouraging the career development of the country’s talented early and mid-career researchers.	E	2012	2013	13355000
1.0	00009441-2012-E	Genomics Research Infrastructure Science and Innovation, 2012	Genomics Research Infrastructure	A	Science and Innovation	This appropriation is limited to a grant to contribute towards the purchase and operation of infrastructure that will support genomics research.	E	2012	2013	4700000
1.0	00009648-2012-E	Hazards and Infrastructure Research Science and Innovation, 2012	Hazards and Infrastructure Research	A	Science and Innovation	This appropriation is limited to research and research applications to support hazard management and improve the durability of NZ urban and rural settlements.	E	2012	2013	14265000
1.0	00009649-2012-E	Health and Society Research Science and Innovation, 2012	Health and Society Research	A	Science and Innovation	This appropriation is limited to research and research applications to improve the health and social well-being of New Zealanders.	E	2012	2013	83958000
1.0	00009650-2012-E	High Value Manufacturing and Services Research Science and Innovation, 2012	High Value Manufacturing and Services Research	A	Science and Innovation	This appropriation is limited to research and research applications to develop new technologies, novel materials, and new products, processes and services for the manufacturing and technology sectors.	E	2012	2013	177715000
1.0	00009652-2012-E	International Relationships Science and Innovation, 2012	International Relationships	A	Science and Innovation	This appropriation is limited to grants for international research relationships.	E	2012	2013	9851000
1.0	00000748-2012-E	Marsden Fund Science and Innovation, 2012	Marsden Fund	A	Science and Innovation	This appropriation is limited to excellent investigator-initiated research.	E	2012	2013	46755000
1.0	00010136-2012-E	National eScience Infrastructure Science and Innovation, 2012	National eScience Infrastructure	A	Science and Innovation	This appropriation is limited to a grant to contribute to the operation of the National eScience Infrastructure, including high-performance computational infrastructure and associated eScience services, that will support New Zealand research.	E	2012	2013	7182000
1.0	00000745-2012-E	National Measurement Standards Science and Innovation, 2012	National Measurement Standards	A	Science and Innovation	This appropriation is limited to providing specified standards to satisfy the needs for traceable physical measurement in New Zealand.	E	2012	2013	5764000
1.0	00010659-2012-E	National Science Challenges Science and Innovation, 2012	National Science Challenges	A	Science and Innovation	This appropriation is limited to research and research applications to find innovative solutions to fundamental issues New Zealand faces in its future development.	E	2012	2013	14500000
1.0	00006083-2012-E	Research Contract Management Science and Innovation, 2012	Research Contract Management	A	Science and Innovation	This appropriation is limited to selection of research, science and technology-related organisations and individuals for either the provision of research, science and technology outputs, or the award of grants; and negotiate, manage and monitor appropriate contracts with those organisations or individuals.	E	2012	2013	6482000
1.0	00009401-2012-E	Royal Society of New Zealand Science and Innovation, 2012	Royal Society of New Zealand	A	Science and Innovation	This appropriation is limited to an annual grant to the Royal Society of New Zealand to contribute towards the Society’s aims and functions under the Royal Society of New Zealand Act 1997 to promote and advance science and technology.	E	2012	2013	500000
1.0	00009653-2012-E	Science Collections and Infrastructure Science and Innovation, 2012	Science Collections and Infrastructure	A	Science and Innovation	This appropriation is limited to grants to contribute to the maintenance and retention of databases, collections and significant infrastructure dedicated to research purposes.	E	2012	2013	4760000
1.0	00009651-2012-E	Vision Mātauranga Capability Fund Science and Innovation, 2012	Vision Mātauranga Capability Fund	A	Science and Innovation	This appropriation is limited to the development of skilled people and organisations undertaking research that supports the four themes of Vision Matauranga; indigenous innovation, environmental sustainability, health and social well being, and exploring indigenous knowledge.	E	2012	2013	5967000
1.0	00010105-2012-E	Centres of Research Excellence Tertiary Education, 2012	Centres of Research Excellence	A	Tertiary Education	This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.	E	2012	2013	31690000
1.0	00010111-2012-E	Performance-Based Research Fund Tertiary Education, 2012	Performance-Based Research Fund	A	Tertiary Education	This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations.	E	2012	2013	256250000
1.0	00010609-2012-E	Crash Analysis Transport, 2012	Crash Analysis	A	Transport	This appropriation is limited to operating the Crash Analysis System and performing associated crash analysis and research activities.	E	2012	2013	775000
1.0	00009332-2013-E	Electricity Efficiency Energy, 2013	Electricity Efficiency	A	Energy	This output class is limited to:   - conducting electricity efficiency research, and   - development and administration of programmes that provide incentives for cost-effective energy efficiency and conservation, aimed at changing market behaviours.	E	2013	2014	13000000
1.0	00000098-2013-E	International Energy Agency Contribution Energy, 2013	International Energy Agency Contribution	A	Energy	Payment of contributions towards the cost of energy-related research undertaken by the International Energy Agency.	E	2013	2014	150000
1.0	00010564-2013-E	Climate Change Research Primary Industries, 2013	Climate Change Research	A	Primary Industries	This appropriation is limited to obtaining science, research, technology, capacity and capability in climate change related to the primary land-based sectors.	E	2013	2014	7628000
1.0	00010581-2013-E	Primary Growth Partnership Primary Industries, 2013	Primary Growth Partnership	A	Primary Industries	This appropriation is limited to primary, food and forestry sector investment in education and skills development, research and development, product development, commercialisation, market development and technology transfer, in partnership with relevant industry groups, including research related to greenhouse gases via the New Zealand Agricultural Greenhouse Gas Research Centre.	E	2013	2014	79040000
1.0	00010579-2013-E	Sustainable Farming Fund Primary Industries, 2013	Sustainable Farming Fund	A	Primary Industries	This appropriation is limited to community driven programmes aimed at improving economic and environmental performance.	E	2013	2014	8000000
1.0	00009192-2013-E	Advanced Network Capacity Science and Innovation, 2013	Advanced Network Capacity	A	Science and Innovation	This appropriation is limited to a grant to contribute to the operation of the Kiwi Advanced Research and Education Network ensuring advanced network capacity that will underpin New Zealand research.	E	2013	2014	4000000
1.0	00010660-2013-E	Advanced Technology Institute Science and Innovation, 2013	Advanced Technology Institute	A	Science and Innovation	This appropriation is limited to capital expenditure to support the establishment and development of an advanced technology institute.	E	2013	2014	31900000
1.0	00008843-2013-E	Australian Synchrotron Science and Innovation, 2013	Australian Synchrotron	A	Science and Innovation	This appropriation is limited to a grant being New Zealand Government's contribution to the operation of a synchrotron located in Victoria, Australia.	E	2013	2014	7500000
1.0	00009645-2013-E	Biological Industries Research Science and Innovation, 2013	Biological Industries Research	A	Science and Innovation	This appropriation is limited to research and research applications to support productivity growth and sustainability of New Zealand’s primary industries, and the development of premium food and industrial biological products and technologies responsive to global consumer preferences.	E	2013	2014	100700000
1.0	00010753-2013-E	Building Innovation Potential Science and Innovation, 2013	Building Innovation Potential	A	Science and Innovation	This appropriation is limited to activities which build innovation potential through providing and enhancing access to information, training, mentoring, foresighting, networking and leadership across the innovation system, and facilitating human capital mobility, for both businesses and Research Science and Technology providers.	E	2013	2014	6178000
1.0	00010754-2013-E	Business Research and Development Contract Management Science and Innovation, 2013	Business Research and Development Contract Management	A	Science and Innovation	This appropriation is limited to selection of businesses or individuals for either the provision of Research Science and Technology output, or the award of grants, and to negotiate, manage and monitor appropriate contracts with these businesses or individuals.	E	2013	2014	6256000
1.0	00010755-2013-E	Callaghan Innovation Strategic Investment Science and Innovation, 2013	Callaghan Innovation Strategic Investment	A	Science and Innovation	This appropriation is limited to Callaghan Innovation for the development and maintenance of science, engineering, technology, design and other strategic capabilities required to develop, deliver, improve and evaluate its services and activities to meet the immediate and future needs of business and industry, and to facilitate its interactions with Research Science and Technology providers.	E	2013	2014	18523000
1.0	00000753-2013-E	Convention Du Metre Science and Innovation, 2013	Convention Du Metre	A	Science and Innovation	This appropriation is limited to the payment of New Zealand's annual subscription to the Convention du Metre.	E	2013	2014	135000
1.0	00010221-2013-E	Crown Research Institute Core Funding Science and Innovation, 2013	Crown Research Institute Core Funding	A	Science and Innovation	This appropriation is limited to Crown Research Institutes to create and maintain capability that is required for their core purpose and strategy.	E	2013	2014	201622000
1.0	00009646-2013-E	Energy and Minerals Research Science and Innovation, 2013	Energy and Minerals Research	A	Science and Innovation	This appropriation is limited to research and research applications to improve mineral extraction, improve energy security and to obtain efficient and affordable energy use.	E	2013	2014	11725000
1.0	00006082-2013-E	Engaging New Zealanders with Science and Technology Science and Innovation, 2013	Engaging New Zealanders with Science and Technology	A	Science and Innovation	This appropriation is limited to engaging New Zealanders with science and technology through approaches determined by the Minister.	E	2013	2014	8969000
1.0	00006089-2013-E	Environmental Research Science and Innovation, 2013	Environmental Research	A	Science and Innovation	This appropriation is limited to research and research applications to underpin the management, protection and enhancement of natural ecosystems, land and freshwater resources, climate and atmosphere within New Zealand, including Antarctica.	E	2013	2014	33171000
1.0	00009647-2013-E	Fellowships for Excellence Science and Innovation, 2013	Fellowships for Excellence	A	Science and Innovation	This appropriation is limited to encouraging the career development of the country’s talented early and mid-career researchers.	E	2013	2014	8570000
1.0	00009648-2013-E	Hazards and Infrastructure Research Science and Innovation, 2013	Hazards and Infrastructure Research	A	Science and Innovation	This appropriation is limited to research and research applications to support hazard management and improve the durability of NZ urban and rural settlements.	E	2013	2014	14614000
1.0	00009649-2013-E	Health and Society Research Science and Innovation, 2013	Health and Society Research	A	Science and Innovation	This appropriation is limited to research and research applications to improve the health and social well-being of New Zealanders.	E	2013	2014	81885000
1.0	00009650-2013-E	High Value Manufacturing and Services Research Science and Innovation, 2013	High Value Manufacturing and Services Research	A	Science and Innovation	This appropriation is limited to research and research applications to develop new technologies, novel materials, and new products, processes and services for the manufacturing and technology sectors.	E	2013	2014	61060000
1.0	00009652-2013-E	International Relationships Science and Innovation, 2013	International Relationships	A	Science and Innovation	This appropriation is limited to grants for international research relationships.	E	2013	2014	8951000
1.0	00000748-2013-E	Marsden Fund Science and Innovation, 2013	Marsden Fund	A	Science and Innovation	This appropriation is limited to excellent investigator-initiated research.	E	2013	2014	51755000
1.0	00010136-2013-E	National eScience Infrastructure Science and Innovation, 2013	National eScience Infrastructure	A	Science and Innovation	This appropriation is limited to a grant to contribute to the operation of the National eScience Infrastructure, including high-performance computational infrastructure and associated eScience services, that will support New Zealand research.	E	2013	2014	9773000
1.0	00000745-2013-E	National Measurement Standards Science and Innovation, 2013	National Measurement Standards	A	Science and Innovation	This appropriation is limited to providing specified standards to satisfy the needs for traceable physical measurement in New Zealand.	E	2013	2014	5764000
1.0	00010659-2013-E	National Science Challenges Science and Innovation, 2013	National Science Challenges	A	Science and Innovation	This appropriation is limited to research and research applications to find innovative solutions to fundamental issues New Zealand faces in its future development.	E	2013	2014	42100000
1.0	00010756-2013-E	Realising the Benefits of Innovation Science and Innovation, 2013	Realising the Benefits of Innovation	A	Science and Innovation	This appropriation is limited to activities that build the level of, and returns from, science and technology-driven innovation through providing tailored brokerage and access to advice, technical services and facilities, and creating linkages, projects and collaborations between business and industry and Research Science and Technology providers.	E	2013	2014	17500000
1.0	00010825-2013-E	Repayable Grants for Start-Ups Science and Innovation, 2013	Repayable Grants for Start-Ups	A	Science and Innovation	This appropriation is limited to start-up funding for early-stage businesses.	E	2013	2014	3100000
1.0	00010826-2013-E	Research and Development Growth Grants Science and Innovation, 2013	Research and Development Growth Grants	A	Science and Innovation	This appropriation is limited to co-funding for private businesses to invest in a multi-year programme of research and development.	E	2013	2014	90900000
1.0	00006083-2013-E	Research Contract Management Science and Innovation, 2013	Research Contract Management	A	Science and Innovation	This appropriation is limited to selection of research, science and technology-related organisations and individuals for either the provision of research, science and technology outputs, or the award of grants; and negotiate, manage and monitor appropriate contracts with those organisations or individuals.	E	2013	2014	6492000
1.0	00009401-2013-E	Royal Society of New Zealand Science and Innovation, 2013	Royal Society of New Zealand	A	Science and Innovation	This appropriation is limited to an annual grant to the Royal Society of New Zealand to contribute towards the Society’s aims and functions under the Royal Society of New Zealand Act 1997 to promote and advance science and technology.	E	2013	2014	500000
1.0	00009653-2013-E	Science Collections and Infrastructure Science and Innovation, 2013	Science Collections and Infrastructure	A	Science and Innovation	This appropriation is limited to grants to contribute to the maintenance and retention of databases, collections and significant infrastructure dedicated to research purposes.	E	2013	2014	6860000
1.0	00010827-2013-E	Targeted Business Research and Development Funding Science and Innovation, 2013	Targeted Business Research and Development Funding	A	Science and Innovation	This appropriation is limited to co-funding for private businesses to undertake research and development projects and for funding students to work in research and development active businesses.	E	2013	2014	50600000
1.0	00009651-2013-E	Vision Mātauranga Capability Fund Science and Innovation, 2013	Vision Mātauranga Capability Fund	A	Science and Innovation	This appropriation is limited to the development of skilled people and organisations undertaking research that supports the four themes of Vision Matauranga; indigenous innovation, environmental sustainability, health and social well being, and exploring indigenous knowledge.	E	2013	2014	6567000
1.0	00010105-2013-E	Centres of Research Excellence Tertiary Education, 2013	Centres of Research Excellence	A	Tertiary Education	This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.	E	2013	2014	31690000
1.0	00010111-2013-E	Performance-Based Research Fund Tertiary Education, 2013	Performance-Based Research Fund	A	Tertiary Education	This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations.	E	2013	2014	268750000
1.0	00010609-2013-E	Crash Analysis Transport, 2013	Crash Analysis	A	Transport	This appropriation is limited to operating the Crash Analysis System and performing associated crash analysis and research activities.	E	2013	2014	775000
1.0	00000098-2014-E	International Energy Agency Contribution Energy, 2014	International Energy Agency Contribution	A	Energy	Payment of contributions towards the cost of energy-related research undertaken by the International Energy Agency.	E	2014	2015	150000
1.0	00010564-2014-E	Climate Change Research Primary Industries, 2014	Climate Change Research	A	Primary Industries	This appropriation is limited to obtaining science, research, technology, capacity and capability in climate change related to the primary land-based sectors.	E	2014	2015	5000000
1.0	00010581-2014-E	Primary Growth Partnership Primary Industries, 2014	Primary Growth Partnership	A	Primary Industries	This appropriation is limited to primary, food and forestry sector investment in education and skills development, research and development, product development, commercialisation, market development and technology transfer, in partnership with relevant industry groups, including research related to greenhouse gases via the New Zealand Agricultural Greenhouse Gas Research Centre.	E	2014	2015	77476000
1.0	00010579-2014-E	Sustainable Farming Fund Primary Industries, 2014	Sustainable Farming Fund	A	Primary Industries	This appropriation is limited to community driven programmes aimed at improving economic and environmental performance.	E	2014	2015	8600000
1.0	00009192-2014-E	Advanced Network Capacity Science and Innovation, 2014	Advanced Network Capacity	A	Science and Innovation	This appropriation is limited to a grant to contribute to the operation of the Kiwi Advanced Research and Education Network ensuring advanced network capacity that will underpin New Zealand research.	E	2014	2015	4000000
1.0	00010660-2014-E	Advanced Technology Institute Science and Innovation, 2014	Advanced Technology Institute	A	Science and Innovation	This appropriation is limited to capital expenditure to support the establishment and development of an advanced technology institute.	E	2014	2015	48110000
1.0	00008843-2014-E	Australian Synchrotron Science and Innovation, 2014	Australian Synchrotron	A	Science and Innovation	This appropriation is limited to a grant being New Zealand Government's contribution to the operation of a synchrotron located in Victoria, Australia.	E	2014	2015	7500000
1.0	00009645-2014-E	Biological Industries Research Science and Innovation, 2014	Biological Industries Research	A	Science and Innovation	This appropriation is limited to research and research applications to support productivity growth and sustainability of New Zealand’s primary industries, and the development of premium food and industrial biological products and technologies responsive to global consumer preferences.	E	2014	2015	94018000
1.0	00010753-2014-E	Building Innovation Potential Science and Innovation, 2014	Building Innovation Potential	A	Science and Innovation	This appropriation is limited to activities which build innovation potential through providing and enhancing access to information, training, mentoring, foresighting, networking and leadership across the innovation system, and facilitating human capital mobility, for both businesses and Research Science and Technology providers.	E	2014	2015	9078000
1.0	00010754-2014-E	Business Research and Development Contract Management Science and Innovation, 2014	Business Research and Development Contract Management	A	Science and Innovation	This appropriation is limited to selection of businesses or individuals for either the provision of Research Science and Technology output, or the award of grants, and to negotiate, manage and monitor appropriate contracts with these businesses or individuals.	E	2014	2015	6830000
1.0	00010755-2014-E	Callaghan Innovation Strategic Investment Science and Innovation, 2014	Callaghan Innovation Strategic Investment	A	Science and Innovation	This appropriation is limited to Callaghan Innovation for the development and maintenance of science, engineering, technology, design and other strategic capabilities required to develop, deliver, improve and evaluate its services and activities to meet the immediate and future needs of business and industry, and to facilitate its interactions with Research Science and Technology providers.	E	2014	2015	19523000
1.0	00000753-2014-E	Convention Du Metre Science and Innovation, 2014	Convention Du Metre	A	Science and Innovation	This appropriation is limited to the payment of New Zealand's annual subscription to the Convention du Metre.	E	2014	2015	135000
1.0	00010221-2014-E	Crown Research Institute Core Funding Science and Innovation, 2014	Crown Research Institute Core Funding	A	Science and Innovation	This appropriation is limited to Crown Research Institutes to create and maintain capability that is required for their core purpose and strategy.	E	2014	2015	201622000
1.0	00009646-2014-E	Energy and Minerals Research Science and Innovation, 2014	Energy and Minerals Research	A	Science and Innovation	This appropriation is limited to research and research applications to improve mineral extraction, improve energy security and to obtain efficient and affordable energy use.	E	2014	2015	11645000
1.0	00006082-2014-E	Engaging New Zealanders with Science and Technology Science and Innovation, 2014	Engaging New Zealanders with Science and Technology	A	Science and Innovation	This appropriation is limited to engaging New Zealanders with science and technology through approaches determined by the Minister.	E	2014	2015	8969000
1.0	00006089-2014-E	Environmental Research Science and Innovation, 2014	Environmental Research	A	Science and Innovation	This appropriation is limited to research and research applications to underpin the management, protection and enhancement of natural ecosystems, land and freshwater resources, climate and atmosphere within New Zealand, including Antarctica.	E	2014	2015	32447000
1.0	00009647-2014-E	Fellowships for Excellence Science and Innovation, 2014	Fellowships for Excellence	A	Science and Innovation	This appropriation is limited to encouraging the career development of the country’s talented early and mid-career researchers.	E	2014	2015	11570000
1.0	00009441-2014-E	Genomics Research Infrastructure Science and Innovation, 2014	Genomics Research Infrastructure	A	Science and Innovation	This appropriation is limited to a grant to contribute towards the purchase and operation of infrastructure that will support genomics research.	E	2014	2015	3600000
1.0	00009648-2014-E	Hazards and Infrastructure Research Science and Innovation, 2014	Hazards and Infrastructure Research	A	Science and Innovation	This appropriation is limited to research and research applications to support hazard management and improve the durability of NZ urban and rural settlements.	E	2014	2015	15865000
1.0	00009649-2014-E	Health and Society Research Science and Innovation, 2014	Health and Society Research	A	Science and Innovation	This appropriation is limited to research and research applications to improve the health and social well-being of New Zealanders.	E	2014	2015	82586000
1.0	00009650-2014-E	High Value Manufacturing and Services Research Science and Innovation, 2014	High Value Manufacturing and Services Research	A	Science and Innovation	This appropriation is limited to research and research applications to develop new technologies, novel materials, and new products, processes and services for the manufacturing and technology sectors.	E	2014	2015	58989000
1.0	00009652-2014-E	International Relationships Science and Innovation, 2014	International Relationships	A	Science and Innovation	This appropriation is limited to grants for international research relationships.	E	2014	2015	9451000
1.0	00011466-2014-E	Māori Innovation Fund Science and Innovation, 2014	Māori Innovation Fund	A	Science and Innovation	This appropriation is limited to a contestable Fund to invest in initiatives that contribute to the achievement of the economic goals and priorities in He Kai Kei Aku Ringa and the Business Growth Agenda.	E	2014	2015	2000000
1.0	00000748-2014-E	Marsden Fund Science and Innovation, 2014	Marsden Fund	A	Science and Innovation	This appropriation is limited to excellent investigator-initiated research.	E	2014	2015	52383000
1.0	00010136-2014-E	National eScience Infrastructure Science and Innovation, 2014	National eScience Infrastructure	A	Science and Innovation	This appropriation is limited to a grant to contribute to the operation of the National eScience Infrastructure, including high-performance computational infrastructure and associated eScience services, that will support New Zealand research.	E	2014	2015	7182000
1.0	00000745-2014-E	National Measurement Standards Science and Innovation, 2014	National Measurement Standards	A	Science and Innovation	This appropriation is limited to providing specified standards to satisfy the needs for traceable physical measurement in New Zealand.	E	2014	2015	5764000
1.0	00010991-2014-E	National Science Challenges Science and Innovation, 2014	National Science Challenges	A	Science and Innovation	This appropriation is limited to research and research applications to find innovative solutions to fundamental issues New Zealand faces in its future development.	E	2014	2015	45099000
1.0	00010756-2014-E	Realising the Benefits of Innovation Science and Innovation, 2014	Realising the Benefits of Innovation	A	Science and Innovation	This appropriation is limited to activities that build the level of, and returns from, science and technology-driven innovation through providing tailored brokerage and access to advice, technical services and facilities, and creating linkages, projects and collaborations between business and industry and Research Science and Technology providers.	E	2014	2015	23300000
1.0	00010825-2014-E	Repayable Grants for Start-Ups Science and Innovation, 2014	Repayable Grants for Start-Ups	A	Science and Innovation	This appropriation is limited to funding for early stage businesses and development of business incubators and accelerators.	E	2014	2015	14106000
1.0	00010826-2014-E	Research and Development Growth Grants Science and Innovation, 2014	Research and Development Growth Grants	A	Science and Innovation	This appropriation is limited to co-funding for private businesses to invest in a multi-year programme of research and development.	E	2014	2015	96600000
1.0	00006083-2014-E	Research Contract Management Science and Innovation, 2014	Research Contract Management	A	Science and Innovation	This appropriation is limited to selection of research, science and technology-related organisations and individuals for either the provision of research, science and technology outputs, or the award of grants; and negotiate, manage and monitor appropriate contracts with those organisations or individuals.	E	2014	2015	6227000
1.0	00009401-2014-E	Royal Society of New Zealand Science and Innovation, 2014	Royal Society of New Zealand	A	Science and Innovation	This appropriation is limited to an annual grant to the Royal Society of New Zealand to contribute towards the Society’s aims and functions under the Royal Society of New Zealand Act 1997 to promote and advance science and technology.	E	2014	2015	500000
1.0	00009653-2014-E	Science Collections and Infrastructure Science and Innovation, 2014	Science Collections and Infrastructure	A	Science and Innovation	This appropriation is limited to grants to contribute to the maintenance and retention of databases, collections and significant infrastructure dedicated to research purposes.	E	2014	2015	7898000
1.0	00011438-2014-E	Square Kilometre Array Science and Innovation, 2014	Square Kilometre Array	A	Science and Innovation	This appropriation is limited to supporting New Zealand's engagement on the Square Kilometre Array project in collaboration with Australia.	E	2014	2015	977000
1.0	00010827-2014-E	Targeted Business Research and Development Funding Science and Innovation, 2014	Targeted Business Research and Development Funding	A	Science and Innovation	This appropriation is limited to co-funding for private businesses to undertake research and development projects and for funding students to work in research and development active businesses.	E	2014	2015	44900000
1.0	00009651-2014-E	Vision Mātauranga Capability Fund Science and Innovation, 2014	Vision Mātauranga Capability Fund	A	Science and Innovation	This appropriation is limited to the development of skilled people and organisations undertaking research that supports the four themes of Vision Matauranga; indigenous innovation, environmental sustainability, health and social well being, and exploring indigenous knowledge.	E	2014	2015	6567000
1.0	00010105-2014-E	Centres of Research Excellence Tertiary Education, 2014	Centres of Research Excellence	A	Tertiary Education	This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.	E	2014	2015	40586000
1.0	00010111-2014-E	Performance-Based Research Fund Tertiary Education, 2014	Performance-Based Research Fund	A	Tertiary Education	This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations.	E	2014	2015	281250000
1.0	00010609-2014-E	Crash Analysis Transport, 2014	Crash Analysis	A	Transport	This appropriation is limited to operating the Crash Analysis System and performing associated crash analysis and research activities.	E	2014	2015	775000
1.0	00009192-2015-E	Advanced Network Capacity Business, Science and Innovation, 2015	Advanced Network Capacity	A	Business, Science and Innovation	This appropriation is limited to a grant to contribute to the operation of the Kiwi Advanced Research and Education Network ensuring advanced network capacity that will underpin New Zealand research.	E	2015	2016	4000000
1.0	00008843-2015-E	Australian Synchrotron Business, Science and Innovation, 2015	Australian Synchrotron	A	Business, Science and Innovation	This appropriation is limited to a grant being New Zealand Government's contribution to the operation of a synchrotron located in Victoria, Australia.	E	2015	2016	7500000
1.0	00009645-2015-E	Biological Industries Research Business, Science and Innovation, 2015	Biological Industries Research	A	Business, Science and Innovation	This appropriation is limited to research and research applications to support productivity growth and sustainability of New Zealand’s primary industries, and the development of premium food and industrial biological products and technologies responsive to global consumer preferences.	E	2015	2016	92153000
1.0	00011634-2015-E	Building Business Innovation Business, Science and Innovation, 2015	Building Business Innovation	A	Business, Science and Innovation	This appropriation is limited to activities that raise awareness about and increase business investment in Research and Development.	E	2015	2016	32378000
1.0	00010754-2015-E	Business Research and Development Contract Management Business, Science and Innovation, 2015	Business Research and Development Contract Management	A	Business, Science and Innovation	This appropriation is limited to selection of businesses or individuals for either the provision of Research Science and Technology output, or the award of grants, and to negotiate, manage and monitor appropriate contracts with these businesses or individuals.	E	2015	2016	7750000
1.0	00010660-2015-E	Callaghan Innovation Business, Science and Innovation, 2015	Callaghan Innovation	A	Business, Science and Innovation	This appropriation is limited to capital expenditure to support the development of Callaghan Innovation’s strategic infrastructure.	E	2015	2016	63710000
1.0	00000753-2015-E	Convention Du Metre Business, Science and Innovation, 2015	Convention Du Metre	A	Business, Science and Innovation	This appropriation is limited to the payment of New Zealand's annual subscription to the Convention du Metre.	E	2015	2016	135000
1.0	00010221-2015-E	Crown Research Institute Core Funding Business, Science and Innovation, 2015	Crown Research Institute Core Funding	A	Business, Science and Innovation	This appropriation is limited to Crown Research Institutes to create and maintain capability that is required for their core purpose and strategy.	E	2015	2016	201622000
1.0	00009646-2015-E	Energy and Minerals Research Business, Science and Innovation, 2015	Energy and Minerals Research	A	Business, Science and Innovation	This appropriation is limited to research and research applications to improve mineral extraction, improve energy security and to obtain efficient and affordable energy use.	E	2015	2016	13818000
1.0	00006082-2015-E	Engaging New Zealanders with Science and Technology Business, Science and Innovation, 2015	Engaging New Zealanders with Science and Technology	A	Business, Science and Innovation	This appropriation is limited to engaging New Zealanders with science and technology through approaches determined by the Minister.	E	2015	2016	11169000
1.0	00006089-2015-E	Environmental Research Business, Science and Innovation, 2015	Environmental Research	A	Business, Science and Innovation	This appropriation is limited to research and research applications to underpin the management, protection and enhancement of natural ecosystems, land and freshwater resources, climate and atmosphere within New Zealand, including Antarctica.	E	2015	2016	31535000
1.0	00009647-2015-E	Fellowships for Excellence Business, Science and Innovation, 2015	Fellowships for Excellence	A	Business, Science and Innovation	This appropriation is limited to encouraging the career development of the country’s talented early and mid-career researchers.	E	2015	2016	11570000
1.0	00009441-2015-E	Genomics Research Infrastructure Business, Science and Innovation, 2015	Genomics Research Infrastructure	A	Business, Science and Innovation	This appropriation is limited to a grant to contribute towards the purchase and operation of infrastructure that will support genomics research.	E	2015	2016	12725000
1.0	00009648-2015-E	Hazards and Infrastructure Research Business, Science and Innovation, 2015	Hazards and Infrastructure Research	A	Business, Science and Innovation	This appropriation is limited to research and research applications to support hazard management and improve the durability of NZ urban and rural settlements.	E	2015	2016	11392000
1.0	00009649-2015-E	Health and Society Research Business, Science and Innovation, 2015	Health and Society Research	A	Business, Science and Innovation	This appropriation is limited to research and research applications to improve the health and social well-being of New Zealanders.	E	2015	2016	87066000
1.0	00009650-2015-E	High Value Manufacturing and Services Research Business, Science and Innovation, 2015	High Value Manufacturing and Services Research	A	Business, Science and Innovation	This appropriation is limited to research and research applications to develop new technologies, novel materials, and new products, processes and services for the manufacturing and technology sectors.	E	2015	2016	64040000
1.0	00000098-2015-E	International Energy Agency Contribution Business, Science and Innovation, 2015	International Energy Agency Contribution	A	Business, Science and Innovation	Payment of contributions towards the cost of energy-related research undertaken by the International Energy Agency.	E	2015	2016	150000
1.0	00009652-2015-E	International Relationships Business, Science and Innovation, 2015	International Relationships	A	Business, Science and Innovation	This appropriation is limited to grants for international research relationships.	E	2015	2016	10251000
1.0	00011466-2015-E	Māori Innovation Fund Business, Science and Innovation, 2015	Māori Innovation Fund	A	Business, Science and Innovation	This appropriation is limited to a contestable Fund to invest in initiatives that contribute to the achievement of the economic goals and priorities in He Kai Kei Aku Ringa and the Business Growth Agenda.	E	2015	2016	3000000
1.0	00000748-2015-E	Marsden Fund Business, Science and Innovation, 2015	Marsden Fund	A	Business, Science and Innovation	This appropriation is limited to excellent investigator-initiated research.	E	2015	2016	53627000
1.0	00010136-2015-E	National eScience Infrastructure Business, Science and Innovation, 2015	National eScience Infrastructure	A	Business, Science and Innovation	This appropriation is limited to a grant to contribute to the operation of the National eScience Infrastructure, including high-performance computational infrastructure and associated eScience services, that will support New Zealand research.	E	2015	2016	7182000
1.0	00000745-2015-E	National Measurement Standards Business, Science and Innovation, 2015	National Measurement Standards	A	Business, Science and Innovation	This appropriation is limited to providing specified standards to satisfy the needs for traceable physical measurement in New Zealand.	E	2015	2016	5764000
1.0	00010825-2015-E	Repayable Grants for Start-Ups Business, Science and Innovation, 2015	Repayable Grants for Start-Ups	A	Business, Science and Innovation	This appropriation is limited to funding for early stage businesses and development of business incubators and accelerators.	E	2015	2016	14996000
