Code,Description,Four_Digit_Code,Four_Digit_Description,Two_Digit_Code,Two_Digit_Description,Definition
060807,Animal Structure and Function,0608,Zoology,06,Biological Sciences,Biological Sciences/Zoology/Animal Structure and Function
060808,Invertebrate Biology,0608,Zoology,06,Biological Sciences,Biological Sciences/Zoology/Invertebrate Biology
060809,Vertebrate Biology,0608,Zoology,06,Biological Sciences,Biological Sciences/Zoology/Vertebrate Biology
060899,Zoology not elsewhere classified,0608,Zoology,06,Biological Sciences,Biological Sciences/Zoology/Zoology not elsewhere classified
069901,Forensic Biology,0699,Other Biological Sciences,06,Biological Sciences,Biological Sciences/Other Biological Sciences/Forensic Biology
069902,Global Change Biology,0699,Other Biological Sciences,06,Biological Sciences,Biological Sciences/Other Biological Sciences/Global Change Biology
069999,Biological Sciences not elsewhere classified,0699,Other Biological Sciences,06,Biological Sciences,Biological Sciences/Other Biological Sciences/Biological Sciences not elsewhere classified
070101,Agricultural Land Management,0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Agricultural Land Management"
070102,Agricultural Land Planning,0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Agricultural Land Planning"
070103,Agricultural Production Systems Simulation,0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Agricultural Production Systems Simulation"
070104,Agricultural Spatial Analysis and Modelling,0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Agricultural Spatial Analysis and Modelling"
070105,Agricultural Systems Analysis and Modelling,0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Agricultural Systems Analysis and Modelling"
070106,"Farm Management, Rural Management and Agribusiness",0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Farm Management, Rural Management and Agribusiness"
070107,Farming Systems Research,0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Farming Systems Research"
070108,Sustainable Agricultural Development,0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Sustainable Agricultural Development"
070199,"Agriculture, Land and Farm Management not elsewhere classified",0701,"Agriculture, Land and Farm Management",07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Agriculture, Land and Farm Management/Agriculture, Land and Farm Management not elsewhere classified"
070201,Animal Breeding,0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Animal Breeding
070202,Animal Growth and Development,0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Animal Growth and Development
070203,Animal Management,0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Animal Management
070204,Animal Nutrition,0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Animal Nutrition
070205,Animal Protection (Pests and Pathogens),0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Animal Protection (Pests and Pathogens)
070206,Animal Reproduction,0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Animal Reproduction
070207,Humane Animal Treatment,0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Humane Animal Treatment
070299,Animal Production not elsewhere classified,0702,Animal Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Animal Production/Animal Production not elsewhere classified
070301,Agro-ecosystem Function and Prediction,0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Agro-ecosystem Function and Prediction
070302,Agronomy,0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Agronomy
070303,Crop and Pasture Biochemistry and Physiology,0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Crop and Pasture Biochemistry and Physiology
070304,Crop and Pasture Biomass and Bioproducts,0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Crop and Pasture Biomass and Bioproducts
070305,Crop and Pasture Improvement (Selection and Breeding),0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Crop and Pasture Improvement (Selection and Breeding)
070306,Crop and Pasture Nutrition,0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Crop and Pasture Nutrition
070307,Crop and Pasture Post Harvest Technologies (incl. Transportation and Storage),0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Crop and Pasture Post Harvest Technologies (incl. Transportation and Storage)
070308,"Crop and Pasture Protection (Pests, Diseases and Weeds)",0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Crop and Pasture Production/Crop and Pasture Protection (Pests, Diseases and Weeds)"
070399,Crop and Pasture Production not elsewhere classified,0703,Crop and Pasture Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Crop and Pasture Production/Crop and Pasture Production not elsewhere classified
070401,Aquaculture,0704,Fisheries Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Fisheries Sciences/Aquaculture
070402,Aquatic Ecosystem Studies and Stock Assessment,0704,Fisheries Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Fisheries Sciences/Aquatic Ecosystem Studies and Stock Assessment
070403,Fisheries Management,0704,Fisheries Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Fisheries Sciences/Fisheries Management
070404,Fish Pests and Diseases,0704,Fisheries Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Fisheries Sciences/Fish Pests and Diseases
070405,Fish Physiology and Genetics,0704,Fisheries Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Fisheries Sciences/Fish Physiology and Genetics
070406,Post-Harvest Fisheries Technologies (incl. Transportation),0704,Fisheries Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Fisheries Sciences/Post-Harvest Fisheries Technologies (incl. Transportation)
070499,Fisheries Sciences not elsewhere classified,0704,Fisheries Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Fisheries Sciences/Fisheries Sciences not elsewhere classified
070501,Agroforestry,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Agroforestry
070502,Forestry Biomass and Bioproducts,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Forestry Biomass and Bioproducts
070503,Forestry Fire Management,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Forestry Fire Management
070504,Forestry Management and Environment,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Forestry Management and Environment
070505,"Forestry Pests, Health and Diseases",0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Forestry Sciences/Forestry Pests, Health and Diseases"
070506,Forestry Product Quality Assessment,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Forestry Product Quality Assessment
070507,Tree Improvement (Selection and Breeding),0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Tree Improvement (Selection and Breeding)
070508,Tree Nutrition and Physiology,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Tree Nutrition and Physiology
070509,Wood Fibre Processing,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Wood Fibre Processing
070510,Wood Processing,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Wood Processing
070599,Forestry Sciences not elsewhere classified,0705,Forestry Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Forestry Sciences/Forestry Sciences not elsewhere classified
070601,Horticultural Crop Growth and Development,0706,Horticultural Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Horticultural Production/Horticultural Crop Growth and Development
070602,Horticultural Crop Improvement (Selection and Breeding),0706,Horticultural Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Horticultural Production/Horticultural Crop Improvement (Selection and Breeding)
070603,"Horticultural Crop Protection (Pests, Diseases and Weeds)",0706,Horticultural Production,07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Horticultural Production/Horticultural Crop Protection (Pests, Diseases and Weeds)"
070604,Oenology and Viticulture,0706,Horticultural Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Horticultural Production/Oenology and Viticulture
070605,Post Harvest Horticultural Technologies (incl. Transportation and Storage),0706,Horticultural Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Horticultural Production/Post Harvest Horticultural Technologies (incl. Transportation and Storage)
070699,Horticultural Production not elsewhere classified,0706,Horticultural Production,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Horticultural Production/Horticultural Production not elsewhere classified
070701,Veterinary Anaesthesiology and Intensive Care,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Anaesthesiology and Intensive Care
070702,Veterinary Anatomy and Physiology,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Anatomy and Physiology
070703,Veterinary Diagnosis and Diagnostics,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Diagnosis and Diagnostics
070704,Veterinary Epidemiology,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Epidemiology
070705,Veterinary Immunology,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Immunology
070706,Veterinary Medicine,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Medicine
070707,Veterinary Microbiology (excl. Virology),0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Microbiology (excl. Virology)
070708,Veterinary Parasitology,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Parasitology
070709,Veterinary Pathology,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Pathology
070710,Veterinary Pharmacology,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Pharmacology
070711,Veterinary Surgery,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Surgery
070712,Veterinary Virology,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Virology
070799,Veterinary Sciences not elsewhere classified,0707,Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Veterinary Sciences/Veterinary Sciences not elsewhere classified
079901,"Agricultural Hydrology (Drainage, Flooding, Irrigation, Quality, etc.)",0799,Other Agricultural and Veterinary Sciences,07,Agricultural and Veterinary Sciences,"Agricultural and Veterinary Sciences/Other Agricultural and Veterinary Sciences/Agricultural Hydrology (Drainage, Flooding, Irrigation, Quality, etc.)"
079902,Fertilisers and Agrochemicals (incl. Application),0799,Other Agricultural and Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Other Agricultural and Veterinary Sciences/Fertilisers and Agrochemicals (incl. Application)
079999,Agricultural and Veterinary Sciences not elsewhere classified,0799,Other Agricultural and Veterinary Sciences,07,Agricultural and Veterinary Sciences,Agricultural and Veterinary Sciences/Other Agricultural and Veterinary Sciences/Agricultural and Veterinary Sciences not elsewhere classified
080101,Adaptive Agents and Intelligent Robotics,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Adaptive Agents and Intelligent Robotics
080102,Artificial Life,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Artificial Life
080103,Computer Graphics,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Computer Graphics
080104,Computer Vision,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Computer Vision
080105,Expert Systems,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Expert Systems
080106,Image Processing,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Image Processing
080107,Natural Language Processing,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Natural Language Processing
080108,"Neural, Evolutionary and Fuzzy Computation",0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,"Information and Computing Sciences/Artificial Intelligence and Image Processing/Neural, Evolutionary and Fuzzy Computation"
080109,Pattern Recognition and Data Mining,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Pattern Recognition and Data Mining
080110,Simulation and Modelling,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Simulation and Modelling
080111,Virtual Reality and Related Simulation,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Virtual Reality and Related Simulation
080199,Artificial Intelligence and Image Processing not elsewhere classified,0801,Artificial Intelligence and Image Processing,08,Information and Computing Sciences,Information and Computing Sciences/Artificial Intelligence and Image Processing/Artificial Intelligence and Image Processing not elsewhere classified
080201,Analysis of Algorithms and Complexity,0802,Computation Theory and Mathematics,08,Information and Computing Sciences,Information and Computing Sciences/Computation Theory and Mathematics/Analysis of Algorithms and Complexity
080202,Applied Discrete Mathematics,0802,Computation Theory and Mathematics,08,Information and Computing Sciences,Information and Computing Sciences/Computation Theory and Mathematics/Applied Discrete Mathematics
080203,Computational Logic and Formal Languages,0802,Computation Theory and Mathematics,08,Information and Computing Sciences,Information and Computing Sciences/Computation Theory and Mathematics/Computational Logic and Formal Languages
080204,Mathematical Software,0802,Computation Theory and Mathematics,08,Information and Computing Sciences,Information and Computing Sciences/Computation Theory and Mathematics/Mathematical Software
080205,Numerical Computation,0802,Computation Theory and Mathematics,08,Information and Computing Sciences,Information and Computing Sciences/Computation Theory and Mathematics/Numerical Computation
080299,Computation Theory and Mathematics not elsewhere classified,0802,Computation Theory and Mathematics,08,Information and Computing Sciences,Information and Computing Sciences/Computation Theory and Mathematics/Computation Theory and Mathematics not elsewhere classified
080301,Bioinformatics Software,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Bioinformatics Software
080302,Computer System Architecture,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Computer System Architecture
080303,Computer System Security,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Computer System Security
080304,Concurrent Programming,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Concurrent Programming
080305,Multimedia Programming,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Multimedia Programming
080306,Open Software,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Open Software
080307,Operating Systems,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Operating Systems
080308,Programming Languages,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Programming Languages
080309,Software Engineering,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Software Engineering
080399,Computer Software not elsewhere classified,0803,Computer Software,08,Information and Computing Sciences,Information and Computing Sciences/Computer Software/Computer Software not elsewhere classified
080401,Coding and Information Theory,0804,Data Format,08,Information and Computing Sciences,Information and Computing Sciences/Data Format/Coding and Information Theory
080402,Data Encryption,0804,Data Format,08,Information and Computing Sciences,Information and Computing Sciences/Data Format/Data Encryption
080403,Data Structures,0804,Data Format,08,Information and Computing Sciences,Information and Computing Sciences/Data Format/Data Structures
080404,Markup Languages,0804,Data Format,08,Information and Computing Sciences,Information and Computing Sciences/Data Format/Markup Languages
080499,Data Format not elsewhere classified,0804,Data Format,08,Information and Computing Sciences,Information and Computing Sciences/Data Format/Data Format not elsewhere classified
080501,Distributed and Grid Systems,0805,Distributed Computing,08,Information and Computing Sciences,Information and Computing Sciences/Distributed Computing/Distributed and Grid Systems
080502,Mobile Technologies,0805,Distributed Computing,08,Information and Computing Sciences,Information and Computing Sciences/Distributed Computing/Mobile Technologies
080503,Networking and Communications,0805,Distributed Computing,08,Information and Computing Sciences,Information and Computing Sciences/Distributed Computing/Networking and Communications
080504,Ubiquitous Computing,0805,Distributed Computing,08,Information and Computing Sciences,Information and Computing Sciences/Distributed Computing/Ubiquitous Computing
080505,Web Technologies (excl. Web Search),0805,Distributed Computing,08,Information and Computing Sciences,Information and Computing Sciences/Distributed Computing/Web Technologies (excl. Web Search)
080599,Distributed Computing not elsewhere classified,0805,Distributed Computing,08,Information and Computing Sciences,Information and Computing Sciences/Distributed Computing/Distributed Computing not elsewhere classified
080601,Aboriginal and Torres Strait Islander Information and Knowledge Systems,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Aboriginal and Torres Strait Islander Information and Knowledge Systems
080602,Computer-Human Interaction,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Computer-Human Interaction
080603,Conceptual Modelling,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Conceptual Modelling
080604,Database Management,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Database Management
080605,Decision Support and Group Support Systems,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Decision Support and Group Support Systems
080606,Global Information Systems,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Global Information Systems
080607,Information Engineering and Theory,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Information Engineering and Theory
080608,Information Systems Development Methodologies,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Information Systems Development Methodologies
080609,Information Systems Management,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Information Systems Management
080610,Information Systems Organisation,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Information Systems Organisation
080611,Information Systems Theory,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Information Systems Theory
080612,Interorganisational Information Systems and Web Services,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Interorganisational Information Systems and Web Services
080613,Māori Information and Knowledge Systems,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Māori Information and Knowledge Systems
080614,Pacific Peoples Information and Knowledge Systems,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Pacific Peoples Information and Knowledge Systems
080699,Information Systems not elsewhere classified,0806,Information Systems,08,Information and Computing Sciences,Information and Computing Sciences/Information Systems/Information Systems not elsewhere classified
080701,Aboriginal and Torres Strait Islander Knowledge Management,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Aboriginal and Torres Strait Islander Knowledge Management
080702,Health Informatics,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Health Informatics
080703,Human Information Behaviour,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Human Information Behaviour
080704,Information Retrieval and Web Search,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Information Retrieval and Web Search
080705,Informetrics,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Informetrics
080706,Librarianship,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Librarianship
080707,Organisation of Information and Knowledge Resources,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Organisation of Information and Knowledge Resources
080708,Records and Information Management (excl. Business Records and Information Management),0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Records and Information Management (excl. Business Records and Information Management)
080709,Social and Community Informatics,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Social and Community Informatics
080799,Library and Information Studies not elsewhere classified,0807,Library and Information Studies,08,Information and Computing Sciences,Information and Computing Sciences/Library and Information Studies/Library and Information Studies not elsewhere classified
089999,Information and Computing Sciences not elsewhere classified,0899,Other Information and Computing Sciences,08,Information and Computing Sciences,Information and Computing Sciences/Other Information and Computing Sciences/Information and Computing Sciences not elsewhere classified
090101,Aerodynamics (excl. Hypersonic Aerodynamics),0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Aerodynamics (excl. Hypersonic Aerodynamics)
090102,Aerospace Materials,0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Aerospace Materials
090103,Aerospace Structures,0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Aerospace Structures
090104,Aircraft Performance and Flight Control Systems,0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Aircraft Performance and Flight Control Systems
090105,Avionics,0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Avionics
090106,Flight Dynamics,0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Flight Dynamics
090107,Hypersonic Propulsion and Hypersonic Aerodynamics,0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Hypersonic Propulsion and Hypersonic Aerodynamics
090108,"Satellite, Space Vehicle and Missile Design and Testing",0901,Aerospace Engineering,09,Engineering,"Engineering/Aerospace Engineering/Satellite, Space Vehicle and Missile Design and Testing"
090199,Aerospace Engineering not elsewhere classified,0901,Aerospace Engineering,09,Engineering,Engineering/Aerospace Engineering/Aerospace Engineering not elsewhere classified
090201,Automotive Combustion and Fuel Engineering (incl. Alternative/Renewable Fuels),0902,Automotive Engineering,09,Engineering,Engineering/Automotive Engineering/Automotive Combustion and Fuel Engineering (incl. Alternative/Renewable Fuels)
090202,Automotive Engineering Materials,0902,Automotive Engineering,09,Engineering,Engineering/Automotive Engineering/Automotive Engineering Materials
090203,Automotive Mechatronics,0902,Automotive Engineering,09,Engineering,Engineering/Automotive Engineering/Automotive Mechatronics
090204,Automotive Safety Engineering,0902,Automotive Engineering,09,Engineering,Engineering/Automotive Engineering/Automotive Safety Engineering
090205,Hybrid Vehicles and Powertrains,0902,Automotive Engineering,09,Engineering,Engineering/Automotive Engineering/Hybrid Vehicles and Powertrains
090299,Automotive Engineering not elsewhere classified,0902,Automotive Engineering,09,Engineering,Engineering/Automotive Engineering/Automotive Engineering not elsewhere classified
090301,Biomaterials,0903,Biomedical Engineering,09,Engineering,Engineering/Biomedical Engineering/Biomaterials
090302,Biomechanical Engineering,0903,Biomedical Engineering,09,Engineering,Engineering/Biomedical Engineering/Biomechanical Engineering
090303,Biomedical Instrumentation,0903,Biomedical Engineering,09,Engineering,Engineering/Biomedical Engineering/Biomedical Instrumentation
090304,Medical Devices,0903,Biomedical Engineering,09,Engineering,Engineering/Biomedical Engineering/Medical Devices
090305,Rehabilitation Engineering,0903,Biomedical Engineering,09,Engineering,Engineering/Biomedical Engineering/Rehabilitation Engineering
090399,Biomedical Engineering not elsewhere classified,0903,Biomedical Engineering,09,Engineering,Engineering/Biomedical Engineering/Biomedical Engineering not elsewhere classified
090401,Carbon Capture Engineering (excl. Sequestration),0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Carbon Capture Engineering (excl. Sequestration)
090402,Catalytic Process Engineering,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Catalytic Process Engineering
090403,Chemical Engineering Design,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Chemical Engineering Design
090404,Membrane and Separation Technologies,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Membrane and Separation Technologies
090405,Non-automotive Combustion and Fuel Engineering (incl. Alternative/Renewable Fuels),0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Non-automotive Combustion and Fuel Engineering (incl. Alternative/Renewable Fuels)
090406,Powder and Particle Technology,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Powder and Particle Technology
090407,Process Control and Simulation,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Process Control and Simulation
090408,Rheology,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Rheology
090409,Wastewater Treatment Processes,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Wastewater Treatment Processes
090410,Water Treatment Processes,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Water Treatment Processes
090499,Chemical Engineering not elsewhere classified,0904,Chemical Engineering,09,Engineering,Engineering/Chemical Engineering/Chemical Engineering not elsewhere classified
090501,Civil Geotechnical Engineering,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Civil Geotechnical Engineering
090502,Construction Engineering,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Construction Engineering
090503,Construction Materials,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Construction Materials
090504,Earthquake Engineering,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Earthquake Engineering
090505,Infrastructure Engineering and Asset Management,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Infrastructure Engineering and Asset Management
090506,Structural Engineering,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Structural Engineering
090507,Transport Engineering,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Transport Engineering
090508,Water Quality Engineering,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Water Quality Engineering
090509,Water Resources Engineering,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Water Resources Engineering
090599,Civil Engineering not elsewhere classified,0905,Civil Engineering,09,Engineering,Engineering/Civil Engineering/Civil Engineering not elsewhere classified
