Code,Description,Four_Digit_Code,Four_Digit_Description,Two_Digit_Code,Two_Digit_Description,Definition
010101,Algebra and Number Theory,0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Algebra and Number Theory
010102,Algebraic and Differential Geometry,0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Algebraic and Differential Geometry
010103,"Category Theory, K Theory, Homological Algebra",0101,Pure Mathematics,01,Mathematical Sciences,"Mathematical Sciences/Pure Mathematics/Category Theory, K Theory, Homological Algebra"
010104,Combinatorics and Discrete Mathematics (excl. Physical Combinatorics),0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Combinatorics and Discrete Mathematics (excl. Physical Combinatorics)
010105,Group Theory and Generalisations,0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Group Theory and Generalisations
010106,"Lie Groups, Harmonic and Fourier Analysis",0101,Pure Mathematics,01,Mathematical Sciences,"Mathematical Sciences/Pure Mathematics/Lie Groups, Harmonic and Fourier Analysis"
010107,"Mathematical Logic, Set Theory, Lattices and Universal Algebra",0101,Pure Mathematics,01,Mathematical Sciences,"Mathematical Sciences/Pure Mathematics/Mathematical Logic, Set Theory, Lattices and Universal Algebra"
010108,Operator Algebras and Functional Analysis,0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Operator Algebras and Functional Analysis
010109,"Ordinary Differential Equations, Difference Equations and Dynamical Systems",0101,Pure Mathematics,01,Mathematical Sciences,"Mathematical Sciences/Pure Mathematics/Ordinary Differential Equations, Difference Equations and Dynamical Systems"
010110,Partial Differential Equations,0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Partial Differential Equations
010111,Real and Complex Functions (incl. Several Variables),0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Real and Complex Functions (incl. Several Variables)
010112,Topology,0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Topology
010199,Pure Mathematics not elsewhere classified,0101,Pure Mathematics,01,Mathematical Sciences,Mathematical Sciences/Pure Mathematics/Pure Mathematics not elsewhere classified
010201,Approximation Theory and Asymptotic Methods,0102,Applied Mathematics,01,Mathematical Sciences,Mathematical Sciences/Applied Mathematics/Approximation Theory and Asymptotic Methods
010202,Biological Mathematics,0102,Applied Mathematics,01,Mathematical Sciences,Mathematical Sciences/Applied Mathematics/Biological Mathematics
010203,"Calculus of Variations, Systems Theory and Control Theory",0102,Applied Mathematics,01,Mathematical Sciences,"Mathematical Sciences/Applied Mathematics/Calculus of Variations, Systems Theory and Control Theory"
010204,Dynamical Systems in Applications,0102,Applied Mathematics,01,Mathematical Sciences,Mathematical Sciences/Applied Mathematics/Dynamical Systems in Applications
010205,Financial Mathematics,0102,Applied Mathematics,01,Mathematical Sciences,Mathematical Sciences/Applied Mathematics/Financial Mathematics
010206,Operations Research,0102,Applied Mathematics,01,Mathematical Sciences,Mathematical Sciences/Applied Mathematics/Operations Research
010207,Theoretical and Applied Mechanics,0102,Applied Mathematics,01,Mathematical Sciences,Mathematical Sciences/Applied Mathematics/Theoretical and Applied Mechanics
010299,Applied Mathematics not elsewhere classified,0102,Applied Mathematics,01,Mathematical Sciences,Mathematical Sciences/Applied Mathematics/Applied Mathematics not elsewhere classified
010301,Numerical Analysis,0103,Numerical and Computational Mathematics,01,Mathematical Sciences,Mathematical Sciences/Numerical and Computational Mathematics/Numerical Analysis
010302,Numerical Solution of Differential and Integral Equations,0103,Numerical and Computational Mathematics,01,Mathematical Sciences,Mathematical Sciences/Numerical and Computational Mathematics/Numerical Solution of Differential and Integral Equations
010303,Optimisation,0103,Numerical and Computational Mathematics,01,Mathematical Sciences,Mathematical Sciences/Numerical and Computational Mathematics/Optimisation
010399,Numerical and Computational Mathematics not elsewhere classified,0103,Numerical and Computational Mathematics,01,Mathematical Sciences,Mathematical Sciences/Numerical and Computational Mathematics/Numerical and Computational Mathematics not elsewhere classified
010401,Applied Statistics,0104,Statistics,01,Mathematical Sciences,Mathematical Sciences/Statistics/Applied Statistics
010402,Biostatistics,0104,Statistics,01,Mathematical Sciences,Mathematical Sciences/Statistics/Biostatistics
010403,Forensic Statistics,0104,Statistics,01,Mathematical Sciences,Mathematical Sciences/Statistics/Forensic Statistics
010404,Probability Theory,0104,Statistics,01,Mathematical Sciences,Mathematical Sciences/Statistics/Probability Theory
010405,Statistical Theory,0104,Statistics,01,Mathematical Sciences,Mathematical Sciences/Statistics/Statistical Theory
010406,Stochastic Analysis and Modelling,0104,Statistics,01,Mathematical Sciences,Mathematical Sciences/Statistics/Stochastic Analysis and Modelling
010499,Statistics not elsewhere classified,0104,Statistics,01,Mathematical Sciences,Mathematical Sciences/Statistics/Statistics not elsewhere classified
010501,Algebraic Structures in Mathematical Physics,0105,Mathematical Physics,01,Mathematical Sciences,Mathematical Sciences/Mathematical Physics/Algebraic Structures in Mathematical Physics
010502,Integrable Systems (Classical and Quantum),0105,Mathematical Physics,01,Mathematical Sciences,Mathematical Sciences/Mathematical Physics/Integrable Systems (Classical and Quantum)
010503,"Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory",0105,Mathematical Physics,01,Mathematical Sciences,"Mathematical Sciences/Mathematical Physics/Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory"
010504,Mathematical Aspects of General Relativity,0105,Mathematical Physics,01,Mathematical Sciences,Mathematical Sciences/Mathematical Physics/Mathematical Aspects of General Relativity
010505,"Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory",0105,Mathematical Physics,01,Mathematical Sciences,"Mathematical Sciences/Mathematical Physics/Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory"
010506,"Statistical Mechanics, Physical Combinatorics and Mathematical Aspects of Condensed Matter",0105,Mathematical Physics,01,Mathematical Sciences,"Mathematical Sciences/Mathematical Physics/Statistical Mechanics, Physical Combinatorics and Mathematical Aspects of Condensed Matter"
010599,Mathematical Physics not elsewhere classified,0105,Mathematical Physics,01,Mathematical Sciences,Mathematical Sciences/Mathematical Physics/Mathematical Physics not elsewhere classified
019999,Mathematical Sciences not elsewhere classified,0199,Other Mathematical Sciences,01,Mathematical Sciences,Mathematical Sciences/Other Mathematical Sciences/Mathematical Sciences not elsewhere classified
020101,Astrobiology,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Astrobiology
020102,Astronomical and Space Instrumentation,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Astronomical and Space Instrumentation
020103,Cosmology and Extragalactic Astronomy,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Cosmology and Extragalactic Astronomy
020104,Galactic Astronomy,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Galactic Astronomy
020105,General Relativity and Gravitational Waves,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/General Relativity and Gravitational Waves
020106,High Energy Astrophysics; Cosmic Rays,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/High Energy Astrophysics; Cosmic Rays
020107,"Mesospheric, Ionospheric and Magnetospheric Physics",0201,Astronomical and Space Sciences,02,Physical Sciences,"Physical Sciences/Astronomical and Space Sciences/Mesospheric, Ionospheric and Magnetospheric Physics"
020108,Planetary Science (excl. Extraterrestrial Geology),0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Planetary Science (excl. Extraterrestrial Geology)
020109,Space and Solar Physics,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Space and Solar Physics
020110,Stellar Astronomy and Planetary Systems,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Stellar Astronomy and Planetary Systems
020199,Astronomical and Space Sciences not elsewhere classified,0201,Astronomical and Space Sciences,02,Physical Sciences,Physical Sciences/Astronomical and Space Sciences/Astronomical and Space Sciences not elsewhere classified
020201,Atomic and Molecular Physics,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",02,Physical Sciences,"Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Atomic and Molecular Physics"
020202,Nuclear Physics,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",02,Physical Sciences,"Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Nuclear Physics"
020203,Particle Physics,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",02,Physical Sciences,"Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Particle Physics"
020204,Plasma Physics; Fusion Plasmas; Electrical Discharges,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",02,Physical Sciences,"Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Plasma Physics; Fusion Plasmas; Electrical Discharges"
020299,"Atomic, Molecular, Nuclear, Particle and Plasma Physics not elsewhere classified",0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",02,Physical Sciences,"Physical Sciences/Atomic, Molecular, Nuclear, Particle and Plasma Physics/Atomic, Molecular, Nuclear, Particle and Plasma Physics not elsewhere classified"
020301,Acoustics and Acoustical Devices; Waves,0203,Classical Physics,02,Physical Sciences,Physical Sciences/Classical Physics/Acoustics and Acoustical Devices; Waves
020302,Electrostatics and Electrodynamics,0203,Classical Physics,02,Physical Sciences,Physical Sciences/Classical Physics/Electrostatics and Electrodynamics
020303,Fluid Physics,0203,Classical Physics,02,Physical Sciences,Physical Sciences/Classical Physics/Fluid Physics
020304,Thermodynamics and Statistical Physics,0203,Classical Physics,02,Physical Sciences,Physical Sciences/Classical Physics/Thermodynamics and Statistical Physics
020399,Classical Physics not elsewhere classified,0203,Classical Physics,02,Physical Sciences,Physical Sciences/Classical Physics/Classical Physics not elsewhere classified
020401,Condensed Matter Characterisation Technique Development,0204,Condensed Matter Physics,02,Physical Sciences,Physical Sciences/Condensed Matter Physics/Condensed Matter Characterisation Technique Development
020402,Condensed Matter Imaging,0204,Condensed Matter Physics,02,Physical Sciences,Physical Sciences/Condensed Matter Physics/Condensed Matter Imaging
020403,Condensed Matter Modelling and Density Functional Theory,0204,Condensed Matter Physics,02,Physical Sciences,Physical Sciences/Condensed Matter Physics/Condensed Matter Modelling and Density Functional Theory
020404,Electronic and Magnetic Properties of Condensed Matter; Superconductivity,0204,Condensed Matter Physics,02,Physical Sciences,Physical Sciences/Condensed Matter Physics/Electronic and Magnetic Properties of Condensed Matter; Superconductivity
020405,Soft Condensed Matter,0204,Condensed Matter Physics,02,Physical Sciences,Physical Sciences/Condensed Matter Physics/Soft Condensed Matter
020406,Surfaces and Structural Properties of Condensed Matter,0204,Condensed Matter Physics,02,Physical Sciences,Physical Sciences/Condensed Matter Physics/Surfaces and Structural Properties of Condensed Matter
020499,Condensed Matter Physics not elsewhere classified,0204,Condensed Matter Physics,02,Physical Sciences,Physical Sciences/Condensed Matter Physics/Condensed Matter Physics not elsewhere classified
020501,Classical and Physical Optics,0205,Optical Physics,02,Physical Sciences,Physical Sciences/Optical Physics/Classical and Physical Optics
020502,Lasers and Quantum Electronics,0205,Optical Physics,02,Physical Sciences,Physical Sciences/Optical Physics/Lasers and Quantum Electronics
020503,Nonlinear Optics and Spectroscopy,0205,Optical Physics,02,Physical Sciences,Physical Sciences/Optical Physics/Nonlinear Optics and Spectroscopy
020504,"Photonics, Optoelectronics and Optical Communications",0205,Optical Physics,02,Physical Sciences,"Physical Sciences/Optical Physics/Photonics, Optoelectronics and Optical Communications"
020599,Optical Physics not elsewhere classified,0205,Optical Physics,02,Physical Sciences,Physical Sciences/Optical Physics/Optical Physics not elsewhere classified
020601,Degenerate Quantum Gases and Atom Optics,0206,Quantum Physics,02,Physical Sciences,Physical Sciences/Quantum Physics/Degenerate Quantum Gases and Atom Optics
020602,Field Theory and String Theory,0206,Quantum Physics,02,Physical Sciences,Physical Sciences/Quantum Physics/Field Theory and String Theory
020603,"Quantum Information, Computation and Communication",0206,Quantum Physics,02,Physical Sciences,"Physical Sciences/Quantum Physics/Quantum Information, Computation and Communication"
020604,Quantum Optics,0206,Quantum Physics,02,Physical Sciences,Physical Sciences/Quantum Physics/Quantum Optics
020699,Quantum Physics not elsewhere classified,0206,Quantum Physics,02,Physical Sciences,Physical Sciences/Quantum Physics/Quantum Physics not elsewhere classified
029901,Biological Physics,0299,Other Physical Sciences,02,Physical Sciences,Physical Sciences/Other Physical Sciences/Biological Physics
029902,Complex Physical Systems,0299,Other Physical Sciences,02,Physical Sciences,Physical Sciences/Other Physical Sciences/Complex Physical Systems
029903,Medical Physics,0299,Other Physical Sciences,02,Physical Sciences,Physical Sciences/Other Physical Sciences/Medical Physics
029904,Synchrotrons; Accelerators; Instruments and Techniques,0299,Other Physical Sciences,02,Physical Sciences,Physical Sciences/Other Physical Sciences/Synchrotrons; Accelerators; Instruments and Techniques
029999,Physical Sciences not elsewhere classified,0299,Other Physical Sciences,02,Physical Sciences,Physical Sciences/Other Physical Sciences/Physical Sciences not elsewhere classified
030101,Analytical Spectrometry,0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Analytical Spectrometry
030102,Electroanalytical Chemistry,0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Electroanalytical Chemistry
030103,Flow Analysis,0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Flow Analysis
030104,Immunological and Bioassay Methods,0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Immunological and Bioassay Methods
030105,Instrumental Methods (excl. Immunological and Bioassay Methods),0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Instrumental Methods (excl. Immunological and Bioassay Methods)
030106,"Quality Assurance, Chemometrics, Traceability and Metrological Chemistry",0301,Analytical Chemistry,03,Chemical Sciences,"Chemical Sciences/Analytical Chemistry/Quality Assurance, Chemometrics, Traceability and Metrological Chemistry"
030107,Sensor Technology (Chemical aspects),0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Sensor Technology (Chemical aspects)
030108,Separation Science,0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Separation Science
030199,Analytical Chemistry not elsewhere classified,0301,Analytical Chemistry,03,Chemical Sciences,Chemical Sciences/Analytical Chemistry/Analytical Chemistry not elsewhere classified
030201,Bioinorganic Chemistry,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/Bioinorganic Chemistry
030202,f-Block Chemistry,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/f-Block Chemistry
030203,Inorganic Green Chemistry,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/Inorganic Green Chemistry
030204,Main Group Metal Chemistry,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/Main Group Metal Chemistry
030205,Non-metal Chemistry,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/Non-metal Chemistry
030206,Solid State Chemistry,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/Solid State Chemistry
030207,Transition Metal Chemistry,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/Transition Metal Chemistry
030299,Inorganic Chemistry not elsewhere classified,0302,Inorganic Chemistry,03,Chemical Sciences,Chemical Sciences/Inorganic Chemistry/Inorganic Chemistry not elsewhere classified
030301,Chemical Characterisation of Materials,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Chemical Characterisation of Materials
030302,Nanochemistry and Supramolecular Chemistry,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Nanochemistry and Supramolecular Chemistry
030303,Optical Properties of Materials,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Optical Properties of Materials
030304,Physical Chemistry of Materials,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Physical Chemistry of Materials
030305,Polymerisation Mechanisms,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Polymerisation Mechanisms
030306,Synthesis of Materials,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Synthesis of Materials
030307,Theory and Design of Materials,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Theory and Design of Materials
030399,Macromolecular and Materials Chemistry not elsewhere classified,0303,Macromolecular and Materials Chemistry,03,Chemical Sciences,Chemical Sciences/Macromolecular and Materials Chemistry/Macromolecular and Materials Chemistry not elsewhere classified
030401,Biologically Active Molecules,0304,Medicinal and Biomolecular Chemistry,03,Chemical Sciences,Chemical Sciences/Medicinal and Biomolecular Chemistry/Biologically Active Molecules
030402,Biomolecular Modelling and Design,0304,Medicinal and Biomolecular Chemistry,03,Chemical Sciences,Chemical Sciences/Medicinal and Biomolecular Chemistry/Biomolecular Modelling and Design
030403,Characterisation of Biological Macromolecules,0304,Medicinal and Biomolecular Chemistry,03,Chemical Sciences,Chemical Sciences/Medicinal and Biomolecular Chemistry/Characterisation of Biological Macromolecules
030404,Cheminformatics and Quantitative Structure-Activity Relationships,0304,Medicinal and Biomolecular Chemistry,03,Chemical Sciences,Chemical Sciences/Medicinal and Biomolecular Chemistry/Cheminformatics and Quantitative Structure-Activity Relationships
030405,Molecular Medicine,0304,Medicinal and Biomolecular Chemistry,03,Chemical Sciences,Chemical Sciences/Medicinal and Biomolecular Chemistry/Molecular Medicine
030406,Proteins and Peptides,0304,Medicinal and Biomolecular Chemistry,03,Chemical Sciences,Chemical Sciences/Medicinal and Biomolecular Chemistry/Proteins and Peptides
030499,Medicinal and Biomolecular Chemistry not elsewhere classified,0304,Medicinal and Biomolecular Chemistry,03,Chemical Sciences,Chemical Sciences/Medicinal and Biomolecular Chemistry/Medicinal and Biomolecular Chemistry not elsewhere classified
030501,Free Radical Chemistry,0305,Organic Chemistry,03,Chemical Sciences,Chemical Sciences/Organic Chemistry/Free Radical Chemistry
030502,Natural Products Chemistry,0305,Organic Chemistry,03,Chemical Sciences,Chemical Sciences/Organic Chemistry/Natural Products Chemistry
030503,Organic Chemical Synthesis,0305,Organic Chemistry,03,Chemical Sciences,Chemical Sciences/Organic Chemistry/Organic Chemical Synthesis
030504,Organic Green Chemistry,0305,Organic Chemistry,03,Chemical Sciences,Chemical Sciences/Organic Chemistry/Organic Green Chemistry
030505,Physical Organic Chemistry,0305,Organic Chemistry,03,Chemical Sciences,Chemical Sciences/Organic Chemistry/Physical Organic Chemistry
030599,Organic Chemistry not elsewhere classified,0305,Organic Chemistry,03,Chemical Sciences,Chemical Sciences/Organic Chemistry/Organic Chemistry not elsewhere classified
030601,Catalysis and Mechanisms of Reactions,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Catalysis and Mechanisms of Reactions
030602,Chemical Thermodynamics and Energetics,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Chemical Thermodynamics and Energetics
030603,Colloid and Surface Chemistry,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Colloid and Surface Chemistry
030604,Electrochemistry,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Electrochemistry
030605,Solution Chemistry,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Solution Chemistry
030606,Structural Chemistry and Spectroscopy,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Structural Chemistry and Spectroscopy
030607,Transport Properties and Non-Equilibrium Processes,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Transport Properties and Non-Equilibrium Processes
030699,Physical Chemistry not elsewhere classified,0306,Physical Chemistry (incl. Structural),03,Chemical Sciences,Chemical Sciences/Physical Chemistry (incl. Structural)/Physical Chemistry not elsewhere classified
030701,Quantum Chemistry,0307,Theoretical and Computational Chemistry,03,Chemical Sciences,Chemical Sciences/Theoretical and Computational Chemistry/Quantum Chemistry
030702,Radiation and Matter,0307,Theoretical and Computational Chemistry,03,Chemical Sciences,Chemical Sciences/Theoretical and Computational Chemistry/Radiation and Matter
030703,Reaction Kinetics and Dynamics,0307,Theoretical and Computational Chemistry,03,Chemical Sciences,Chemical Sciences/Theoretical and Computational Chemistry/Reaction Kinetics and Dynamics
030704,Statistical Mechanics in Chemistry,0307,Theoretical and Computational Chemistry,03,Chemical Sciences,Chemical Sciences/Theoretical and Computational Chemistry/Statistical Mechanics in Chemistry
030799,Theoretical and Computational Chemistry not elsewhere classified,0307,Theoretical and Computational Chemistry,03,Chemical Sciences,Chemical Sciences/Theoretical and Computational Chemistry/Theoretical and Computational Chemistry not elsewhere classified
039901,Environmental Chemistry (incl. Atmospheric Chemistry),0399,Other Chemical Sciences,03,Chemical Sciences,Chemical Sciences/Other Chemical Sciences/Environmental Chemistry (incl. Atmospheric Chemistry)
039902,Forensic Chemistry,0399,Other Chemical Sciences,03,Chemical Sciences,Chemical Sciences/Other Chemical Sciences/Forensic Chemistry
039903,Industrial Chemistry,0399,Other Chemical Sciences,03,Chemical Sciences,Chemical Sciences/Other Chemical Sciences/Industrial Chemistry
039904,Organometallic Chemistry,0399,Other Chemical Sciences,03,Chemical Sciences,Chemical Sciences/Other Chemical Sciences/Organometallic Chemistry
039999,Chemical Sciences not elsewhere classified,0399,Other Chemical Sciences,03,Chemical Sciences,Chemical Sciences/Other Chemical Sciences/Chemical Sciences not elsewhere classified
040101,Atmospheric Aerosols,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Atmospheric Aerosols
040102,Atmospheric Dynamics,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Atmospheric Dynamics
040103,Atmospheric Radiation,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Atmospheric Radiation
040104,Climate Change Processes,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Climate Change Processes
040105,Climatology (excl. Climate Change Processes),0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Climatology (excl. Climate Change Processes)
040106,Cloud Physics,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Cloud Physics
040107,Meteorology,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Meteorology
040108,Tropospheric and Stratospheric Physics,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Tropospheric and Stratospheric Physics
040199,Atmospheric Sciences not elsewhere classified,0401,Atmospheric Sciences,04,Earth Sciences,Earth Sciences/Atmospheric Sciences/Atmospheric Sciences not elsewhere classified
040201,Exploration Geochemistry,0402,Geochemistry,04,Earth Sciences,Earth Sciences/Geochemistry/Exploration Geochemistry
040202,Inorganic Geochemistry,0402,Geochemistry,04,Earth Sciences,Earth Sciences/Geochemistry/Inorganic Geochemistry
040203,Isotope Geochemistry,0402,Geochemistry,04,Earth Sciences,Earth Sciences/Geochemistry/Isotope Geochemistry
040204,Organic Geochemistry,0402,Geochemistry,04,Earth Sciences,Earth Sciences/Geochemistry/Organic Geochemistry
040299,Geochemistry not elsewhere classified,0402,Geochemistry,04,Earth Sciences,Earth Sciences/Geochemistry/Geochemistry not elsewhere classified
040301,Basin Analysis,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Basin Analysis
040302,Extraterrestrial Geology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Extraterrestrial Geology
040303,Geochronology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Geochronology
040304,Igneous and Metamorphic Petrology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Igneous and Metamorphic Petrology
040305,Marine Geoscience,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Marine Geoscience
040306,Mineralogy and Crystallography,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Mineralogy and Crystallography
040307,Ore Deposit Petrology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Ore Deposit Petrology
040308,Palaeontology (incl. Palynology),0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Palaeontology (incl. Palynology)
040309,Petroleum and Coal Geology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Petroleum and Coal Geology
040310,Sedimentology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Sedimentology
040311,Stratigraphy (incl. Biostratigraphy and Sequence Stratigraphy),0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Stratigraphy (incl. Biostratigraphy and Sequence Stratigraphy)
040312,Structural Geology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Structural Geology
040313,Tectonics,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Tectonics
040314,Volcanology,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Volcanology
040399,Geology not elsewhere classified,0403,Geology,04,Earth Sciences,Earth Sciences/Geology/Geology not elsewhere classified
040401,Electrical and Electromagnetic Methods in Geophysics,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Electrical and Electromagnetic Methods in Geophysics
040402,Geodynamics,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Geodynamics
040403,Geophysical Fluid Dynamics,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Geophysical Fluid Dynamics
040404,Geothermics and Radiometrics,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Geothermics and Radiometrics
040405,Gravimetrics,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Gravimetrics
040406,Magnetism and Palaeomagnetism,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Magnetism and Palaeomagnetism
040407,Seismology and Seismic Exploration,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Seismology and Seismic Exploration
040499,Geophysics not elsewhere classified,0404,Geophysics,04,Earth Sciences,Earth Sciences/Geophysics/Geophysics not elsewhere classified
040501,Biological Oceanography,0405,Oceanography,04,Earth Sciences,Earth Sciences/Oceanography/Biological Oceanography
040502,Chemical Oceanography,0405,Oceanography,04,Earth Sciences,Earth Sciences/Oceanography/Chemical Oceanography
040503,Physical Oceanography,0405,Oceanography,04,Earth Sciences,Earth Sciences/Oceanography/Physical Oceanography
040599,Oceanography not elsewhere classified,0405,Oceanography,04,Earth Sciences,Earth Sciences/Oceanography/Oceanography not elsewhere classified
040601,Geomorphology and Regolith and Landscape Evolution,0406,Physical Geography and Environmental Geoscience,04,Earth Sciences,Earth Sciences/Physical Geography and Environmental Geoscience/Geomorphology and Regolith and Landscape Evolution
040602,Glaciology,0406,Physical Geography and Environmental Geoscience,04,Earth Sciences,Earth Sciences/Physical Geography and Environmental Geoscience/Glaciology
