Version,Code,Description,Definition,Two_Digit_Code,Two_Digit_Description,Four_Digit_Code,Four_Digit_Description
2.0.0,320601,Gene and molecular therapy,Biomedical And Clinical Sciences/Medical biotechnology/Gene and molecular therapy,32,Biomedical And Clinical Sciences,3206,Medical biotechnology
2.0.0,320602,Medical biotechnology diagnostics (incl. biosensors),Biomedical And Clinical Sciences/Medical biotechnology/Medical biotechnology diagnostics (incl. biosensors),32,Biomedical And Clinical Sciences,3206,Medical biotechnology
2.0.0,320603,Medical molecular engineering of nucleic acids and proteins,Biomedical And Clinical Sciences/Medical biotechnology/Medical molecular engineering of nucleic acids and proteins,32,Biomedical And Clinical Sciences,3206,Medical biotechnology
2.0.0,320604,Nanomedicine,Biomedical And Clinical Sciences/Medical biotechnology/Nanomedicine,32,Biomedical And Clinical Sciences,3206,Medical biotechnology
2.0.0,320605,"Nanotoxicology, health and safety","Biomedical And Clinical Sciences/Medical biotechnology/Nanotoxicology, health and safety",32,Biomedical And Clinical Sciences,3206,Medical biotechnology
2.0.0,320606,Regenerative medicine (incl. stem cells),Biomedical And Clinical Sciences/Medical biotechnology/Regenerative medicine (incl. stem cells),32,Biomedical And Clinical Sciences,3206,Medical biotechnology
2.0.0,320699,Medical biotechnology not elsewhere classified,Biomedical And Clinical Sciences/Medical biotechnology/Medical biotechnology not elsewhere classified,32,Biomedical And Clinical Sciences,3206,Medical biotechnology
2.0.0,320701,Medical bacteriology,Biomedical And Clinical Sciences/Medical microbiology/Medical bacteriology,32,Biomedical And Clinical Sciences,3207,Medical microbiology
2.0.0,320702,Medical infection agents (incl. prions),Biomedical And Clinical Sciences/Medical microbiology/Medical infection agents (incl. prions),32,Biomedical And Clinical Sciences,3207,Medical microbiology
2.0.0,320703,Medical mycology,Biomedical And Clinical Sciences/Medical microbiology/Medical mycology,32,Biomedical And Clinical Sciences,3207,Medical microbiology
2.0.0,320704,Medical parasitology,Biomedical And Clinical Sciences/Medical microbiology/Medical parasitology,32,Biomedical And Clinical Sciences,3207,Medical microbiology
2.0.0,320705,Medical virology,Biomedical And Clinical Sciences/Medical microbiology/Medical virology,32,Biomedical And Clinical Sciences,3207,Medical microbiology
2.0.0,320799,Medical microbiology not elsewhere classified,Biomedical And Clinical Sciences/Medical microbiology/Medical microbiology not elsewhere classified,32,Biomedical And Clinical Sciences,3207,Medical microbiology
2.0.0,320801,Cell physiology,Biomedical And Clinical Sciences/Medical physiology/Cell physiology,32,Biomedical And Clinical Sciences,3208,Medical physiology
2.0.0,320802,Human biophysics,Biomedical And Clinical Sciences/Medical physiology/Human biophysics,32,Biomedical And Clinical Sciences,3208,Medical physiology
2.0.0,320803,Systems physiology,Biomedical And Clinical Sciences/Medical physiology/Systems physiology,32,Biomedical And Clinical Sciences,3208,Medical physiology
2.0.0,320899,Medical physiology not elsewhere classified,Biomedical And Clinical Sciences/Medical physiology/Medical physiology not elsewhere classified,32,Biomedical And Clinical Sciences,3208,Medical physiology
2.0.0,320901,Autonomic nervous system,Biomedical And Clinical Sciences/Neurosciences/Autonomic nervous system,32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,320902,Cellular nervous system,Biomedical And Clinical Sciences/Neurosciences/Cellular nervous system,32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,320903,Central nervous system,Biomedical And Clinical Sciences/Neurosciences/Central nervous system,32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,320904,Computational neuroscience (incl. mathematical neuroscience and theoretical neuroscience),Biomedical And Clinical Sciences/Neurosciences/Computational neuroscience (incl. mathematical neuroscience and theoretical neuroscience),32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,320905,Neurology and neuromuscular diseases,Biomedical And Clinical Sciences/Neurosciences/Neurology and neuromuscular diseases,32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,320906,Peripheral nervous system,Biomedical And Clinical Sciences/Neurosciences/Peripheral nervous system,32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,320907,Sensory systems,Biomedical And Clinical Sciences/Neurosciences/Sensory systems,32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,320999,Neurosciences not elsewhere classified,Biomedical And Clinical Sciences/Neurosciences/Neurosciences not elsewhere classified,32,Biomedical And Clinical Sciences,3209,Neurosciences
2.0.0,321001,Clinical nutrition,Biomedical And Clinical Sciences/Nutrition and dietetics/Clinical nutrition,32,Biomedical And Clinical Sciences,3210,Nutrition and dietetics
2.0.0,321002,Food properties (incl. characteristics and health benefits),Biomedical And Clinical Sciences/Nutrition and dietetics/Food properties (incl. characteristics and health benefits),32,Biomedical And Clinical Sciences,3210,Nutrition and dietetics
2.0.0,321003,Nutrigenomics and personalised nutrition,Biomedical And Clinical Sciences/Nutrition and dietetics/Nutrigenomics and personalised nutrition,32,Biomedical And Clinical Sciences,3210,Nutrition and dietetics
2.0.0,321004,Nutritional science,Biomedical And Clinical Sciences/Nutrition and dietetics/Nutritional science,32,Biomedical And Clinical Sciences,3210,Nutrition and dietetics
2.0.0,321005,Public health nutrition,Biomedical And Clinical Sciences/Nutrition and dietetics/Public health nutrition,32,Biomedical And Clinical Sciences,3210,Nutrition and dietetics
2.0.0,321006,Sport and exercise nutrition,Biomedical And Clinical Sciences/Nutrition and dietetics/Sport and exercise nutrition,32,Biomedical And Clinical Sciences,3210,Nutrition and dietetics
2.0.0,321099,Nutrition and dietetics not elsewhere classified,Biomedical And Clinical Sciences/Nutrition and dietetics/Nutrition and dietetics not elsewhere classified,32,Biomedical And Clinical Sciences,3210,Nutrition and dietetics
2.0.0,321101,Cancer cell biology,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Cancer cell biology,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321102,Cancer diagnosis,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Cancer diagnosis,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321103,Cancer genetics,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Cancer genetics,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321104,Cancer therapy (excl. chemotherapy and radiation therapy),Biomedical And Clinical Sciences/Oncology and carcinogenesis/Cancer therapy (excl. chemotherapy and radiation therapy),32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321105,Chemotherapy,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Chemotherapy,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321106,Haematological tumours,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Haematological tumours,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321107,Liquid biopsies,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Liquid biopsies,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321108,Molecular targets,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Molecular targets,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321109,Predictive and prognostic markers,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Predictive and prognostic markers,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321110,Radiation therapy,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Radiation therapy,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321111,Solid tumours,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Solid tumours,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321199,Oncology and carcinogenesis not elsewhere classified,Biomedical And Clinical Sciences/Oncology and carcinogenesis/Oncology and carcinogenesis not elsewhere classified,32,Biomedical And Clinical Sciences,3211,Oncology and carcinogenesis
2.0.0,321201,Ophthalmology,Biomedical And Clinical Sciences/Ophthalmology and optometry/Ophthalmology,32,Biomedical And Clinical Sciences,3212,Ophthalmology and optometry
2.0.0,321202,Optical technology,Biomedical And Clinical Sciences/Ophthalmology and optometry/Optical technology,32,Biomedical And Clinical Sciences,3212,Ophthalmology and optometry
2.0.0,321203,Optometry,Biomedical And Clinical Sciences/Ophthalmology and optometry/Optometry,32,Biomedical And Clinical Sciences,3212,Ophthalmology and optometry
2.0.0,321204,Vision science,Biomedical And Clinical Sciences/Ophthalmology and optometry/Vision science,32,Biomedical And Clinical Sciences,3212,Ophthalmology and optometry
2.0.0,321299,Ophthalmology and optometry not elsewhere classified,Biomedical And Clinical Sciences/Ophthalmology and optometry/Ophthalmology and optometry not elsewhere classified,32,Biomedical And Clinical Sciences,3212,Ophthalmology and optometry
2.0.0,321301,Adolescent health,Biomedical And Clinical Sciences/Paediatrics/Adolescent health,32,Biomedical And Clinical Sciences,3213,Paediatrics
2.0.0,321302,Infant and child health,Biomedical And Clinical Sciences/Paediatrics/Infant and child health,32,Biomedical And Clinical Sciences,3213,Paediatrics
2.0.0,321303,Neonatology,Biomedical And Clinical Sciences/Paediatrics/Neonatology,32,Biomedical And Clinical Sciences,3213,Paediatrics
2.0.0,321399,Paediatrics not elsewhere classified,Biomedical And Clinical Sciences/Paediatrics/Paediatrics not elsewhere classified,32,Biomedical And Clinical Sciences,3213,Paediatrics
2.0.0,321401,Basic pharmacology,Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Basic pharmacology,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321402,Clinical pharmacology and therapeutics,Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Clinical pharmacology and therapeutics,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321403,Clinical pharmacy and pharmacy practice,Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Clinical pharmacy and pharmacy practice,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321404,Pharmaceutical delivery technologies,Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Pharmaceutical delivery technologies,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321405,Pharmaceutical sciences,Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Pharmaceutical sciences,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321406,Pharmacogenomics,Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Pharmacogenomics,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321407,Toxicology (incl. clinical toxicology),Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Toxicology (incl. clinical toxicology),32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321499,Pharmacology and pharmaceutical sciences not elsewhere classified,Biomedical And Clinical Sciences/Pharmacology and pharmaceutical sciences/Pharmacology and pharmaceutical sciences not elsewhere classified,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences
2.0.0,321501,Foetal development and medicine,Biomedical And Clinical Sciences/Reproductive medicine/Foetal development and medicine,32,Biomedical And Clinical Sciences,3215,Reproductive medicine
2.0.0,321502,Obstetrics and gynaecology,Biomedical And Clinical Sciences/Reproductive medicine/Obstetrics and gynaecology,32,Biomedical And Clinical Sciences,3215,Reproductive medicine
2.0.0,321503,Reproduction,Biomedical And Clinical Sciences/Reproductive medicine/Reproduction,32,Biomedical And Clinical Sciences,3215,Reproductive medicine
2.0.0,321599,Reproductive medicine not elsewhere classified,Biomedical And Clinical Sciences/Reproductive medicine/Reproductive medicine not elsewhere classified,32,Biomedical And Clinical Sciences,3215,Reproductive medicine
2.0.0,329999,Other biomedical and clinical sciences not elsewhere classified,Biomedical And Clinical Sciences/Other biomedical and clinical sciences/Other biomedical and clinical sciences not elsewhere classified,32,Biomedical And Clinical Sciences,3299,Other biomedical and clinical sciences
2.0.0,330101,Architectural computing and visualisation methods,Built Environment And Design/Architecture/Architectural computing and visualisation methods,33,Built Environment And Design,3301,Architecture
2.0.0,330102,Architectural design,Built Environment And Design/Architecture/Architectural design,33,Built Environment And Design,3301,Architecture
2.0.0,330103,Architectural heritage and conservation,Built Environment And Design/Architecture/Architectural heritage and conservation,33,Built Environment And Design,3301,Architecture
2.0.0,330104,"Architectural history, theory and criticism","Built Environment And Design/Architecture/Architectural history, theory and criticism",33,Built Environment And Design,3301,Architecture
2.0.0,330105,Architectural science and technology,Built Environment And Design/Architecture/Architectural science and technology,33,Built Environment And Design,3301,Architecture
2.0.0,330106,Architecture for disaster relief,Built Environment And Design/Architecture/Architecture for disaster relief,33,Built Environment And Design,3301,Architecture
2.0.0,330107,Architecture management,Built Environment And Design/Architecture/Architecture management,33,Built Environment And Design,3301,Architecture
2.0.0,330108,Interior design,Built Environment And Design/Architecture/Interior design,33,Built Environment And Design,3301,Architecture
2.0.0,330109,Landscape architecture,Built Environment And Design/Architecture/Landscape architecture,33,Built Environment And Design,3301,Architecture
2.0.0,330110,Sustainable architecture,Built Environment And Design/Architecture/Sustainable architecture,33,Built Environment And Design,3301,Architecture
2.0.0,330199,Architecture not elsewhere classified,Built Environment And Design/Architecture/Architecture not elsewhere classified,33,Built Environment And Design,3301,Architecture
2.0.0,330201,Automation and technology in building and construction,Built Environment And Design/Building/Automation and technology in building and construction,33,Built Environment And Design,3302,Building
2.0.0,330202,Building construction management and project planning,Built Environment And Design/Building/Building construction management and project planning,33,Built Environment And Design,3302,Building
2.0.0,330203,Building industry studies,Built Environment And Design/Building/Building industry studies,33,Built Environment And Design,3302,Building
2.0.0,330204,Building information modelling and management,Built Environment And Design/Building/Building information modelling and management,33,Built Environment And Design,3302,Building
2.0.0,330205,Building organisational studies,Built Environment And Design/Building/Building organisational studies,33,Built Environment And Design,3302,Building
2.0.0,330206,"Building science, technologies and systems","Built Environment And Design/Building/Building science, technologies and systems",33,Built Environment And Design,3302,Building
2.0.0,330207,Quantity surveying,Built Environment And Design/Building/Quantity surveying,33,Built Environment And Design,3302,Building
2.0.0,330299,Building not elsewhere classified,Built Environment And Design/Building/Building not elsewhere classified,33,Built Environment And Design,3302,Building
2.0.0,330301,Data visualisation and computational (incl. parametric and generative) design,Built Environment And Design/Design/Data visualisation and computational (incl. parametric and generative) design,33,Built Environment And Design,3303,Design
2.0.0,330302,Design anthropology,Built Environment And Design/Design/Design anthropology,33,Built Environment And Design,3303,Design
2.0.0,330303,Design for disaster relief,Built Environment And Design/Design/Design for disaster relief,33,Built Environment And Design,3303,Design
2.0.0,330304,"Design history, theory and criticism","Built Environment And Design/Design/Design history, theory and criticism",33,Built Environment And Design,3303,Design
2.0.0,330305,Design management,Built Environment And Design/Design/Design management,33,Built Environment And Design,3303,Design
2.0.0,330306,Design practice and methods,Built Environment And Design/Design/Design practice and methods,33,Built Environment And Design,3303,Design
2.0.0,330307,Ergonomics design,Built Environment And Design/Design/Ergonomics design,33,Built Environment And Design,3303,Design
2.0.0,330308,Fire safety design,Built Environment And Design/Design/Fire safety design,33,Built Environment And Design,3303,Design
2.0.0,330309,Industrial and product design,Built Environment And Design/Design/Industrial and product design,33,Built Environment And Design,3303,Design
2.0.0,330310,Interaction and experience design,Built Environment And Design/Design/Interaction and experience design,33,Built Environment And Design,3303,Design
2.0.0,330311,Models and simulations of design,Built Environment And Design/Design/Models and simulations of design,33,Built Environment And Design,3303,Design
2.0.0,330312,Service design,Built Environment And Design/Design/Service design,33,Built Environment And Design,3303,Design
2.0.0,330313,Social design,Built Environment And Design/Design/Social design,33,Built Environment And Design,3303,Design
2.0.0,330314,Sustainable design,Built Environment And Design/Design/Sustainable design,33,Built Environment And Design,3303,Design
2.0.0,330315,Textile and fashion design,Built Environment And Design/Design/Textile and fashion design,33,Built Environment And Design,3303,Design
2.0.0,330316,Visual communication design (incl. graphic design),Built Environment And Design/Design/Visual communication design (incl. graphic design),33,Built Environment And Design,3303,Design
2.0.0,330399,Design not elsewhere classified,Built Environment And Design/Design/Design not elsewhere classified,33,Built Environment And Design,3303,Design
2.0.0,330401,Community planning,Built Environment And Design/Urban and regional planning/Community planning,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330402,History and theory of the built environment (excl. architecture),Built Environment And Design/Urban and regional planning/History and theory of the built environment (excl. architecture),33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330403,"Housing markets, development and management","Built Environment And Design/Urban and regional planning/Housing markets, development and management",33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330404,Land use and environmental planning,Built Environment And Design/Urban and regional planning/Land use and environmental planning,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330405,Public participation and community engagement,Built Environment And Design/Urban and regional planning/Public participation and community engagement,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330406,Regional analysis and development,Built Environment And Design/Urban and regional planning/Regional analysis and development,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330407,Regulatory planning and development assessment,Built Environment And Design/Urban and regional planning/Regulatory planning and development assessment,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330408,"Strategic, metropolitan and regional planning","Built Environment And Design/Urban and regional planning/Strategic, metropolitan and regional planning",33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330409,Transport planning,Built Environment And Design/Urban and regional planning/Transport planning,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330410,Urban analysis and development,Built Environment And Design/Urban and regional planning/Urban analysis and development,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330411,Urban design,Built Environment And Design/Urban and regional planning/Urban design,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330412,Urban informatics,Built Environment And Design/Urban and regional planning/Urban informatics,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330413,Urban planning and health,Built Environment And Design/Urban and regional planning/Urban planning and health,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,330499,Urban and regional planning not elsewhere classified,Built Environment And Design/Urban and regional planning/Urban and regional planning not elsewhere classified,33,Built Environment And Design,3304,Urban and regional planning
2.0.0,339999,Other built environment and design not elsewhere classified,Built Environment And Design/Other built environment and design/Other built environment and design not elsewhere classified,33,Built Environment And Design,3399,Other built environment and design
2.0.0,340101,Analytical spectrometry,Chemical Sciences/Analytical chemistry/Analytical spectrometry,34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340102,Bioassays,Chemical Sciences/Analytical chemistry/Bioassays,34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340103,Electroanalytical chemistry,Chemical Sciences/Analytical chemistry/Electroanalytical chemistry,34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340104,Flow analysis,Chemical Sciences/Analytical chemistry/Flow analysis,34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340105,Instrumental methods (excl. immunological and bioassay methods),Chemical Sciences/Analytical chemistry/Instrumental methods (excl. immunological and bioassay methods),34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340106,Metabolomic chemistry,Chemical Sciences/Analytical chemistry/Metabolomic chemistry,34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340107,"Quality assurance, chemometrics, traceability and metrological chemistry","Chemical Sciences/Analytical chemistry/Quality assurance, chemometrics, traceability and metrological chemistry",34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340108,Sensor technology (incl. chemical aspects),Chemical Sciences/Analytical chemistry/Sensor technology (incl. chemical aspects),34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340109,Separation science,Chemical Sciences/Analytical chemistry/Separation science,34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340199,Analytical chemistry not elsewhere classified,Chemical Sciences/Analytical chemistry/Analytical chemistry not elsewhere classified,34,Chemical Sciences,3401,Analytical chemistry
2.0.0,340201,Bioinorganic chemistry,Chemical Sciences/Inorganic chemistry/Bioinorganic chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340202,Crystallography,Chemical Sciences/Inorganic chemistry/Crystallography,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340203,F-block chemistry,Chemical Sciences/Inorganic chemistry/F-block chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340204,Inorganic green chemistry,Chemical Sciences/Inorganic chemistry/Inorganic green chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340205,Main group metal chemistry,Chemical Sciences/Inorganic chemistry/Main group metal chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340206,Metal cluster chemistry,Chemical Sciences/Inorganic chemistry/Metal cluster chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340207,Metal organic frameworks,Chemical Sciences/Inorganic chemistry/Metal organic frameworks,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340208,Non-metal chemistry,Chemical Sciences/Inorganic chemistry/Non-metal chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340209,Organometallic chemistry,Chemical Sciences/Inorganic chemistry/Organometallic chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340210,Solid state chemistry,Chemical Sciences/Inorganic chemistry/Solid state chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340211,Transition metal chemistry,Chemical Sciences/Inorganic chemistry/Transition metal chemistry,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340299,Inorganic chemistry not elsewhere classified,Chemical Sciences/Inorganic chemistry/Inorganic chemistry not elsewhere classified,34,Chemical Sciences,3402,Inorganic chemistry
2.0.0,340301,Inorganic materials (incl. nanomaterials),Chemical Sciences/Macromolecular and materials chemistry/Inorganic materials (incl. nanomaterials),34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340302,Macromolecular materials,Chemical Sciences/Macromolecular and materials chemistry/Macromolecular materials,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340303,Nanochemistry,Chemical Sciences/Macromolecular and materials chemistry/Nanochemistry,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340304,Optical properties of materials,Chemical Sciences/Macromolecular and materials chemistry/Optical properties of materials,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340305,Physical properties of materials,Chemical Sciences/Macromolecular and materials chemistry/Physical properties of materials,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340306,Polymerisation mechanisms,Chemical Sciences/Macromolecular and materials chemistry/Polymerisation mechanisms,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340307,Structure and dynamics of materials,Chemical Sciences/Macromolecular and materials chemistry/Structure and dynamics of materials,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340308,Supramolecular chemistry,Chemical Sciences/Macromolecular and materials chemistry/Supramolecular chemistry,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340309,Theory and design of materials,Chemical Sciences/Macromolecular and materials chemistry/Theory and design of materials,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340399,Macromolecular and materials chemistry not elsewhere classified,Chemical Sciences/Macromolecular and materials chemistry/Macromolecular and materials chemistry not elsewhere classified,34,Chemical Sciences,3403,Macromolecular and materials chemistry
2.0.0,340401,Biologically active molecules,Chemical Sciences/Medicinal and biomolecular chemistry/Biologically active molecules,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340402,Biomolecular modelling and design,Chemical Sciences/Medicinal and biomolecular chemistry/Biomolecular modelling and design,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340403,Characterisation of biological macromolecules,Chemical Sciences/Medicinal and biomolecular chemistry/Characterisation of biological macromolecules,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340404,Cheminformatics and quantitative structure-activity relationships,Chemical Sciences/Medicinal and biomolecular chemistry/Cheminformatics and quantitative structure-activity relationships,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340405,Glycoconjugates,Chemical Sciences/Medicinal and biomolecular chemistry/Glycoconjugates,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340406,Molecular medicine,Chemical Sciences/Medicinal and biomolecular chemistry/Molecular medicine,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340407,Proteins and peptides,Chemical Sciences/Medicinal and biomolecular chemistry/Proteins and peptides,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340499,Medicinal and biomolecular chemistry not elsewhere classified,Chemical Sciences/Medicinal and biomolecular chemistry/Medicinal and biomolecular chemistry not elsewhere classified,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry
2.0.0,340501,Free radical chemistry,Chemical Sciences/Organic chemistry/Free radical chemistry,34,Chemical Sciences,3405,Organic chemistry
2.0.0,340502,Natural products and bioactive compounds,Chemical Sciences/Organic chemistry/Natural products and bioactive compounds,34,Chemical Sciences,3405,Organic chemistry
2.0.0,340503,Organic chemical synthesis,Chemical Sciences/Organic chemistry/Organic chemical synthesis,34,Chemical Sciences,3405,Organic chemistry
2.0.0,340504,Organic green chemistry,Chemical Sciences/Organic chemistry/Organic green chemistry,34,Chemical Sciences,3405,Organic chemistry
2.0.0,340505,Physical organic chemistry,Chemical Sciences/Organic chemistry/Physical organic chemistry,34,Chemical Sciences,3405,Organic chemistry
2.0.0,340599,Organic chemistry not elsewhere classified,Chemical Sciences/Organic chemistry/Organic chemistry not elsewhere classified,34,Chemical Sciences,3405,Organic chemistry
2.0.0,340601,Catalysis and mechanisms of reactions,Chemical Sciences/Physical chemistry/Catalysis and mechanisms of reactions,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340602,Chemical thermodynamics and energetics,Chemical Sciences/Physical chemistry/Chemical thermodynamics and energetics,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340603,Colloid and surface chemistry,Chemical Sciences/Physical chemistry/Colloid and surface chemistry,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340604,Electrochemistry,Chemical Sciences/Physical chemistry/Electrochemistry,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340605,Molecular imaging (incl. electron microscopy and neutron diffraction),Chemical Sciences/Physical chemistry/Molecular imaging (incl. electron microscopy and neutron diffraction),34,Chemical Sciences,3406,Physical chemistry
2.0.0,340606,Photochemistry,Chemical Sciences/Physical chemistry/Photochemistry,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340607,Reaction kinetics and dynamics,Chemical Sciences/Physical chemistry/Reaction kinetics and dynamics,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340608,Solution chemistry,Chemical Sciences/Physical chemistry/Solution chemistry,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340609,Transport properties and non-equilibrium processes,Chemical Sciences/Physical chemistry/Transport properties and non-equilibrium processes,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340699,Physical chemistry not elsewhere classified,Chemical Sciences/Physical chemistry/Physical chemistry not elsewhere classified,34,Chemical Sciences,3406,Physical chemistry
2.0.0,340701,Computational chemistry,Chemical Sciences/Theoretical and computational chemistry/Computational chemistry,34,Chemical Sciences,3407,Theoretical and computational chemistry
2.0.0,340702,Radiation and matter,Chemical Sciences/Theoretical and computational chemistry/Radiation and matter,34,Chemical Sciences,3407,Theoretical and computational chemistry
2.0.0,340703,Statistical mechanics in chemistry,Chemical Sciences/Theoretical and computational chemistry/Statistical mechanics in chemistry,34,Chemical Sciences,3407,Theoretical and computational chemistry
2.0.0,340704,Theoretical quantum chemistry,Chemical Sciences/Theoretical and computational chemistry/Theoretical quantum chemistry,34,Chemical Sciences,3407,Theoretical and computational chemistry
2.0.0,340799,Theoretical and computational chemistry not elsewhere classified,Chemical Sciences/Theoretical and computational chemistry/Theoretical and computational chemistry not elsewhere classified,34,Chemical Sciences,3407,Theoretical and computational chemistry
2.0.0,349901,Forensic chemistry,Chemical Sciences/Other chemical sciences/Forensic chemistry,34,Chemical Sciences,3499,Other chemical sciences
