Version,Code,Description,Definition,Two_Digit_Code,Two_Digit_Description,Four_Digit_Code,Four_Digit_Description
2.0.0,241202,Autonomous and robotic systems,Manufacturing/Machinery and equipment/Autonomous and robotic systems,24,Manufacturing,241202,Machinery and equipment
2.0.0,241203,Electrical machinery and equipment (incl. appliances),Manufacturing/Machinery and equipment/Electrical machinery and equipment (incl. appliances),24,Manufacturing,241203,Machinery and equipment
2.0.0,241204,Industrial machinery and equipment,Manufacturing/Machinery and equipment/Industrial machinery and equipment,24,Manufacturing,241204,Machinery and equipment
2.0.0,241205,Medical machinery and equipment,Manufacturing/Machinery and equipment/Medical machinery and equipment,24,Manufacturing,241205,Machinery and equipment
2.0.0,241299,Machinery and equipment not elsewhere classified,Manufacturing/Machinery and equipment/Machinery and equipment not elsewhere classified,24,Manufacturing,241299,Machinery and equipment
2.0.0,241301,Alcoholic beverages,Manufacturing/Processed food products and beverages (excl. dairy products)/Alcoholic beverages,24,Manufacturing,241301,Processed food products and beverages (excl. dairy products)
2.0.0,241302,Bakery products,Manufacturing/Processed food products and beverages (excl. dairy products)/Bakery products,24,Manufacturing,241302,Processed food products and beverages (excl. dairy products)
2.0.0,241303,Carcass meat (incl. fish and seafood),Manufacturing/Processed food products and beverages (excl. dairy products)/Carcass meat (incl. fish and seafood),24,Manufacturing,241303,Processed food products and beverages (excl. dairy products)
2.0.0,241304,Flour mill and cereal food,Manufacturing/Processed food products and beverages (excl. dairy products)/Flour mill and cereal food,24,Manufacturing,241304,Processed food products and beverages (excl. dairy products)
2.0.0,241305,"Insects, Processed food products and beverages (excl. dairy products)",Manufacturing/Processed food products and beverages (excl. dairy products)/Insects,24,Manufacturing,241305,Processed food products and beverages (excl. dairy products)
2.0.0,241306,Non-alcoholic beverages (excl. fruit juices and non-dairy milk),Manufacturing/Processed food products and beverages (excl. dairy products)/Non-alcoholic beverages (excl. fruit juices and non-dairy milk),24,Manufacturing,241306,Processed food products and beverages (excl. dairy products)
2.0.0,241307,Non-dairy milk,Manufacturing/Processed food products and beverages (excl. dairy products)/Non-dairy milk,24,Manufacturing,241307,Processed food products and beverages (excl. dairy products)
2.0.0,241308,Nutraceuticals and functional foods,Manufacturing/Processed food products and beverages (excl. dairy products)/Nutraceuticals and functional foods,24,Manufacturing,241308,Processed food products and beverages (excl. dairy products)
2.0.0,241309,Oils and fats (incl. margarines),Manufacturing/Processed food products and beverages (excl. dairy products)/Oils and fats (incl. margarines),24,Manufacturing,241309,Processed food products and beverages (excl. dairy products)
2.0.0,241310,Processed fish and seafood products,Manufacturing/Processed food products and beverages (excl. dairy products)/Processed fish and seafood products,24,Manufacturing,241310,Processed food products and beverages (excl. dairy products)
2.0.0,241311,Processed fruit and vegetable products (incl. juices),Manufacturing/Processed food products and beverages (excl. dairy products)/Processed fruit and vegetable products (incl. juices),24,Manufacturing,241311,Processed food products and beverages (excl. dairy products)
2.0.0,241312,Processed meat products,Manufacturing/Processed food products and beverages (excl. dairy products)/Processed meat products,24,Manufacturing,241312,Processed food products and beverages (excl. dairy products)
2.0.0,241313,"Sugar, sweeteners and confectionery products","Manufacturing/Processed food products and beverages (excl. dairy products)/Sugar, sweeteners and confectionery products",24,Manufacturing,241313,Processed food products and beverages (excl. dairy products)
2.0.0,241399,Processed food products and beverages (excl. dairy products) not elsewhere classified,Manufacturing/Processed food products and beverages (excl. dairy products)/Processed food products and beverages (excl. dairy products) not elsewhere classified,24,Manufacturing,241399,Processed food products and beverages (excl. dairy products)
2.0.0,241401,Essential oils,"Manufacturing/Processed non-food agriculture products (excl. wood, paper and fibre)/Essential oils",24,Manufacturing,241401,"Processed non-food agriculture products (excl. wood, paper and fibre)"
2.0.0,241402,Organic fertilisers,"Manufacturing/Processed non-food agriculture products (excl. wood, paper and fibre)/Organic fertilisers",24,Manufacturing,241402,"Processed non-food agriculture products (excl. wood, paper and fibre)"
2.0.0,241403,Plant extracts,"Manufacturing/Processed non-food agriculture products (excl. wood, paper and fibre)/Plant extracts",24,Manufacturing,241403,"Processed non-food agriculture products (excl. wood, paper and fibre)"
2.0.0,241404,Prepared animal feed,"Manufacturing/Processed non-food agriculture products (excl. wood, paper and fibre)/Prepared animal feed",24,Manufacturing,241404,"Processed non-food agriculture products (excl. wood, paper and fibre)"
2.0.0,241499,"Processed non-food agricultural products (excl. wood, paper and fibre) not elsewhere classified","Manufacturing/Processed non-food agriculture products (excl. wood, paper and fibre)/Processed non-food agricultural products (excl. wood, paper and fibre) not elsewhere classified",24,Manufacturing,241499,"Processed non-food agriculture products (excl. wood, paper and fibre)"
2.0.0,241501,Aerospace equipment,Manufacturing/Transport equipment/Aerospace equipment,24,Manufacturing,241501,Transport equipment
2.0.0,241502,Automotive equipment,Manufacturing/Transport equipment/Automotive equipment,24,Manufacturing,241502,Transport equipment
2.0.0,241503,Nautical equipment,Manufacturing/Transport equipment/Nautical equipment,24,Manufacturing,241503,Transport equipment
2.0.0,241504,Rail equipment,Manufacturing/Transport equipment/Rail equipment,24,Manufacturing,241504,Transport equipment
2.0.0,241599,Transport equipment not elsewhere classified,Manufacturing/Transport equipment/Transport equipment not elsewhere classified,24,Manufacturing,241599,Transport equipment
2.0.0,241601,Veterinary biological preventatives,Manufacturing/Veterinary pharmaceutical products/Veterinary biological preventatives,24,Manufacturing,241601,Veterinary pharmaceutical products
2.0.0,241602,Veterinary diagnostics,Manufacturing/Veterinary pharmaceutical products/Veterinary diagnostics,24,Manufacturing,241602,Veterinary pharmaceutical products
2.0.0,241603,Veterinary pharmaceutical treatments,Manufacturing/Veterinary pharmaceutical products/Veterinary pharmaceutical treatments,24,Manufacturing,241603,Veterinary pharmaceutical products
2.0.0,241699,Veterinary pharmaceutical products not elsewhere classified,Manufacturing/Veterinary pharmaceutical products/Veterinary pharmaceutical products not elsewhere classified,24,Manufacturing,241699,Veterinary pharmaceutical products
2.0.0,241701,Paper products and pulp,"Manufacturing/Wood, wood products and paper/Paper products and pulp",24,Manufacturing,241701,"Wood, wood products and paper"
2.0.0,241702,Printing and publishing processes,"Manufacturing/Wood, wood products and paper/Printing and publishing processes",24,Manufacturing,241702,"Wood, wood products and paper"
2.0.0,241703,Reconstituted timber products,"Manufacturing/Wood, wood products and paper/Reconstituted timber products",24,Manufacturing,241703,"Wood, wood products and paper"
2.0.0,241704,Wood products,"Manufacturing/Wood, wood products and paper/Wood products",24,Manufacturing,241704,"Wood, wood products and paper"
2.0.0,241705,Wood sawing and veneer,"Manufacturing/Wood, wood products and paper/Wood sawing and veneer",24,Manufacturing,241705,"Wood, wood products and paper"
2.0.0,241799,"Wood, wood products and paper not elsewhere classified","Manufacturing/Wood, wood products and paper/Wood, wood products and paper not elsewhere classified",24,Manufacturing,241799,"Wood, wood products and paper"
2.0.0,249999,Other manufacturing not elsewhere classified,Manufacturing/Other manufacturing/Other manufacturing not elsewhere classified,24,Manufacturing,249999,Other manufacturing
2.0.0,250101,Management of gaseous waste from mineral resource activities (excl. greenhouse gases),Mineral Resources (Excl. Energy Resources)/Environmentally sustainable mineral resource activities/Management of gaseous waste from mineral resource activities (excl. greenhouse gases),25,Mineral Resources (Excl. Energy Resources),250101,Environmentally sustainable mineral resource activities
2.0.0,250102,Management of liquid waste from mineral resource activities (excl. water),Mineral Resources (Excl. Energy Resources)/Environmentally sustainable mineral resource activities/Management of liquid waste from mineral resource activities (excl. water),25,Mineral Resources (Excl. Energy Resources),250102,Environmentally sustainable mineral resource activities
2.0.0,250103,Management of solid waste from mineral resource activities,Mineral Resources (Excl. Energy Resources)/Environmentally sustainable mineral resource activities/Management of solid waste from mineral resource activities,25,Mineral Resources (Excl. Energy Resources),250103,Environmentally sustainable mineral resource activities
2.0.0,250104,Management of water consumption by mineral resource activities,Mineral Resources (Excl. Energy Resources)/Environmentally sustainable mineral resource activities/Management of water consumption by mineral resource activities,25,Mineral Resources (Excl. Energy Resources),250104,Environmentally sustainable mineral resource activities
2.0.0,250199,Environmentally sustainable mineral resource activities not elsewhere classified,Mineral Resources (Excl. Energy Resources)/Environmentally sustainable mineral resource activities/Environmentally sustainable mineral resource activities not elsewhere classified,25,Mineral Resources (Excl. Energy Resources),250199,Environmentally sustainable mineral resource activities
2.0.0,250201,Alumina production,Mineral Resources (Excl. Energy Resources)/First stage treatment of minerals/Alumina production,25,Mineral Resources (Excl. Energy Resources),250201,First stage treatment of minerals
2.0.0,250202,Beneficiation of bauxite and aluminium ores (excl. alumina production),Mineral Resources (Excl. Energy Resources)/First stage treatment of minerals/Beneficiation of bauxite and aluminium ores (excl. alumina production),25,Mineral Resources (Excl. Energy Resources),250202,First stage treatment of minerals
2.0.0,250203,Beneficiation or dressing of iron ores,Mineral Resources (Excl. Energy Resources)/First stage treatment of minerals/Beneficiation or dressing of iron ores,25,Mineral Resources (Excl. Energy Resources),250203,First stage treatment of minerals
2.0.0,250204,Beneficiation or dressing of non-metallic minerals (incl. diamonds),Mineral Resources (Excl. Energy Resources)/First stage treatment of minerals/Beneficiation or dressing of non-metallic minerals (incl. diamonds),25,Mineral Resources (Excl. Energy Resources),250204,First stage treatment of minerals
2.0.0,250205,Concentrating processes of base metal ores (excl. aluminium and iron ores),Mineral Resources (Excl. Energy Resources)/First stage treatment of minerals/Concentrating processes of base metal ores (excl. aluminium and iron ores),25,Mineral Resources (Excl. Energy Resources),250205,First stage treatment of minerals
2.0.0,250206,Production of unrefined precious metal ingots and concentrates,Mineral Resources (Excl. Energy Resources)/First stage treatment of minerals/Production of unrefined precious metal ingots and concentrates,25,Mineral Resources (Excl. Energy Resources),250206,First stage treatment of minerals
2.0.0,250299,First stage treatment of minerals not elsewhere classified,Mineral Resources (Excl. Energy Resources)/First stage treatment of minerals/First stage treatment of minerals not elsewhere classified,25,Mineral Resources (Excl. Energy Resources),250299,First stage treatment of minerals
2.0.0,250301,Aluminium ore exploration,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Aluminium ore exploration,25,Mineral Resources (Excl. Energy Resources),250301,Mineral exploration
2.0.0,250302,Copper ore exploration,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Copper ore exploration,25,Mineral Resources (Excl. Energy Resources),250302,Mineral exploration
2.0.0,250303,Diamond exploration,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Diamond exploration,25,Mineral Resources (Excl. Energy Resources),250303,Mineral exploration
2.0.0,250304,Iron ore exploration,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Iron ore exploration,25,Mineral Resources (Excl. Energy Resources),250304,Mineral exploration
2.0.0,250305,Precious (noble) metal ore exploration,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Precious (noble) metal ore exploration,25,Mineral Resources (Excl. Energy Resources),250305,Mineral exploration
2.0.0,250306,Stone and clay exploration,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Stone and clay exploration,25,Mineral Resources (Excl. Energy Resources),250306,Mineral exploration
2.0.0,250307,"Titanium minerals, zircon, and rare earth metal ore (e.g. monazite) exploration","Mineral Resources (Excl. Energy Resources)/Mineral exploration/Titanium minerals, zircon, and rare earth metal ore (e.g. monazite) exploration",25,Mineral Resources (Excl. Energy Resources),250307,Mineral exploration
2.0.0,250308,Zinc ore exploration,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Zinc ore exploration,25,Mineral Resources (Excl. Energy Resources),250308,Mineral exploration
2.0.0,250399,Mineral exploration not elsewhere classified,Mineral Resources (Excl. Energy Resources)/Mineral exploration/Mineral exploration not elsewhere classified,25,Mineral Resources (Excl. Energy Resources),250399,Mineral exploration
2.0.0,250401,Mining and extraction of aluminium ores,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of aluminium ores,25,Mineral Resources (Excl. Energy Resources),250401,Primary mining and extraction of minerals
2.0.0,250402,Mining and extraction of copper ores,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of copper ores,25,Mineral Resources (Excl. Energy Resources),250402,Primary mining and extraction of minerals
2.0.0,250403,Mining and extraction of diamonds,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of diamonds,25,Mineral Resources (Excl. Energy Resources),250403,Primary mining and extraction of minerals
2.0.0,250404,Mining and extraction of iron ores,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of iron ores,25,Mineral Resources (Excl. Energy Resources),250404,Primary mining and extraction of minerals
2.0.0,250405,Mining and extraction of precious (noble) metal ores,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of precious (noble) metal ores,25,Mineral Resources (Excl. Energy Resources),250405,Primary mining and extraction of minerals
2.0.0,250406,Mining and extraction of stone and clay,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of stone and clay,25,Mineral Resources (Excl. Energy Resources),250406,Primary mining and extraction of minerals
2.0.0,250407,"Mining and extraction of titanium minerals, zircon, and rare earth metal ores (e.g. monazite)","Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of titanium minerals, zircon, and rare earth metal ores (e.g. monazite)",25,Mineral Resources (Excl. Energy Resources),250407,Primary mining and extraction of minerals
2.0.0,250408,Mining and extraction of zinc ores,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Mining and extraction of zinc ores,25,Mineral Resources (Excl. Energy Resources),250408,Primary mining and extraction of minerals
2.0.0,250499,Primary mining and extraction of minerals not elsewhere classified,Mineral Resources (Excl. Energy Resources)/Primary mining and extraction of minerals/Primary mining and extraction of minerals not elsewhere classified,25,Mineral Resources (Excl. Energy Resources),250499,Primary mining and extraction of minerals
2.0.0,259999,Other mineral resources (excl. energy resources) not elsewhere classified,Mineral Resources (Excl. Energy Resources)/Other mineral resources (excl. energy resources)/Other mineral resources (excl. energy resources) not elsewhere classified,25,Mineral Resources (Excl. Energy Resources),259999,Other mineral resources (excl. energy resources)
2.0.0,260101,Management of gaseous waste from plant production (excl. greenhouse gases),Plant Production And Plant Primary Products/Environmentally sustainable plant production/Management of gaseous waste from plant production (excl. greenhouse gases),26,Plant Production And Plant Primary Products,260101,Environmentally sustainable plant production
2.0.0,260102,Management of liquid waste from plant production (excl. water),Plant Production And Plant Primary Products/Environmentally sustainable plant production/Management of liquid waste from plant production (excl. water),26,Plant Production And Plant Primary Products,260102,Environmentally sustainable plant production
2.0.0,260103,Management of solid waste from plant production,Plant Production And Plant Primary Products/Environmentally sustainable plant production/Management of solid waste from plant production,26,Plant Production And Plant Primary Products,260103,Environmentally sustainable plant production
2.0.0,260104,Management of water consumption by plant production,Plant Production And Plant Primary Products/Environmentally sustainable plant production/Management of water consumption by plant production,26,Plant Production And Plant Primary Products,260104,Environmentally sustainable plant production
2.0.0,260199,Environmentally sustainable plant production not elsewhere classified,Plant Production And Plant Primary Products/Environmentally sustainable plant production/Environmentally sustainable plant production not elsewhere classified,26,Plant Production And Plant Primary Products,260199,Environmentally sustainable plant production
2.0.0,260201,Hardwood plantations,Plant Production And Plant Primary Products/Forestry/Hardwood plantations,26,Plant Production And Plant Primary Products,260201,Forestry
2.0.0,260202,Harvesting and transport of forest products,Plant Production And Plant Primary Products/Forestry/Harvesting and transport of forest products,26,Plant Production And Plant Primary Products,260202,Forestry
2.0.0,260203,Integration of farm and forestry,Plant Production And Plant Primary Products/Forestry/Integration of farm and forestry,26,Plant Production And Plant Primary Products,260203,Forestry
2.0.0,260204,Native forests,Plant Production And Plant Primary Products/Forestry/Native forests,26,Plant Production And Plant Primary Products,260204,Forestry
2.0.0,260205,Softwood plantations,Plant Production And Plant Primary Products/Forestry/Softwood plantations,26,Plant Production And Plant Primary Products,260205,Forestry
2.0.0,260299,Forestry not elsewhere classified,Plant Production And Plant Primary Products/Forestry/Forestry not elsewhere classified,26,Plant Production And Plant Primary Products,260299,Forestry
2.0.0,260301,Barley,Plant Production And Plant Primary Products/Grains and seeds/Barley,26,Plant Production And Plant Primary Products,260301,Grains and seeds
2.0.0,260302,Canola,Plant Production And Plant Primary Products/Grains and seeds/Canola,26,Plant Production And Plant Primary Products,260302,Grains and seeds
2.0.0,260303,Grain legumes,Plant Production And Plant Primary Products/Grains and seeds/Grain legumes,26,Plant Production And Plant Primary Products,260303,Grains and seeds
2.0.0,260304,Linseed,Plant Production And Plant Primary Products/Grains and seeds/Linseed,26,Plant Production And Plant Primary Products,260304,Grains and seeds
2.0.0,260305,Lupins,Plant Production And Plant Primary Products/Grains and seeds/Lupins,26,Plant Production And Plant Primary Products,260305,Grains and seeds
2.0.0,260306,Maize,Plant Production And Plant Primary Products/Grains and seeds/Maize,26,Plant Production And Plant Primary Products,260306,Grains and seeds
2.0.0,260307,Oats,Plant Production And Plant Primary Products/Grains and seeds/Oats,26,Plant Production And Plant Primary Products,260307,Grains and seeds
2.0.0,260308,Rice,Plant Production And Plant Primary Products/Grains and seeds/Rice,26,Plant Production And Plant Primary Products,260308,Grains and seeds
2.0.0,260309,Safflower seed,Plant Production And Plant Primary Products/Grains and seeds/Safflower seed,26,Plant Production And Plant Primary Products,260309,Grains and seeds
2.0.0,260310,Sorghum,Plant Production And Plant Primary Products/Grains and seeds/Sorghum,26,Plant Production And Plant Primary Products,260310,Grains and seeds
2.0.0,260311,Soybeans,Plant Production And Plant Primary Products/Grains and seeds/Soybeans,26,Plant Production And Plant Primary Products,260311,Grains and seeds
2.0.0,260312,Wheat,Plant Production And Plant Primary Products/Grains and seeds/Wheat,26,Plant Production And Plant Primary Products,260312,Grains and seeds
2.0.0,260399,Grains and seeds not elsewhere classified,Plant Production And Plant Primary Products/Grains and seeds/Grains and seeds not elsewhere classified,26,Plant Production And Plant Primary Products,260399,Grains and seeds
2.0.0,260401,Cotton lint and cotton seed,Plant Production And Plant Primary Products/Harvesting and packaging of plant products/Cotton lint and cotton seed,26,Plant Production And Plant Primary Products,260401,Harvesting and packaging of plant products
2.0.0,260402,Fresh fruits and vegetables (post harvest),Plant Production And Plant Primary Products/Harvesting and packaging of plant products/Fresh fruits and vegetables (post harvest),26,Plant Production And Plant Primary Products,260402,Harvesting and packaging of plant products
2.0.0,260403,Sugar cane (cut for crushing),Plant Production And Plant Primary Products/Harvesting and packaging of plant products/Sugar cane (cut for crushing),26,Plant Production And Plant Primary Products,260403,Harvesting and packaging of plant products
2.0.0,260404,Unprocessed grains,Plant Production And Plant Primary Products/Harvesting and packaging of plant products/Unprocessed grains,26,Plant Production And Plant Primary Products,260404,Harvesting and packaging of plant products
2.0.0,260405,Unprocessed industrial crops (excl. sugar and cotton),Plant Production And Plant Primary Products/Harvesting and packaging of plant products/Unprocessed industrial crops (excl. sugar and cotton),26,Plant Production And Plant Primary Products,260405,Harvesting and packaging of plant products
2.0.0,260406,Unprocessed seeds,Plant Production And Plant Primary Products/Harvesting and packaging of plant products/Unprocessed seeds,26,Plant Production And Plant Primary Products,260406,Harvesting and packaging of plant products
2.0.0,260499,Harvesting and packaging of plant products not elsewhere classified,Plant Production And Plant Primary Products/Harvesting and packaging of plant products/Harvesting and packaging of plant products not elsewhere classified,26,Plant Production And Plant Primary Products,260499,Harvesting and packaging of plant products
2.0.0,260501,Almonds,Plant Production And Plant Primary Products/Horticultural crops/Almonds,26,Plant Production And Plant Primary Products,260501,Horticultural crops
2.0.0,260502,Avocado,Plant Production And Plant Primary Products/Horticultural crops/Avocado,26,Plant Production And Plant Primary Products,260502,Horticultural crops
2.0.0,260503,Berry fruit (excl. kiwifruit),Plant Production And Plant Primary Products/Horticultural crops/Berry fruit (excl. kiwifruit),26,Plant Production And Plant Primary Products,260503,Horticultural crops
2.0.0,260504,Citrus fruit,Plant Production And Plant Primary Products/Horticultural crops/Citrus fruit,26,Plant Production And Plant Primary Products,260504,Horticultural crops
2.0.0,260505,Field grown vegetable crops,Plant Production And Plant Primary Products/Horticultural crops/Field grown vegetable crops,26,Plant Production And Plant Primary Products,260505,Horticultural crops
2.0.0,260506,Kiwifruit,Plant Production And Plant Primary Products/Horticultural crops/Kiwifruit,26,Plant Production And Plant Primary Products,260506,Horticultural crops
2.0.0,260507,Macadamias,Plant Production And Plant Primary Products/Horticultural crops/Macadamias,26,Plant Production And Plant Primary Products,260507,Horticultural crops
2.0.0,260508,Mushrooms and truffles,Plant Production And Plant Primary Products/Horticultural crops/Mushrooms and truffles,26,Plant Production And Plant Primary Products,260508,Horticultural crops
2.0.0,260509,Olives,Plant Production And Plant Primary Products/Horticultural crops/Olives,26,Plant Production And Plant Primary Products,260509,Horticultural crops
2.0.0,260510,"Ornamentals, natives, flowers and nursery plants","Plant Production And Plant Primary Products/Horticultural crops/Ornamentals, natives, flowers and nursery plants",26,Plant Production And Plant Primary Products,260510,Horticultural crops
2.0.0,260511,"Pome fruit, pip fruit","Plant Production And Plant Primary Products/Horticultural crops/Pome fruit, pip fruit",26,Plant Production And Plant Primary Products,260511,Horticultural crops
2.0.0,260512,Protected vegetable crops,Plant Production And Plant Primary Products/Horticultural crops/Protected vegetable crops,26,Plant Production And Plant Primary Products,260512,Horticultural crops
2.0.0,260513,Stone fruit (excl. avocado),Plant Production And Plant Primary Products/Horticultural crops/Stone fruit (excl. avocado),26,Plant Production And Plant Primary Products,260513,Horticultural crops
2.0.0,260514,Table grapes,Plant Production And Plant Primary Products/Horticultural crops/Table grapes,26,Plant Production And Plant Primary Products,260514,Horticultural crops
2.0.0,260515,Tree nuts (excl. almonds and macadamias),Plant Production And Plant Primary Products/Horticultural crops/Tree nuts (excl. almonds and macadamias),26,Plant Production And Plant Primary Products,260515,Horticultural crops
2.0.0,260516,Tropical fruit,Plant Production And Plant Primary Products/Horticultural crops/Tropical fruit,26,Plant Production And Plant Primary Products,260516,Horticultural crops
2.0.0,260599,Horticultural crops not elsewhere classified,Plant Production And Plant Primary Products/Horticultural crops/Horticultural crops not elsewhere classified,26,Plant Production And Plant Primary Products,260599,Horticultural crops
2.0.0,260601,Cannabis,Plant Production And Plant Primary Products/Industrial crops/Cannabis,26,Plant Production And Plant Primary Products,260601,Industrial crops
2.0.0,260602,Cotton,Plant Production And Plant Primary Products/Industrial crops/Cotton,26,Plant Production And Plant Primary Products,260602,Industrial crops
2.0.0,260603,Essential oil crops,Plant Production And Plant Primary Products/Industrial crops/Essential oil crops,26,Plant Production And Plant Primary Products,260603,Industrial crops
2.0.0,260604,Hemp,Plant Production And Plant Primary Products/Industrial crops/Hemp,26,Plant Production And Plant Primary Products,260604,Industrial crops
2.0.0,260605,Hops,Plant Production And Plant Primary Products/Industrial crops/Hops,26,Plant Production And Plant Primary Products,260605,Industrial crops
2.0.0,260606,Plant extract crops,Plant Production And Plant Primary Products/Industrial crops/Plant extract crops,26,Plant Production And Plant Primary Products,260606,Industrial crops
2.0.0,260607,Sugar,Plant Production And Plant Primary Products/Industrial crops/Sugar,26,Plant Production And Plant Primary Products,260607,Industrial crops
2.0.0,260608,Wine grapes,Plant Production And Plant Primary Products/Industrial crops/Wine grapes,26,Plant Production And Plant Primary Products,260608,Industrial crops
2.0.0,260699,Industrial crops not elsewhere classified,Plant Production And Plant Primary Products/Industrial crops/Industrial crops not elsewhere classified,26,Plant Production And Plant Primary Products,260699,Industrial crops
2.0.0,269901,Climate adaptive plants,Plant Production And Plant Primary Products/Other plant production and plant primary products/Climate adaptive plants,26,Plant Production And Plant Primary Products,269901,Other plant production and plant primary products
2.0.0,269902,Forest product traceability and quality assurance,Plant Production And Plant Primary Products/Other plant production and plant primary products/Forest product traceability and quality assurance,26,Plant Production And Plant Primary Products,269902,Other plant production and plant primary products
2.0.0,269903,Plant product traceability and quality assurance (excl. forest products),Plant Production And Plant Primary Products/Other plant production and plant primary products/Plant product traceability and quality assurance (excl. forest products),26,Plant Production And Plant Primary Products,269903,Other plant production and plant primary products
2.0.0,269999,Other plant production and plant primary products not elsewhere classified,Plant Production And Plant Primary Products/Other plant production and plant primary products/Other plant production and plant primary products not elsewhere classified,26,Plant Production And Plant Primary Products,269999,Other plant production and plant primary products
2.0.0,270101,Air freight,Transport/Aerospace transport/Air freight,27,Transport,270101,Aerospace transport
2.0.0,270102,Air passenger transport,Transport/Aerospace transport/Air passenger transport,27,Transport,270102,Aerospace transport
2.0.0,270103,Air safety and traffic management,Transport/Aerospace transport/Air safety and traffic management,27,Transport,270103,Aerospace transport
2.0.0,270104,Air terminal infrastructure and management,Transport/Aerospace transport/Air terminal infrastructure and management,27,Transport,270104,Aerospace transport
2.0.0,270105,Autonomous air vehicles,Transport/Aerospace transport/Autonomous air vehicles,27,Transport,270105,Aerospace transport
2.0.0,270106,Space transport,Transport/Aerospace transport/Space transport,27,Transport,270106,Aerospace transport
2.0.0,270199,Aerospace transport not elsewhere classified,Transport/Aerospace transport/Aerospace transport not elsewhere classified,27,Transport,270199,Aerospace transport
2.0.0,270201,Management of gaseous waste from transport activities (excl. greenhouse gases),Transport/Environmentally sustainable transport activities/Management of gaseous waste from transport activities (excl. greenhouse gases),27,Transport,270201,Environmentally sustainable transport activities
2.0.0,270202,Management of liquid waste from transport activities (excl. water),Transport/Environmentally sustainable transport activities/Management of liquid waste from transport activities (excl. water),27,Transport,270202,Environmentally sustainable transport activities
2.0.0,270203,Management of noise and vibration from transport activities,Transport/Environmentally sustainable transport activities/Management of noise and vibration from transport activities,27,Transport,270203,Environmentally sustainable transport activities
2.0.0,270204,Management of solid waste from transport activities,Transport/Environmentally sustainable transport activities/Management of solid waste from transport activities,27,Transport,270204,Environmentally sustainable transport activities
2.0.0,270205,Management of water consumption by transport activities,Transport/Environmentally sustainable transport activities/Management of water consumption by transport activities,27,Transport,270205,Environmentally sustainable transport activities
2.0.0,270299,Environmentally sustainable transport activities not elsewhere classified,Transport/Environmentally sustainable transport activities/Environmentally sustainable transport activities not elsewhere classified,27,Transport,270299,Environmentally sustainable transport activities
2.0.0,270301,Active ground transport,Transport/Ground transport/Active ground transport,27,Transport,270301,Ground transport
2.0.0,270302,Autonomous road vehicles,Transport/Ground transport/Autonomous road vehicles,27,Transport,270302,Ground transport
2.0.0,270303,Heavy rail infrastructure and networks,Transport/Ground transport/Heavy rail infrastructure and networks,27,Transport,270303,Ground transport
2.0.0,270304,Rail freight,Transport/Ground transport/Rail freight,27,Transport,270304,Ground transport
2.0.0,270305,Rail passenger movements,Transport/Ground transport/Rail passenger movements,27,Transport,270305,Ground transport
2.0.0,270306,Rail safety,Transport/Ground transport/Rail safety,27,Transport,270306,Ground transport
2.0.0,270307,Road freight,Transport/Ground transport/Road freight,27,Transport,270307,Ground transport
2.0.0,270308,Road infrastructure and networks,Transport/Ground transport/Road infrastructure and networks,27,Transport,270308,Ground transport
2.0.0,270309,Road passenger movements (excl. public transport),Transport/Ground transport/Road passenger movements (excl. public transport),27,Transport,270309,Ground transport
2.0.0,270310,Road public transport,Transport/Ground transport/Road public transport,27,Transport,270310,Ground transport
2.0.0,270311,Road safety,Transport/Ground transport/Road safety,27,Transport,270311,Ground transport
2.0.0,270312,Urban rail infrastructure and networks (incl. light and metro rail),Transport/Ground transport/Urban rail infrastructure and networks (incl. light and metro rail),27,Transport,270312,Ground transport
2.0.0,270399,Ground transport not elsewhere classified,Transport/Ground transport/Ground transport not elsewhere classified,27,Transport,270399,Ground transport
2.0.0,270401,Autonomous water vehicles,Transport/Water transport/Autonomous water vehicles,27,Transport,270401,Water transport
2.0.0,270402,Coastal sea freight transport,Transport/Water transport/Coastal sea freight transport,27,Transport,270402,Water transport
2.0.0,270403,Domestic passenger water transport (e.g. ferries),Transport/Water transport/Domestic passenger water transport (e.g. ferries),27,Transport,270403,Water transport
2.0.0,270404,International passenger water transport (e.g. passenger ships),Transport/Water transport/International passenger water transport (e.g. passenger ships),27,Transport,270404,Water transport
